[2022-12-11 19:31:49,939] multiqc                                            [DEBUG  ]  No MultiQC config found: /opt/conda/envs/nf-core-atacseq-1.2.2/lib/python3.7/site-packages/multiqc_config.yaml
[2022-12-11 19:32:13,947] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Skipping 'Elav_neg_R1_T1_2_fastqc.zip' as it didn't match the path_filters for 'LIB: FastQC (trimmed)'
[2022-12-11 19:32:13,947] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Skipping 'Elav_neg_R2_T1_1_fastqc.zip' as it didn't match the path_filters for 'LIB: FastQC (trimmed)'
[2022-12-11 19:32:13,947] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Skipping 'Elav_neg_R2_T1_2_fastqc.zip' as it didn't match the path_filters for 'LIB: FastQC (trimmed)'
[2022-12-11 19:32:13,947] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Skipping 'Elav_neg_R3_T1_1_fastqc.zip' as it didn't match the path_filters for 'LIB: FastQC (trimmed)'
[2022-12-11 19:32:13,947] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Skipping 'Elav_neg_R3_T1_2_fastqc.zip' as it didn't match the path_filters for 'LIB: FastQC (trimmed)'
[2022-12-11 19:32:13,947] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Skipping 'Elav_neg_R4_T1_1_fastqc.zip' as it didn't match the path_filters for 'LIB: FastQC (trimmed)'
[2022-12-11 19:32:13,947] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Skipping 'Elav_neg_R4_T1_2_fastqc.zip' as it didn't match the path_filters for 'LIB: FastQC (trimmed)'
[2022-12-11 19:32:13,947] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Skipping 'Elav_pos_R1_T1_1_fastqc.zip' as it didn't match the path_filters for 'LIB: FastQC (trimmed)'
[2022-12-11 19:32:13,947] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Skipping 'Elav_pos_R1_T1_2_fastqc.zip' as it didn't match the path_filters for 'LIB: FastQC (trimmed)'
[2022-12-11 19:32:13,947] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Skipping 'Elav_pos_R2_T1_1_fastqc.zip' as it didn't match the path_filters for 'LIB: FastQC (trimmed)'
[2022-12-11 19:32:13,947] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Skipping 'Elav_pos_R2_T1_2_fastqc.zip' as it didn't match the path_filters for 'LIB: FastQC (trimmed)'
[2022-12-11 19:32:13,947] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Skipping 'Elav_pos_R3_T1_1_fastqc.zip' as it didn't match the path_filters for 'LIB: FastQC (trimmed)'
[2022-12-11 19:32:13,947] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Skipping 'Elav_pos_R3_T1_2_fastqc.zip' as it didn't match the path_filters for 'LIB: FastQC (trimmed)'
[2022-12-11 19:32:13,947] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Skipping 'Elav_pos_R4_T1_1_fastqc.zip' as it didn't match the path_filters for 'LIB: FastQC (trimmed)'
[2022-12-11 19:32:13,947] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Skipping 'Elav_pos_R4_T1_2_fastqc.zip' as it didn't match the path_filters for 'LIB: FastQC (trimmed)'
[2022-12-11 19:32:13,947] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Skipping 'Fox_neg_R1_T1_1_fastqc.zip' as it didn't match the path_filters for 'LIB: FastQC (trimmed)'
[2022-12-11 19:32:13,947] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Skipping 'Fox_neg_R1_T1_2_fastqc.zip' as it didn't match the path_filters for 'LIB: FastQC (trimmed)'
[2022-12-11 19:32:13,947] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Skipping 'Fox_neg_R2_T1_1_fastqc.zip' as it didn't match the path_filters for 'LIB: FastQC (trimmed)'
[2022-12-11 19:32:13,947] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Skipping 'Fox_neg_R2_T1_2_fastqc.zip' as it didn't match the path_filters for 'LIB: FastQC (trimmed)'
[2022-12-11 19:32:13,947] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Skipping 'Fox_neg_R3_T1_1_fastqc.zip' as it didn't match the path_filters for 'LIB: FastQC (trimmed)'
[2022-12-11 19:32:13,947] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Skipping 'Fox_neg_R3_T1_2_fastqc.zip' as it didn't match the path_filters for 'LIB: FastQC (trimmed)'
[2022-12-11 19:32:13,947] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Skipping 'Fox_pos_R1_T1_1_fastqc.zip' as it didn't match the path_filters for 'LIB: FastQC (trimmed)'
[2022-12-11 19:32:13,947] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Skipping 'Fox_pos_R1_T1_2_fastqc.zip' as it didn't match the path_filters for 'LIB: FastQC (trimmed)'
[2022-12-11 19:32:13,947] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Skipping 'Fox_pos_R2_T1_1_fastqc.zip' as it didn't match the path_filters for 'LIB: FastQC (trimmed)'
[2022-12-11 19:32:13,947] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Skipping 'Fox_pos_R2_T1_2_fastqc.zip' as it didn't match the path_filters for 'LIB: FastQC (trimmed)'
[2022-12-11 19:32:13,947] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Skipping 'Fox_pos_R3_T1_1_fastqc.zip' as it didn't match the path_filters for 'LIB: FastQC (trimmed)'
[2022-12-11 19:32:13,947] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Skipping 'Fox_pos_R3_T1_2_fastqc.zip' as it didn't match the path_filters for 'LIB: FastQC (trimmed)'
[2022-12-11 19:32:13,947] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Skipping 'Ncol_neg_R1_T1_1_fastqc.zip' as it didn't match the path_filters for 'LIB: FastQC (trimmed)'
[2022-12-11 19:32:13,948] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Skipping 'Ncol_neg_R1_T1_2_fastqc.zip' as it didn't match the path_filters for 'LIB: FastQC (trimmed)'
[2022-12-11 19:32:13,948] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Skipping 'Ncol_neg_R2_T1_1_fastqc.zip' as it didn't match the path_filters for 'LIB: FastQC (trimmed)'
[2022-12-11 19:32:13,948] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Skipping 'Ncol_neg_R2_T1_2_fastqc.zip' as it didn't match the path_filters for 'LIB: FastQC (trimmed)'
[2022-12-11 19:32:13,948] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Skipping 'Ncol_neg_R3_T1_1_fastqc.zip' as it didn't match the path_filters for 'LIB: FastQC (trimmed)'
[2022-12-11 19:32:13,948] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Skipping 'Ncol_neg_R3_T1_2_fastqc.zip' as it didn't match the path_filters for 'LIB: FastQC (trimmed)'
[2022-12-11 19:32:13,948] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Skipping 'Ncol_neg_R4_T1_1_fastqc.zip' as it didn't match the path_filters for 'LIB: FastQC (trimmed)'
[2022-12-11 19:32:13,948] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Skipping 'Ncol_neg_R4_T1_2_fastqc.zip' as it didn't match the path_filters for 'LIB: FastQC (trimmed)'
[2022-12-11 19:32:13,948] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Skipping 'Ncol_pos_R1_T1_1_fastqc.zip' as it didn't match the path_filters for 'LIB: FastQC (trimmed)'
[2022-12-11 19:32:13,948] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Skipping 'Ncol_pos_R1_T1_2_fastqc.zip' as it didn't match the path_filters for 'LIB: FastQC (trimmed)'
[2022-12-11 19:32:13,948] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Skipping 'Ncol_pos_R2_T1_1_fastqc.zip' as it didn't match the path_filters for 'LIB: FastQC (trimmed)'
[2022-12-11 19:32:13,948] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Skipping 'Ncol_pos_R2_T1_2_fastqc.zip' as it didn't match the path_filters for 'LIB: FastQC (trimmed)'
[2022-12-11 19:32:13,948] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Skipping 'Ncol_pos_R3_T1_1_fastqc.zip' as it didn't match the path_filters for 'LIB: FastQC (trimmed)'
[2022-12-11 19:32:13,948] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Skipping 'Ncol_pos_R3_T1_2_fastqc.zip' as it didn't match the path_filters for 'LIB: FastQC (trimmed)'
[2022-12-11 19:32:13,948] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Skipping 'Ncol_pos_R4_T1_1_fastqc.zip' as it didn't match the path_filters for 'LIB: FastQC (trimmed)'
[2022-12-11 19:32:13,948] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Skipping 'Ncol_pos_R4_T1_2_fastqc.zip' as it didn't match the path_filters for 'LIB: FastQC (trimmed)'
[2022-12-11 19:32:13,948] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Selecting 'Elav_neg_R1_T1_1_val_1_fastqc.zip' as it matched the path_filters for 'LIB: FastQC (trimmed)'
[2022-12-11 19:32:14,054] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Selecting 'Elav_neg_R1_T1_2_val_2_fastqc.zip' as it matched the path_filters for 'LIB: FastQC (trimmed)'
[2022-12-11 19:32:14,104] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Selecting 'Elav_neg_R2_T1_1_val_1_fastqc.zip' as it matched the path_filters for 'LIB: FastQC (trimmed)'
[2022-12-11 19:32:14,162] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Selecting 'Elav_neg_R2_T1_2_val_2_fastqc.zip' as it matched the path_filters for 'LIB: FastQC (trimmed)'
[2022-12-11 19:32:14,227] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Selecting 'Elav_neg_R3_T1_1_val_1_fastqc.zip' as it matched the path_filters for 'LIB: FastQC (trimmed)'
[2022-12-11 19:32:14,291] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Selecting 'Elav_neg_R3_T1_2_val_2_fastqc.zip' as it matched the path_filters for 'LIB: FastQC (trimmed)'
[2022-12-11 19:32:14,347] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Selecting 'Elav_neg_R4_T1_1_val_1_fastqc.zip' as it matched the path_filters for 'LIB: FastQC (trimmed)'
[2022-12-11 19:32:14,414] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Selecting 'Elav_neg_R4_T1_2_val_2_fastqc.zip' as it matched the path_filters for 'LIB: FastQC (trimmed)'
[2022-12-11 19:32:14,465] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Selecting 'Elav_pos_R1_T1_1_val_1_fastqc.zip' as it matched the path_filters for 'LIB: FastQC (trimmed)'
[2022-12-11 19:32:14,531] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Selecting 'Elav_pos_R1_T1_2_val_2_fastqc.zip' as it matched the path_filters for 'LIB: FastQC (trimmed)'
[2022-12-11 19:32:14,580] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Selecting 'Elav_pos_R2_T1_1_val_1_fastqc.zip' as it matched the path_filters for 'LIB: FastQC (trimmed)'
[2022-12-11 19:32:14,640] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Selecting 'Elav_pos_R2_T1_2_val_2_fastqc.zip' as it matched the path_filters for 'LIB: FastQC (trimmed)'
[2022-12-11 19:32:14,703] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Selecting 'Elav_pos_R3_T1_1_val_1_fastqc.zip' as it matched the path_filters for 'LIB: FastQC (trimmed)'
[2022-12-11 19:32:14,765] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Selecting 'Elav_pos_R3_T1_2_val_2_fastqc.zip' as it matched the path_filters for 'LIB: FastQC (trimmed)'
[2022-12-11 19:32:14,826] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Selecting 'Elav_pos_R4_T1_1_val_1_fastqc.zip' as it matched the path_filters for 'LIB: FastQC (trimmed)'
[2022-12-11 19:32:14,892] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Selecting 'Elav_pos_R4_T1_2_val_2_fastqc.zip' as it matched the path_filters for 'LIB: FastQC (trimmed)'
[2022-12-11 19:32:14,957] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Selecting 'Fox_neg_R1_T1_1_val_1_fastqc.zip' as it matched the path_filters for 'LIB: FastQC (trimmed)'
[2022-12-11 19:32:15,025] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Selecting 'Fox_neg_R1_T1_2_val_2_fastqc.zip' as it matched the path_filters for 'LIB: FastQC (trimmed)'
[2022-12-11 19:32:15,075] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Selecting 'Fox_neg_R2_T1_1_val_1_fastqc.zip' as it matched the path_filters for 'LIB: FastQC (trimmed)'
[2022-12-11 19:32:15,139] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Selecting 'Fox_neg_R2_T1_2_val_2_fastqc.zip' as it matched the path_filters for 'LIB: FastQC (trimmed)'
[2022-12-11 19:32:15,201] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Selecting 'Fox_neg_R3_T1_1_val_1_fastqc.zip' as it matched the path_filters for 'LIB: FastQC (trimmed)'
[2022-12-11 19:32:15,265] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Selecting 'Fox_neg_R3_T1_2_val_2_fastqc.zip' as it matched the path_filters for 'LIB: FastQC (trimmed)'
[2022-12-11 19:32:15,334] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Selecting 'Fox_pos_R1_T1_1_val_1_fastqc.zip' as it matched the path_filters for 'LIB: FastQC (trimmed)'
[2022-12-11 19:32:15,408] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Selecting 'Fox_pos_R1_T1_2_val_2_fastqc.zip' as it matched the path_filters for 'LIB: FastQC (trimmed)'
[2022-12-11 19:32:15,456] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Selecting 'Fox_pos_R2_T1_1_val_1_fastqc.zip' as it matched the path_filters for 'LIB: FastQC (trimmed)'
[2022-12-11 19:32:15,519] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Selecting 'Fox_pos_R2_T1_2_val_2_fastqc.zip' as it matched the path_filters for 'LIB: FastQC (trimmed)'
[2022-12-11 19:32:15,578] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Selecting 'Fox_pos_R3_T1_1_val_1_fastqc.zip' as it matched the path_filters for 'LIB: FastQC (trimmed)'
[2022-12-11 19:32:15,636] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Selecting 'Fox_pos_R3_T1_2_val_2_fastqc.zip' as it matched the path_filters for 'LIB: FastQC (trimmed)'
[2022-12-11 19:32:15,698] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Selecting 'Ncol_neg_R1_T1_1_val_1_fastqc.zip' as it matched the path_filters for 'LIB: FastQC (trimmed)'
[2022-12-11 19:32:15,754] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Selecting 'Ncol_neg_R1_T1_2_val_2_fastqc.zip' as it matched the path_filters for 'LIB: FastQC (trimmed)'
[2022-12-11 19:32:15,807] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Selecting 'Ncol_neg_R2_T1_1_val_1_fastqc.zip' as it matched the path_filters for 'LIB: FastQC (trimmed)'
[2022-12-11 19:32:15,867] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Selecting 'Ncol_neg_R2_T1_2_val_2_fastqc.zip' as it matched the path_filters for 'LIB: FastQC (trimmed)'
[2022-12-11 19:32:15,920] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Selecting 'Ncol_neg_R3_T1_1_val_1_fastqc.zip' as it matched the path_filters for 'LIB: FastQC (trimmed)'
[2022-12-11 19:32:15,976] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Selecting 'Ncol_neg_R3_T1_2_val_2_fastqc.zip' as it matched the path_filters for 'LIB: FastQC (trimmed)'
[2022-12-11 19:32:16,040] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Selecting 'Ncol_neg_R4_T1_1_val_1_fastqc.zip' as it matched the path_filters for 'LIB: FastQC (trimmed)'
[2022-12-11 19:32:16,105] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Selecting 'Ncol_neg_R4_T1_2_val_2_fastqc.zip' as it matched the path_filters for 'LIB: FastQC (trimmed)'
[2022-12-11 19:32:16,155] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Selecting 'Ncol_pos_R1_T1_1_val_1_fastqc.zip' as it matched the path_filters for 'LIB: FastQC (trimmed)'
[2022-12-11 19:32:16,220] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Selecting 'Ncol_pos_R1_T1_2_val_2_fastqc.zip' as it matched the path_filters for 'LIB: FastQC (trimmed)'
[2022-12-11 19:32:16,282] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Selecting 'Ncol_pos_R2_T1_1_val_1_fastqc.zip' as it matched the path_filters for 'LIB: FastQC (trimmed)'
[2022-12-11 19:32:16,357] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Selecting 'Ncol_pos_R2_T1_2_val_2_fastqc.zip' as it matched the path_filters for 'LIB: FastQC (trimmed)'
[2022-12-11 19:32:16,407] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Selecting 'Ncol_pos_R3_T1_1_val_1_fastqc.zip' as it matched the path_filters for 'LIB: FastQC (trimmed)'
