PeakID (cmd=annotatePeaks.pl Fox_pos_R1.mLb.clN_peaks.narrowPeak GCF_932526225.1_jaNemVect1.1_genomic.fna -gid -gtf Nvec_v4_merged_annotation_sort.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
Fox_pos_R1.mLb.clN_peak_5978	NC_064038.1	17712892	17713931	+	3719	NA	promoter-TSS (Nvec_vc1.1_LOC5503089)	-promoter-TSS (Nvec_vc1.1_LOC5503089)	31	Nvec_vc1.1_LOC5503089	Nvec_vc1.1_LOC5503089	Nvec_vc1.1_XM_032371368			LOC5503089			NA
Fox_pos_R1.mLb.clN_peak_7994	NC_064040.1	13960817	13961720	+	3698	NA	promoter-TSS (Nvec_vc1.1_LOC5507861)	-promoter-TSS (Nvec_vc1.1_LOC5507861)	3	Nvec_vc1.1_LOC5507861	Nvec_vc1.1_LOC5507861	Nvec_vc1.1_XM_001628443			LOC5507861			NA
Fox_pos_R1.mLb.clN_peak_865	NC_064034.1	15241540	15241949	+	3693	NA	exon (Nvec_vc1.1_LOC5506333, exon 1 of 10)	-exon (Nvec_vc1.1_LOC5506333, exon 1 of 10)	152	Nvec_vc1.1_LOC5506333	Nvec_vc1.1_LOC5506333	Nvec_vc1.1_XM_032374704			LOC5506333			NA
Fox_pos_R1.mLb.clN_peak_7042	NC_064039.1	15248159	15249221	+	3684	NA	promoter-TSS (Nvec_vc1.1_LOC5501420)	-promoter-TSS (Nvec_vc1.1_LOC5501420)	-383	Nvec_vc1.1_LOC5501420	Nvec_vc1.1_LOC5501420	Nvec_vc1.1_XM_048728987			LOC5501420			NA
Fox_pos_R1.mLb.clN_peak_4059	NC_064037.1	1970366	1971412	+	3682	NA	promoter-TSS (Nvec_vc1.1_LOC5509197)	-promoter-TSS (Nvec_vc1.1_LOC5509197)	-90	Nvec_vc1.1_LOC5509197	Nvec_vc1.1_LOC5509197	Nvec_vc1.1_XM_001629685			LOC5509197			NA
Fox_pos_R1.mLb.clN_peak_5756	NC_064038.1	11455841	11456679	+	3669	NA	promoter-TSS (Nvec_vc1.1_LOC5517698)	-promoter-TSS (Nvec_vc1.1_LOC5517698)	8	Nvec_vc1.1_LOC5517633	Nvec_vc1.1_LOC5517633	Nvec_vc1.1_XM_048728259			LOC5517633			NA
Fox_pos_R1.mLb.clN_peak_13212	NC_064046.1	9031025	9031942	+	3669	NA	promoter-TSS (Nvec_vc1.1_LOC5518581)	-promoter-TSS (Nvec_vc1.1_LOC5518581)	-31	Nvec_vc1.1_LOC5518581	Nvec_vc1.1_LOC5518581	Nvec_vc1.1_XM_001638418			LOC5518581			NA
Fox_pos_R1.mLb.clN_peak_5788	NC_064038.1	12419104	12420452	+	3662	NA	promoter-TSS (Nvec_vc1.1_LOC5514174)	-promoter-TSS (Nvec_vc1.1_LOC5514174)	-582	Nvec_vc1.1_LOC5514174	Nvec_vc1.1_LOC5514174	Nvec_vc1.1_XM_048727656			LOC5514174			NA
Fox_pos_R1.mLb.clN_peak_2003	NC_064035.1	11245719	11246472	+	3630	NA	promoter-TSS (Nvec_vc1.1_LOC5521131)	-promoter-TSS (Nvec_vc1.1_LOC5521131)	-326	Nvec_vc1.1_LOC5521131	Nvec_vc1.1_LOC5521131	Nvec_vc1.1_XM_032366255			LOC5521131			NA
Fox_pos_R1.mLb.clN_peak_5304	NC_064038.1	3975959	3977348	+	3615	NA	exon (Nvec_vc1.1_LOC5517820, exon 1 of 2)	-exon (Nvec_vc1.1_LOC5517820, exon 1 of 2)	553	Nvec_vc1.1_LOC5517820	Nvec_vc1.1_LOC5517820	Nvec_vc1.1_XM_001637706			LOC5517820			NA
Fox_pos_R1.mLb.clN_peak_5678	NC_064038.1	10262316	10263185	+	3598	NA	promoter-TSS (Nvec_vc1.1_LOC5505624)	-promoter-TSS (Nvec_vc1.1_LOC5505624)	15	Nvec_vc1.1_LOC5505624	Nvec_vc1.1_LOC5505624	Nvec_vc1.1_XM_001626339			LOC5505624			NA
Fox_pos_R1.mLb.clN_peak_9064	NC_064042.1	1337865	1338988	+	3595	NA	promoter-TSS (Nvec_vc1.1_LOC5509461)	-promoter-TSS (Nvec_vc1.1_LOC5509461)	25	Nvec_vc1.1_LOC5509461	Nvec_vc1.1_LOC5509461	Nvec_vc1.1_XM_032378409			LOC5509461			NA
Fox_pos_R1.mLb.clN_peak_5432	NC_064038.1	5910425	5911440	+	3587	NA	intron (Nvec_vc1.1_LOC5511206, intron 2 of 3)	-intron (Nvec_vc1.1_LOC5511206, intron 2 of 3)	-2291	Nvec_vc1.1_LOC5511204	Nvec_vc1.1_LOC5511204	Nvec_vc1.1_XM_032380426			LOC5511204			NA
Fox_pos_R1.mLb.clN_peak_8126	NC_064040.1	16300959	16302120	+	3578	NA	promoter-TSS (Nvec_NVE17130)	-promoter-TSS (Nvec_NVE17130)	-153	Nvec_NVE17130	Nvec_NVE17130	Nvec_NVE17130						NA
Fox_pos_R1.mLb.clN_peak_2529	NC_064035.1	19464757	19465459	+	3578	NA	exon (Nvec_vc1.1_LOC5509695, exon 1 of 4)	-exon (Nvec_vc1.1_LOC5509695, exon 1 of 4)	125	Nvec_vc1.1_LOC5509695	Nvec_vc1.1_LOC5509695	Nvec_vc1.1_XM_001630155			LOC5509695			NA
Fox_pos_R1.mLb.clN_peak_13735	NC_064047.1	2994171	2995162	+	3574	NA	promoter-TSS (Nvec_vc1.1_LOC5504763)	-promoter-TSS (Nvec_vc1.1_LOC5504763)	-4	Nvec_vc1.1_LOC5504763	Nvec_vc1.1_LOC5504763	Nvec_vc1.1_XM_032373099			LOC5504763			NA
Fox_pos_R1.mLb.clN_peak_7138	NC_064039.1	17069364	17070560	+	3569	NA	promoter-TSS (Nvec_vc1.1_LOC5506336)	-promoter-TSS (Nvec_vc1.1_LOC5506336)	-329	Nvec_vc1.1_LOC5506336	Nvec_vc1.1_LOC5506336	Nvec_vc1.1_XM_048729159			LOC5506336			NA
Fox_pos_R1.mLb.clN_peak_10274	NC_064043.1	4969796	4970664	+	3557	NA	promoter-TSS (Nvec_vc1.1_LOC5506075)	-promoter-TSS (Nvec_vc1.1_LOC5506075)	4	Nvec_vc1.1_LOC5506072	Nvec_vc1.1_LOC5506072	Nvec_vc1.1_XM_032374401			LOC5506072			NA
Fox_pos_R1.mLb.clN_peak_10474	NC_064043.1	7994497	7995383	+	3556	NA	promoter-TSS (Nvec_vc1.1_LOC5521895)	-promoter-TSS (Nvec_vc1.1_LOC5521895)	-144	Nvec_vc1.1_LOC5521895	Nvec_vc1.1_LOC5521895	Nvec_vc1.1_XM_001641608			LOC5521895			NA
Fox_pos_R1.mLb.clN_peak_11401	NC_064044.1	8748849	8749602	+	3546	NA	promoter-TSS (Nvec_vc1.1_LOC5508651)	-promoter-TSS (Nvec_vc1.1_LOC5508651)	-33	Nvec_vc1.1_LOC5508662	Nvec_vc1.1_LOC5508662	Nvec_vc1.1_XM_032377439			LOC5508662			NA
Fox_pos_R1.mLb.clN_peak_313	NC_064034.1	5114009	5115299	+	3543	NA	promoter-TSS (Nvec_vc1.1_LOC5510684)	-promoter-TSS (Nvec_vc1.1_LOC5510684)	-188	Nvec_vc1.1_LOC5510684	Nvec_vc1.1_LOC5510684	Nvec_vc1.1_XM_001631060			LOC5510684			NA
Fox_pos_R1.mLb.clN_peak_5715	NC_064038.1	10859285	10860176	+	3538	NA	promoter-TSS (Nvec_vc1.1_LOC5517670)	-promoter-TSS (Nvec_vc1.1_LOC5517670)	-14	Nvec_vc1.1_LOC5517670	Nvec_vc1.1_LOC5517670	Nvec_vc1.1_XM_001637562			LOC5517670			NA
Fox_pos_R1.mLb.clN_peak_784	NC_064034.1	13088148	13089751	+	3537	NA	promoter-TSS (Nvec_vc1.1_LOC116620124)	-promoter-TSS (Nvec_vc1.1_LOC116620124)	-488	Nvec_vc1.1_LOC116620124	Nvec_vc1.1_LOC116620124	Nvec_vc1.1_XM_032385706			LOC116620124			NA
Fox_pos_R1.mLb.clN_peak_5257	NC_064038.1	3359427	3361016	+	3536	NA	promoter-TSS (Nvec_vc1.1_LOC5501794)	-promoter-TSS (Nvec_vc1.1_LOC5501794)	-140	Nvec_vc1.1_LOC5501794	Nvec_vc1.1_LOC5501794	Nvec_vc1.1_XM_001623004			LOC5501794			NA
Fox_pos_R1.mLb.clN_peak_2195	NC_064035.1	14508994	14510134	+	3534	NA	promoter-TSS (Nvec_vc1.1_LOC5521716)	-promoter-TSS (Nvec_vc1.1_LOC5521716)	-85	Nvec_vc1.1_LOC5521716	Nvec_vc1.1_LOC5521716	Nvec_vc1.1_XM_032367051			LOC5521716			NA
Fox_pos_R1.mLb.clN_peak_187	NC_064034.1	3449300	3450260	+	3533	NA	TTS (Nvec_vc1.1_LOC116612486)	-TTS (Nvec_vc1.1_LOC116612486)	375	Nvec_vc1.1_LOC5504884	Nvec_vc1.1_LOC5504884	Nvec_vc1.1_XM_001625700			LOC5504884			NA
Fox_pos_R1.mLb.clN_peak_13753	NC_064047.1	3550441	3551601	+	3532	NA	promoter-TSS (Nvec_vc1.1_LOC116609997)	-promoter-TSS (Nvec_vc1.1_LOC116609997)	8	Nvec_vc1.1_LOC116609997	Nvec_vc1.1_LOC116609997	Nvec_vc1.1_XM_032370799			LOC116609997			NA
Fox_pos_R1.mLb.clN_peak_2152	NC_064035.1	13500110	13500966	+	3529	NA	promoter-TSS (Nvec_vc1.1_LOC5521777)	-promoter-TSS (Nvec_vc1.1_LOC5521777)	-206	Nvec_vc1.1_LOC5521777	Nvec_vc1.1_LOC5521777	Nvec_vc1.1_XM_032366985			LOC5521777			NA
Fox_pos_R1.mLb.clN_peak_13084	NC_064046.1	6828739	6829569	+	3522	NA	Intergenic	Intergenic	25363	Nvec_vc1.1_LOC116617388	Nvec_vc1.1_LOC116617388	Nvec_vc1.1_XM_048720998			LOC116617388			NA
Fox_pos_R1.mLb.clN_peak_2603	NC_064035.1	20696408	20697284	+	3518	NA	promoter-TSS (Nvec_vc1.1_LOC5504108)	-promoter-TSS (Nvec_vc1.1_LOC5504108)	-367	Nvec_vc1.1_LOC5504108	Nvec_vc1.1_LOC5504108	Nvec_vc1.1_XM_032372377			LOC5504108			NA
Fox_pos_R1.mLb.clN_peak_9536	NC_064042.1	8767135	8768594	+	3509	NA	promoter-TSS (Nvec_vc1.1_LOC5515391)	-promoter-TSS (Nvec_vc1.1_LOC5515391)	-232	Nvec_vc1.1_LOC5515391	Nvec_vc1.1_LOC5515391	Nvec_vc1.1_XM_032385153			LOC5515391			NA
Fox_pos_R1.mLb.clN_peak_4092	NC_064037.1	2481947	2482700	+	3507	NA	exon (Nvec_vc1.1_LOC5511558, exon 1 of 14)	-exon (Nvec_vc1.1_LOC5511558, exon 1 of 14)	130	Nvec_vc1.1_LOC5511558	Nvec_vc1.1_LOC5511558	Nvec_vc1.1_XM_001631892			LOC5511558			NA
Fox_pos_R1.mLb.clN_peak_13067	NC_064046.1	6531403	6532026	+	3497	NA	exon (Nvec_vc1.1_LOC5518008, exon 1 of 16)	-exon (Nvec_vc1.1_LOC5518008, exon 1 of 16)	338	Nvec_vc1.1_LOC5518008	Nvec_vc1.1_LOC5518008	Nvec_vc1.1_XM_001637985			LOC5518008			NA
Fox_pos_R1.mLb.clN_peak_6975	NC_064039.1	13964724	13965592	+	3495	NA	promoter-TSS (Nvec_vc1.1_LOC5507469)	-promoter-TSS (Nvec_vc1.1_LOC5507469)	39	Nvec_vc1.1_LOC5507483	Nvec_vc1.1_LOC5507483	Nvec_vc1.1_XM_032376108			LOC5507483			NA
Fox_pos_R1.mLb.clN_peak_9900	NC_064042.1	14907559	14909045	+	3495	NA	promoter-TSS (Nvec_vc1.1_LOC5507926)	-promoter-TSS (Nvec_vc1.1_LOC5507926)	-301	Nvec_vc1.1_LOC5507926	Nvec_vc1.1_LOC5507926	Nvec_vc1.1_XM_032376646			LOC5507926			NA
Fox_pos_R1.mLb.clN_peak_12660	NC_064046.1	447682	448992	+	3494	NA	promoter-TSS (Nvec_vc1.1_LOC5521472)	-promoter-TSS (Nvec_vc1.1_LOC5521472)	-119	Nvec_vc1.1_LOC5521472	Nvec_vc1.1_LOC5521472	Nvec_vc1.1_XM_032366610			LOC5521472			NA
Fox_pos_R1.mLb.clN_peak_7707	NC_064040.1	9448888	9449867	+	3489	NA	promoter-TSS (Nvec_vc1.1_LOC5504170)	-promoter-TSS (Nvec_vc1.1_LOC5504170)	-113	Nvec_vc1.1_LOC5504182	Nvec_vc1.1_LOC5504182	Nvec_vc1.1_XM_001625062			LOC5504182			NA
Fox_pos_R1.mLb.clN_peak_8882	NC_064041.1	14792711	14794071	+	3487	NA	promoter-TSS (Nvec_vc1.1_LOC116617180)	-promoter-TSS (Nvec_vc1.1_LOC116617180)	-254	Nvec_vc1.1_LOC116617180	Nvec_vc1.1_LOC116617180	Nvec_vc1.1_XM_032379646			LOC116617180			NA
Fox_pos_R1.mLb.clN_peak_10446	NC_064043.1	7574984	7575947	+	3474	NA	promoter-TSS (Nvec_vc1.1_LOC5521910)	-promoter-TSS (Nvec_vc1.1_LOC5521910)	-194	Nvec_vc1.1_LOC5521910	Nvec_vc1.1_LOC5521910	Nvec_vc1.1_XM_001641744			LOC5521910			NA
Fox_pos_R1.mLb.clN_peak_5445	NC_064038.1	6254647	6255718	+	3463	NA	promoter-TSS (Nvec_vc1.1_LOC5513196)	-promoter-TSS (Nvec_vc1.1_LOC5513196)	-77	Nvec_vc1.1_LOC116617606	Nvec_vc1.1_LOC116617606	Nvec_vc1.1_XM_048727519			LOC116617606			NA
Fox_pos_R1.mLb.clN_peak_8155	NC_064040.1	16920635	16921816	+	3455	NA	promoter-TSS (Nvec_NVE758)	-promoter-TSS (Nvec_NVE758)	-57	Nvec_NVE758	Nvec_NVE758	Nvec_NVE758						NA
Fox_pos_R1.mLb.clN_peak_14467	NC_064048.1	3457074	3458099	+	3450	NA	promoter-TSS (Nvec_vc1.1_LOC5515620)	-promoter-TSS (Nvec_vc1.1_LOC5515620)	-52	Nvec_vc1.1_LOC5515607	Nvec_vc1.1_LOC5515607	Nvec_vc1.1_XM_032385387			LOC5515607			NA
Fox_pos_R1.mLb.clN_peak_12355	NC_064045.1	10796221	10797147	+	3446	NA	promoter-TSS (Nvec_vc1.1_LOC5506102)	-promoter-TSS (Nvec_vc1.1_LOC5506102)	-191	Nvec_vc1.1_LOC5506093	Nvec_vc1.1_LOC5506093	Nvec_vc1.1_XM_048719406			LOC5506093			NA
Fox_pos_R1.mLb.clN_peak_7666	NC_064040.1	8817116	8817752	+	3443	NA	promoter-TSS (Nvec_vc1.1_LOC116618583)	-promoter-TSS (Nvec_vc1.1_LOC116618583)	81	Nvec_vc1.1_LOC116618583	Nvec_vc1.1_LOC116618583	Nvec_vc1.1_XM_032382466			LOC116618583			NA
Fox_pos_R1.mLb.clN_peak_10947	NC_064043.1	14678877	14679336	+	3431	NA	promoter-TSS (Nvec_vc1.1_LOC5500559)	-promoter-TSS (Nvec_vc1.1_LOC5500559)	37	Nvec_vc1.1_LOC5500559	Nvec_vc1.1_LOC5500559	Nvec_vc1.1_XM_048733210			LOC5500559			NA
Fox_pos_R1.mLb.clN_peak_613	NC_064034.1	10358738	10359977	+	3427	NA	promoter-TSS (Nvec_NVE13257)	-promoter-TSS (Nvec_NVE13257)	-425	Nvec_NVE13257	Nvec_NVE13257	Nvec_NVE13257						NA
Fox_pos_R1.mLb.clN_peak_985	NC_064034.1	17340466	17341422	+	3418	NA	promoter-TSS (Nvec_vc1.1_LOC116614813)	-promoter-TSS (Nvec_vc1.1_LOC116614813)	-12	Nvec_vc1.1_LOC116614813	Nvec_vc1.1_LOC116614813	Nvec_vc1.1_XM_048730035			LOC116614813			NA
Fox_pos_R1.mLb.clN_peak_2961	NC_064036.1	4827632	4828531	+	3403	NA	promoter-TSS (Nvec_v1g207342)	-promoter-TSS (Nvec_v1g207342)	-159	Nvec_v1g207342	Nvec_v1g207342	Nvec_v1g207342						NA
Fox_pos_R1.mLb.clN_peak_922	NC_064034.1	16285086	16286881	+	3396	NA	promoter-TSS (Nvec_vc1.1_LOC5511120)	-promoter-TSS (Nvec_vc1.1_LOC5511120)	-588	Nvec_vc1.1_LOC5511120	Nvec_vc1.1_LOC5511120	Nvec_vc1.1_XM_001631478			LOC5511120			NA
Fox_pos_R1.mLb.clN_peak_11240	NC_064044.1	6135136	6135771	+	3393	NA	Intergenic	Intergenic	-12079	Nvec_v1g218116	Nvec_v1g218116	Nvec_v1g218116						NA
Fox_pos_R1.mLb.clN_peak_14719	NC_064048.1	7673651	7675253	+	3382	NA	promoter-TSS (Nvec_vc1.1_LOC5509879)	-promoter-TSS (Nvec_vc1.1_LOC5509879)	-339	Nvec_vc1.1_LOC5509879	Nvec_vc1.1_LOC5509879	Nvec_vc1.1_XM_001630308			LOC5509879			NA
Fox_pos_R1.mLb.clN_peak_6444	NC_064039.1	6057652	6058764	+	3382	NA	promoter-TSS (Nvec_vc1.1_LOC5521438)	-promoter-TSS (Nvec_vc1.1_LOC5521438)	-108	Nvec_vc1.1_LOC5521438	Nvec_vc1.1_LOC5521438	Nvec_vc1.1_XM_032366825			LOC5521438			NA
Fox_pos_R1.mLb.clN_peak_9153	NC_064042.1	2675336	2676516	+	3378	NA	promoter-TSS (Nvec_vc1.1_LOC5511664)	-promoter-TSS (Nvec_vc1.1_LOC5511664)	-109	Nvec_vc1.1_LOC5511664	Nvec_vc1.1_LOC5511664	Nvec_vc1.1_XM_001631958			LOC5511664			NA
Fox_pos_R1.mLb.clN_peak_12710	NC_064046.1	1244667	1245994	+	3375	NA	exon (Nvec_vc1.1_LOC5500515, exon 1 of 1)	-exon (Nvec_vc1.1_LOC5500515, exon 1 of 1)	362	Nvec_vc1.1_LOC5500515	Nvec_vc1.1_LOC5500515	Nvec_vc1.1_XM_032368922			LOC5500515			NA
Fox_pos_R1.mLb.clN_peak_10072	NC_064043.1	2473095	2474102	+	3367	NA	promoter-TSS (Nvec_vc1.1_LOC5516451)	-promoter-TSS (Nvec_vc1.1_LOC5516451)	-42	Nvec_vc1.1_LOC5516503	Nvec_vc1.1_LOC5516503	Nvec_vc1.1_XM_032386357			LOC5516503			NA
Fox_pos_R1.mLb.clN_peak_8205	NC_064041.1	572669	573684	+	3360	NA	promoter-TSS (Nvec_vc1.1_LOC5514134)	-promoter-TSS (Nvec_vc1.1_LOC5514134)	-149	Nvec_vc1.1_LOC5514116	Nvec_vc1.1_LOC5514116	Nvec_vc1.1_XM_032383724			LOC5514116			NA
Fox_pos_R1.mLb.clN_peak_11757	NC_064044.1	15884679	15885634	+	3354	NA	promoter-TSS (Nvec_vc1.1_LOC116612344)	-promoter-TSS (Nvec_vc1.1_LOC116612344)	-188	Nvec_vc1.1_LOC116612344	Nvec_vc1.1_LOC116612344	Nvec_vc1.1_XM_032372987			LOC116612344			NA
Fox_pos_R1.mLb.clN_peak_161	NC_064034.1	3165483	3166702	+	3353	NA	exon (Nvec_vc1.1_LOC5506254, exon 1 of 1)	-exon (Nvec_vc1.1_LOC5506254, exon 1 of 1)	2082	Nvec_vc1.1_LOC5506254	Nvec_vc1.1_LOC5506254	Nvec_vc1.1_XM_048724864			LOC5506254			NA
Fox_pos_R1.mLb.clN_peak_1259	NC_064034.1	21479046	21479917	+	3336	NA	promoter-TSS (Nvec_vc1.1_LOC5518300)	-promoter-TSS (Nvec_vc1.1_LOC5518300)	-17	Nvec_vc1.1_LOC5518300	Nvec_vc1.1_LOC5518300	Nvec_vc1.1_XM_032362911			LOC5518300			NA
Fox_pos_R1.mLb.clN_peak_9457	NC_064042.1	7543599	7544413	+	3321	NA	promoter-TSS (Nvec_vc1.1_LOC5518158)	-promoter-TSS (Nvec_vc1.1_LOC5518158)	-115	Nvec_vc1.1_LOC5518158	Nvec_vc1.1_LOC5518158	Nvec_vc1.1_XM_032362787			LOC5518158			NA
Fox_pos_R1.mLb.clN_peak_5650	NC_064038.1	9823598	9824249	+	3321	NA	promoter-TSS (Nvec_vc1.1_LOC5508727)	-promoter-TSS (Nvec_vc1.1_LOC5508727)	-67	Nvec_vc1.1_LOC5508727	Nvec_vc1.1_LOC5508727	Nvec_vc1.1_XM_001629254			LOC5508727			NA
Fox_pos_R1.mLb.clN_peak_11077	NC_064044.1	3082711	3083785	+	3320	NA	promoter-TSS (Nvec_vc1.1_LOC5501284)	-promoter-TSS (Nvec_vc1.1_LOC5501284)	41	Nvec_vc1.1_LOC5501284	Nvec_vc1.1_LOC5501284	Nvec_vc1.1_XM_001622544			LOC5501284			NA
Fox_pos_R1.mLb.clN_peak_4950	NC_064037.1	15324475	15325899	+	3315	NA	exon (Nvec_vc1.1_LOC5502242, exon 1 of 2)	-exon (Nvec_vc1.1_LOC5502242, exon 1 of 2)	123	Nvec_vc1.1_LOC5502242	Nvec_vc1.1_LOC5502242	Nvec_vc1.1_XM_048726624			LOC5502242			NA
Fox_pos_R1.mLb.clN_peak_5524	NC_064038.1	7764067	7764970	+	3314	NA	promoter-TSS (Nvec_vc1.1_LOC5505740)	-promoter-TSS (Nvec_vc1.1_LOC5505740)	4	Nvec_vc1.1_LOC5505728	Nvec_vc1.1_LOC5505728	Nvec_vc1.1_XM_001626453			LOC5505728			NA
Fox_pos_R1.mLb.clN_peak_14076	NC_064047.1	9692310	9693266	+	3311	NA	promoter-TSS (Nvec_vc1.1_LOC5510329)	-promoter-TSS (Nvec_vc1.1_LOC5510329)	-187	Nvec_vc1.1_LOC5510329	Nvec_vc1.1_LOC5510329	Nvec_vc1.1_XM_001630732			LOC5510329			NA
Fox_pos_R1.mLb.clN_peak_14353	NC_064048.1	1451887	1452687	+	3306	NA	promoter-TSS (Nvec_vc1.1_LOC5508260)	-promoter-TSS (Nvec_vc1.1_LOC5508260)	53	Nvec_vc1.1_LOC5508260	Nvec_vc1.1_LOC5508260	Nvec_vc1.1_XM_048722500			LOC5508260			NA
Fox_pos_R1.mLb.clN_peak_11946	NC_064045.1	3840302	3841220	+	3303	NA	promoter-TSS (Nvec_vc1.1_LOC116609751)	-promoter-TSS (Nvec_vc1.1_LOC116609751)	-62	Nvec_vc1.1_LOC116609751	Nvec_vc1.1_LOC116609751	Nvec_vc1.1_XM_048719697			LOC116609751			NA
Fox_pos_R1.mLb.clN_peak_8706	NC_064041.1	11291674	11292791	+	3297	NA	promoter-TSS (Nvec_vc1.1_LOC5515345)	-promoter-TSS (Nvec_vc1.1_LOC5515345)	37	Nvec_vc1.1_LOC5515345	Nvec_vc1.1_LOC5515345	Nvec_vc1.1_XM_048731523			LOC5515345			NA
Fox_pos_R1.mLb.clN_peak_13817	NC_064047.1	4722547	4723259	+	3296	NA	TTS (Nvec_vc1.1_LOC5503466)	-TTS (Nvec_vc1.1_LOC5503466)	390	Nvec_vc1.1_LOC5503459	Nvec_vc1.1_LOC5503459	Nvec_vc1.1_XM_032371826			LOC5503459			NA
Fox_pos_R1.mLb.clN_peak_14229	NC_064047.1	13135496	13136479	+	3296	NA	promoter-TSS (Nvec_vc1.1_LOC5503079)	-promoter-TSS (Nvec_vc1.1_LOC5503079)	-70	Nvec_vc1.1_LOC5503079	Nvec_vc1.1_LOC5503079	Nvec_vc1.1_XM_032371359			LOC5503079			NA
Fox_pos_R1.mLb.clN_peak_2059	NC_064035.1	12219476	12220378	+	3289	NA	promoter-TSS (Nvec_vc1.1_LOC5514086)	-promoter-TSS (Nvec_vc1.1_LOC5514086)	-10	Nvec_vc1.1_LOC5514045	Nvec_vc1.1_LOC5514045	Nvec_vc1.1_XM_048721137			LOC5514045			NA
Fox_pos_R1.mLb.clN_peak_2001	NC_064035.1	11211298	11212405	+	3278	NA	promoter-TSS (Nvec_vc1.1_LOC5521132)	-promoter-TSS (Nvec_vc1.1_LOC5521132)	-148	Nvec_vc1.1_LOC5521132	Nvec_vc1.1_LOC5521132	Nvec_vc1.1_XM_001640882			LOC5521132			NA
Fox_pos_R1.mLb.clN_peak_11736	NC_064044.1	15442911	15443705	+	3273	NA	exon (Nvec_vc1.1_LOC116614665, exon 4 of 6)	-exon (Nvec_vc1.1_LOC116614665, exon 4 of 6)	14667	Nvec_vc1.1_LOC116614665	Nvec_vc1.1_LOC116614665	Nvec_vc1.1_XM_032375896			LOC116614665			NA
Fox_pos_R1.mLb.clN_peak_3881	NC_064036.1	18362053	18363004	+	3273	NA	promoter-TSS (Nvec_vc1.1_LOC5509345)	-promoter-TSS (Nvec_vc1.1_LOC5509345)	-48	Nvec_vc1.1_LOC5509345	Nvec_vc1.1_LOC5509345	Nvec_vc1.1_XM_001629850			LOC5509345			NA
Fox_pos_R1.mLb.clN_peak_10839	NC_064043.1	13329329	13330144	+	3272	NA	promoter-TSS (Nvec_v1g236959)	-promoter-TSS (Nvec_v1g236959)	40	Nvec_vc1.1_LOC5512489	Nvec_vc1.1_LOC5512489	Nvec_vc1.1_XM_032381946			LOC5512489			NA
Fox_pos_R1.mLb.clN_peak_919	NC_064034.1	16195246	16196230	+	3264	NA	promoter-TSS (Nvec_v1g187390)	-promoter-TSS (Nvec_v1g187390)	175	Nvec_vc1.1_LOC5511127	Nvec_vc1.1_LOC5511127	Nvec_vc1.1_XM_048729009			LOC5511127			NA
Fox_pos_R1.mLb.clN_peak_1313	NC_064034.1	22161205	22163097	+	3257	NA	Intergenic	Intergenic	1882	Nvec_v1g223461	Nvec_v1g223461	Nvec_v1g223461						NA
Fox_pos_R1.mLb.clN_peak_4827	NC_064037.1	13354719	13355753	+	3254	NA	promoter-TSS (Nvec_vc1.1_LOC5511049)	-promoter-TSS (Nvec_vc1.1_LOC5511049)	131	Nvec_vc1.1_LOC125556776	Nvec_vc1.1_LOC125556776	Nvec_vc1.1_XM_048726936			LOC125556776			NA
Fox_pos_R1.mLb.clN_peak_14033	NC_064047.1	9018969	9019955	+	3249	NA	promoter-TSS (Nvec_vc1.1_LOC5509924)	-promoter-TSS (Nvec_vc1.1_LOC5509924)	-41	Nvec_vc1.1_LOC5509924	Nvec_vc1.1_LOC5509924	Nvec_vc1.1_XM_001630363			LOC5509924			NA
Fox_pos_R1.mLb.clN_peak_1409	NC_064035.1	2439965	2441555	+	3242	NA	promoter-TSS (Nvec_vc1.1_LOC5515560)	-promoter-TSS (Nvec_vc1.1_LOC5515560)	-32	Nvec_vc1.1_LOC5515560	Nvec_vc1.1_LOC5515560	Nvec_vc1.1_XM_032385281			LOC5515560			NA
Fox_pos_R1.mLb.clN_peak_12520	NC_064045.1	13622830	13623887	+	3242	NA	promoter-TSS (Nvec_vc1.1_LOC5520158)	-promoter-TSS (Nvec_vc1.1_LOC5520158)	-101	Nvec_vc1.1_LOC5520158	Nvec_vc1.1_LOC5520158	Nvec_vc1.1_XM_001640033			LOC5520158			NA
Fox_pos_R1.mLb.clN_peak_11115	NC_064044.1	3591029	3591885	+	3237	NA	promoter-TSS (Nvec_vc1.1_LOC5502082)	-promoter-TSS (Nvec_vc1.1_LOC5502082)	1	Nvec_vc1.1_LOC5502087	Nvec_vc1.1_LOC5502087	Nvec_vc1.1_XM_032370355			LOC5502087			NA
Fox_pos_R1.mLb.clN_peak_9959	NC_064042.1	15911401	15912564	+	3236	NA	intron (Nvec_vc1.1_LOC5502910, intron 1 of 9)	-intron (Nvec_vc1.1_LOC5502910, intron 1 of 9)	6575	Nvec_vc1.1_LOC5502910	Nvec_vc1.1_LOC5502910	Nvec_vc1.1_XM_048732635			LOC5502910			NA
