PeakID (cmd=annotatePeaks.pl Ncol_pos_R3.mLb.clN_peaks.narrowPeak GCF_932526225.1_jaNemVect1.1_genomic.fna -gid -gtf Nvec_v4_merged_annotation_sort.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
Ncol_pos_R3.mLb.clN_peak_9483	NC_064041.1	10435593	10436664	+	3364	NA	promoter-TSS (Nvec_vc1.1_LOC116611686)	-promoter-TSS (Nvec_vc1.1_LOC116611686)	-726	Nvec_vc1.1_LOC116611686	Nvec_vc1.1_LOC116611686	Nvec_vc1.1_XM_048731157			LOC116611686			NA
Ncol_pos_R3.mLb.clN_peak_10816	NC_064042.1	16007291	16008068	+	3347	NA	promoter-TSS (Nvec_vc1.1_LOC5502904)	-promoter-TSS (Nvec_vc1.1_LOC5502904)	90	Nvec_vc1.1_LOC116610363	Nvec_vc1.1_LOC116610363	Nvec_vc1.1_XM_048732322			LOC116610363			NA
Ncol_pos_R3.mLb.clN_peak_4930	NC_064037.1	8018031	8019261	+	3336	NA	promoter-TSS (Nvec_vc1.1_LOC5519648)	-promoter-TSS (Nvec_vc1.1_LOC5519648)	-358	Nvec_vc1.1_LOC5519648	Nvec_vc1.1_LOC5519648	Nvec_vc1.1_XM_001639477			LOC5519648			NA
Ncol_pos_R3.mLb.clN_peak_7306	NC_064039.1	9732277	9733494	+	3325	NA	intron (Nvec_vc1.1_LOC5519794, intron 15 of 22)	-intron (Nvec_vc1.1_LOC5519794, intron 15 of 22)	-7962	Nvec_vc1.1_LOC5519795	Nvec_vc1.1_LOC5519795	Nvec_vc1.1_XM_032364830			LOC5519795			NA
Ncol_pos_R3.mLb.clN_peak_394	NC_064034.1	6423124	6424092	+	3324	NA	promoter-TSS (Nvec_vc1.1_LOC5519119)	-promoter-TSS (Nvec_vc1.1_LOC5519119)	-54	Nvec_vc1.1_LOC5519118	Nvec_vc1.1_LOC5519118	Nvec_vc1.1_XM_032363785			LOC5519118			NA
Ncol_pos_R3.mLb.clN_peak_11927	NC_064043.1	15592714	15593440	+	3310	NA	promoter-TSS (Nvec_vc1.1_LOC5512222)	-promoter-TSS (Nvec_vc1.1_LOC5512222)	-85	Nvec_vc1.1_LOC5512222	Nvec_vc1.1_LOC5512222	Nvec_vc1.1_XM_001632516			LOC5512222			NA
Ncol_pos_R3.mLb.clN_peak_15190	NC_064047.1	9692310	9693720	+	3304	NA	promoter-TSS (Nvec_vc1.1_LOC5510329)	-promoter-TSS (Nvec_vc1.1_LOC5510329)	40	Nvec_vc1.1_LOC5510329	Nvec_vc1.1_LOC5510329	Nvec_vc1.1_XM_001630732			LOC5510329			NA
Ncol_pos_R3.mLb.clN_peak_7959	NC_064040.1	3666748	3667437	+	3275	NA	promoter-TSS (Nvec_vc1.1_LOC5514912)	-promoter-TSS (Nvec_vc1.1_LOC5514912)	-65	Nvec_vc1.1_LOC5514953	Nvec_vc1.1_LOC5514953	Nvec_vc1.1_XM_032384571			LOC5514953			NA
Ncol_pos_R3.mLb.clN_peak_1135	NC_064034.1	17946663	17947543	+	3270	NA	promoter-TSS (Nvec_vc1.1_LOC5514416)	-promoter-TSS (Nvec_vc1.1_LOC5514416)	-165	Nvec_vc1.1_LOC5514416	Nvec_vc1.1_LOC5514416	Nvec_vc1.1_XM_001634549			LOC5514416			NA
Ncol_pos_R3.mLb.clN_peak_5962	NC_064038.1	6459232	6460643	+	3247	NA	promoter-TSS (Nvec_vc1.1_LOC5503039)	-promoter-TSS (Nvec_vc1.1_LOC5503039)	199	Nvec_NVE14765	Nvec_NVE14765	Nvec_NVE14765						NA
Ncol_pos_R3.mLb.clN_peak_8378	NC_064040.1	8816990	8817711	+	3239	NA	promoter-TSS (Nvec_vc1.1_LOC116618583)	-promoter-TSS (Nvec_vc1.1_LOC116618583)	-3	Nvec_vc1.1_LOC116618583	Nvec_vc1.1_LOC116618583	Nvec_vc1.1_XM_032382466			LOC116618583			NA
Ncol_pos_R3.mLb.clN_peak_3595	NC_064036.1	9056398	9057893	+	3231	NA	exon (Nvec_vc1.1_LOC5512103, exon 1 of 1)	-exon (Nvec_vc1.1_LOC5512103, exon 1 of 1)	238	Nvec_vc1.1_LOC5512103	Nvec_vc1.1_LOC5512103	Nvec_vc1.1_XM_001632402			LOC5512103			NA
Ncol_pos_R3.mLb.clN_peak_14173	NC_064046.1	7183978	7184763	+	3227	NA	promoter-TSS (Nvec_vc1.1_LOC5510882)	-promoter-TSS (Nvec_vc1.1_LOC5510882)	-135	Nvec_vc1.1_LOC5510882	Nvec_vc1.1_LOC5510882	Nvec_vc1.1_XM_032380093			LOC5510882			NA
Ncol_pos_R3.mLb.clN_peak_4215	NC_064036.1	17702849	17703755	+	3209	NA	promoter-TSS (Nvec_vc1.1_LOC5506531)	-promoter-TSS (Nvec_vc1.1_LOC5506531)	-64	Nvec_vc1.1_LOC5500366	Nvec_vc1.1_LOC5500366	Nvec_vc1.1_XM_048724800			LOC5500366			NA
Ncol_pos_R3.mLb.clN_peak_10345	NC_064042.1	7543619	7544439	+	3205	NA	promoter-TSS (Nvec_vc1.1_LOC5518158)	-promoter-TSS (Nvec_vc1.1_LOC5518158)	-92	Nvec_vc1.1_LOC5518158	Nvec_vc1.1_LOC5518158	Nvec_vc1.1_XM_032362787			LOC5518158			NA
Ncol_pos_R3.mLb.clN_peak_5861	NC_064038.1	4881768	4882470	+	3184	NA	promoter-TSS (Nvec_vc1.1_LOC5509169)	-promoter-TSS (Nvec_vc1.1_LOC5509169)	60	Nvec_vc1.1_LOC5509169	Nvec_vc1.1_LOC5509169	Nvec_vc1.1_XM_032378043			LOC5509169			NA
Ncol_pos_R3.mLb.clN_peak_11286	NC_064043.1	7074634	7077130	+	3184	NA	promoter-TSS (Nvec_vc1.1_LOC5522048)	-promoter-TSS (Nvec_vc1.1_LOC5522048)	-823	Nvec_vc1.1_LOC5522048	Nvec_vc1.1_LOC5522048	Nvec_vc1.1_XM_001641643			LOC5522048			NA
Ncol_pos_R3.mLb.clN_peak_11067	NC_064043.1	4042672	4043655	+	3183	NA	promoter-TSS (Nvec_vc1.1_LOC5504529)	-promoter-TSS (Nvec_vc1.1_LOC5504529)	123	Nvec_vc1.1_LOC5504549	Nvec_vc1.1_LOC5504549	Nvec_vc1.1_XM_001625378			LOC5504549			NA
Ncol_pos_R3.mLb.clN_peak_2602	NC_064035.1	16510869	16511715	+	3182	NA	promoter-TSS (Nvec_vc1.1_LOC5515716)	-promoter-TSS (Nvec_vc1.1_LOC5515716)	-118	Nvec_vc1.1_LOC5515715	Nvec_vc1.1_LOC5515715	Nvec_vc1.1_XM_032385514			LOC5515715			NA
Ncol_pos_R3.mLb.clN_peak_621	NC_064034.1	9484791	9485408	+	3171	NA	promoter-TSS (Nvec_vc1.1_LOC5520421)	-promoter-TSS (Nvec_vc1.1_LOC5520421)	-53	Nvec_vc1.1_LOC5520421	Nvec_vc1.1_LOC5520421	Nvec_vc1.1_XM_001640122			LOC5520421			NA
Ncol_pos_R3.mLb.clN_peak_12645	NC_064044.1	12852675	12853542	+	3171	NA	Intergenic	Intergenic	-7077	Nvec_NVE25375	Nvec_NVE25375	Nvec_NVE25375						NA
Ncol_pos_R3.mLb.clN_peak_10195	NC_064042.1	5381354	5382168	+	3169	NA	promoter-TSS (Nvec_vc1.1_LOC5504892)	-promoter-TSS (Nvec_vc1.1_LOC5504892)	-116	Nvec_vc1.1_LOC5504892	Nvec_vc1.1_LOC5504892	Nvec_vc1.1_XM_001625714			LOC5504892			NA
Ncol_pos_R3.mLb.clN_peak_15117	NC_064047.1	8441221	8442882	+	3138	NA	promoter-TSS (Nvec_vc1.1_LOC5510461)	-promoter-TSS (Nvec_vc1.1_LOC5510461)	312	Nvec_vc1.1_LOC5510446	Nvec_vc1.1_LOC5510446	Nvec_vc1.1_XM_048722183			LOC5510446			NA
Ncol_pos_R3.mLb.clN_peak_1246	NC_064034.1	19478017	19478766	+	3136	NA	promoter-TSS (Nvec_vc1.1_LOC5507670)	-promoter-TSS (Nvec_vc1.1_LOC5507670)	74	Nvec_vc1.1_LOC5507658	Nvec_vc1.1_LOC5507658	Nvec_vc1.1_XM_032376380			LOC5507658			NA
Ncol_pos_R3.mLb.clN_peak_7792	NC_064039.1	17069565	17070574	+	3129	NA	promoter-TSS (Nvec_vc1.1_LOC5506336)	-promoter-TSS (Nvec_vc1.1_LOC5506336)	-222	Nvec_vc1.1_LOC5506336	Nvec_vc1.1_LOC5506336	Nvec_vc1.1_XM_048729159			LOC5506336			NA
Ncol_pos_R3.mLb.clN_peak_1440	NC_064035.1	1250238	1250802	+	3127	NA	promoter-TSS (Nvec_vc1.1_LOC5509121)	-promoter-TSS (Nvec_vc1.1_LOC5509121)	-24	Nvec_vc1.1_LOC5509139	Nvec_vc1.1_LOC5509139	Nvec_vc1.1_XM_001629629			LOC5509139			NA
Ncol_pos_R3.mLb.clN_peak_13772	NC_064046.1	1084010	1084874	+	3126	NA	promoter-TSS (Nvec_vc1.1_LOC116604379)	-promoter-TSS (Nvec_vc1.1_LOC116604379)	7	Nvec_vc1.1_LOC116604379	Nvec_vc1.1_LOC116604379	Nvec_vc1.1_XM_032366655			LOC116604379			NA
Ncol_pos_R3.mLb.clN_peak_11932	NC_064043.1	15706311	15706829	+	3122	NA	promoter-TSS (Nvec_vc1.1_LOC5512210)	-promoter-TSS (Nvec_vc1.1_LOC5512210)	-201	Nvec_vc1.1_LOC5512216	Nvec_vc1.1_LOC5512216	Nvec_vc1.1_XM_048733187			LOC5512216			NA
Ncol_pos_R3.mLb.clN_peak_11753	NC_064043.1	13313587	13314378	+	3120	NA	promoter-TSS (Nvec_vc1.1_LOC5512485)	-promoter-TSS (Nvec_vc1.1_LOC5512485)	67	Nvec_vc1.1_LOC5512485	Nvec_vc1.1_LOC5512485	Nvec_vc1.1_XM_032381914			LOC5512485			NA
Ncol_pos_R3.mLb.clN_peak_15537	NC_064048.1	2634855	2635663	+	3117	NA	intron (Nvec_vc1.1_LOC5510798, intron 2 of 25)	-intron (Nvec_vc1.1_LOC5510798, intron 2 of 25)	11007	Nvec_vc1.1_LOC5510798	Nvec_vc1.1_LOC5510798	Nvec_vc1.1_XM_048722710			LOC5510798			NA
Ncol_pos_R3.mLb.clN_peak_9455	NC_064041.1	9564649	9565483	+	3093	NA	promoter-TSS (Nvec_vc1.1_LOC5519356)	-promoter-TSS (Nvec_vc1.1_LOC5519356)	41	Nvec_vc1.1_LOC5519356	Nvec_vc1.1_LOC5519356	Nvec_vc1.1_XM_032364166			LOC5519356			NA
Ncol_pos_R3.mLb.clN_peak_6166	NC_064038.1	9679083	9680136	+	3091	NA	promoter-TSS (Nvec_vc1.1_LOC5508710)	-promoter-TSS (Nvec_vc1.1_LOC5508710)	-72	Nvec_vc1.1_LOC5508710	Nvec_vc1.1_LOC5508710	Nvec_vc1.1_XM_032377509			LOC5508710			NA
Ncol_pos_R3.mLb.clN_peak_15602	NC_064048.1	3986238	3987315	+	3087	NA	promoter-TSS (Nvec_vc1.1_LOC5515672)	-promoter-TSS (Nvec_vc1.1_LOC5515672)	98	Nvec_vc1.1_LOC5496852	Nvec_vc1.1_LOC5496852	Nvec_vc1.1_XM_048722699			LOC5496852			NA
Ncol_pos_R3.mLb.clN_peak_2057	NC_064035.1	8892538	8894027	+	3086	NA	intron (Nvec_vc1.1_LOC5516839, intron 18 of 40)	-intron (Nvec_vc1.1_LOC5516839, intron 18 of 40)	12230	Nvec_vc1.1_LOC5516839	Nvec_vc1.1_LOC5516839	Nvec_vc1.1_XM_032386760			LOC5516839			NA
Ncol_pos_R3.mLb.clN_peak_4242	NC_064036.1	18214000	18214971	+	3086	NA	promoter-TSS (Nvec_vc1.1_LOC5509366)	-promoter-TSS (Nvec_vc1.1_LOC5509366)	-36	Nvec_vc1.1_LOC5509366	Nvec_vc1.1_LOC5509366	Nvec_vc1.1_XM_001629857			LOC5509366			NA
Ncol_pos_R3.mLb.clN_peak_7650	NC_064039.1	14373812	14374677	+	3080	NA	promoter-TSS (Nvec_vc1.1_LOC5515178)	-promoter-TSS (Nvec_vc1.1_LOC5515178)	-173	Nvec_vc1.1_LOC5515178	Nvec_vc1.1_LOC5515178	Nvec_vc1.1_XM_001635233			LOC5515178			NA
Ncol_pos_R3.mLb.clN_peak_4792	NC_064037.1	6205965	6207174	+	3074	NA	promoter-TSS (Nvec_vc1.1_LOC5509295)	-promoter-TSS (Nvec_vc1.1_LOC5509295)	-189	Nvec_vc1.1_LOC5509294	Nvec_vc1.1_LOC5509294	Nvec_vc1.1_XM_032378265			LOC5509294			NA
Ncol_pos_R3.mLb.clN_peak_5612	NC_064037.1	17947436	17948052	+	3072	NA	promoter-TSS (Nvec_vc1.1_LOC5503004)	-promoter-TSS (Nvec_vc1.1_LOC5503004)	-60	Nvec_vc1.1_LOC5503004	Nvec_vc1.1_LOC5503004	Nvec_vc1.1_XM_001624063			LOC5503004			NA
Ncol_pos_R3.mLb.clN_peak_13216	NC_064045.1	7646132	7647136	+	3060	NA	promoter-TSS (Nvec_v1g133209)	-promoter-TSS (Nvec_v1g133209)	39	Nvec_v1g133209	Nvec_v1g133209	Nvec_v1g133209						NA
Ncol_pos_R3.mLb.clN_peak_5927	NC_064038.1	5910187	5911434	+	3060	NA	intron (Nvec_vc1.1_LOC5511206, intron 2 of 3)	-intron (Nvec_vc1.1_LOC5511206, intron 2 of 3)	-2169	Nvec_vc1.1_LOC5511204	Nvec_vc1.1_LOC5511204	Nvec_vc1.1_XM_032380426			LOC5511204			NA
Ncol_pos_R3.mLb.clN_peak_1049	NC_064034.1	16518305	16518967	+	3052	NA	promoter-TSS (Nvec_vc1.1_LOC5511096)	-promoter-TSS (Nvec_vc1.1_LOC5511096)	-37	Nvec_vc1.1_LOC5511096	Nvec_vc1.1_LOC5511096	Nvec_vc1.1_XM_032380406			LOC5511096			NA
Ncol_pos_R3.mLb.clN_peak_11408	NC_064043.1	8756860	8757600	+	3050	NA	promoter-TSS (Nvec_vc1.1_LOC5513573)	-promoter-TSS (Nvec_vc1.1_LOC5513573)	-107	Nvec_vc1.1_LOC5513535	Nvec_vc1.1_LOC5513535	Nvec_vc1.1_XM_032383091			LOC5513535			NA
Ncol_pos_R3.mLb.clN_peak_6362	NC_064038.1	12931546	12932182	+	3046	NA	promoter-TSS (Nvec_vc1.1_LOC116614840)	-promoter-TSS (Nvec_vc1.1_LOC116614840)	-107	Nvec_vc1.1_LOC116614840	Nvec_vc1.1_LOC116614840	Nvec_vc1.1_XM_048727784			LOC116614840			NA
Ncol_pos_R3.mLb.clN_peak_14445	NC_064046.1	11733717	11734924	+	3035	NA	exon (Nvec_vc1.1_LOC116603322, exon 1 of 2)	-exon (Nvec_vc1.1_LOC116603322, exon 1 of 2)	696	Nvec_vc1.1_LOC116603322	Nvec_vc1.1_LOC116603322	Nvec_vc1.1_XM_032364381			LOC116603322			NA
Ncol_pos_R3.mLb.clN_peak_2251	NC_064035.1	11245717	11246472	+	3035	NA	promoter-TSS (Nvec_vc1.1_LOC5521131)	-promoter-TSS (Nvec_vc1.1_LOC5521131)	-325	Nvec_vc1.1_LOC5521131	Nvec_vc1.1_LOC5521131	Nvec_vc1.1_XM_032366255			LOC5521131			NA
Ncol_pos_R3.mLb.clN_peak_13783	NC_064046.1	1308853	1310332	+	3031	NA	exon (Nvec_NVE21171, exon 1 of 1)	-exon (Nvec_NVE21171, exon 1 of 1)	210	Nvec_NVE21171	Nvec_NVE21171	Nvec_NVE21171						NA
Ncol_pos_R3.mLb.clN_peak_4256	NC_064036.1	18362043	18362994	+	3028	NA	promoter-TSS (Nvec_vc1.1_LOC5509345)	-promoter-TSS (Nvec_vc1.1_LOC5509345)	-58	Nvec_vc1.1_LOC5509345	Nvec_vc1.1_LOC5509345	Nvec_vc1.1_XM_001629850			LOC5509345			NA
Ncol_pos_R3.mLb.clN_peak_3659	NC_064036.1	10063605	10065066	+	3024	NA	intron (Nvec_vc1.1_LOC5513278, intron 3 of 21)	-intron (Nvec_vc1.1_LOC5513278, intron 3 of 21)	16111	Nvec_vc1.1_LOC125561258	Nvec_vc1.1_LOC125561258	Nvec_vc1.1_XM_048725178			LOC125561258			NA
Ncol_pos_R3.mLb.clN_peak_14289	NC_064046.1	9031166	9031809	+	3020	NA	promoter-TSS (Nvec_vc1.1_LOC5518581)	-promoter-TSS (Nvec_vc1.1_LOC5518581)	-27	Nvec_vc1.1_LOC5518581	Nvec_vc1.1_LOC5518581	Nvec_vc1.1_XM_001638418			LOC5518581			NA
Ncol_pos_R3.mLb.clN_peak_8126	NC_064040.1	5750192	5751202	+	3018	NA	promoter-TSS (Nvec_vc1.1_LOC5520689)	-promoter-TSS (Nvec_vc1.1_LOC5520689)	-58	Nvec_vc1.1_LOC5520692	Nvec_vc1.1_LOC5520692	Nvec_vc1.1_XM_032365918			LOC5520692			NA
Ncol_pos_R3.mLb.clN_peak_977	NC_064034.1	15259315	15260420	+	3010	NA	promoter-TSS (Nvec_vc1.1_LOC116614105)	-promoter-TSS (Nvec_vc1.1_LOC116614105)	-150	Nvec_vc1.1_LOC5506311	Nvec_vc1.1_LOC5506311	Nvec_vc1.1_XM_032374705			LOC5506311			NA
Ncol_pos_R3.mLb.clN_peak_14143	NC_064046.1	6531404	6531838	+	3005	NA	exon (Nvec_vc1.1_LOC5518008, exon 1 of 16)	-exon (Nvec_vc1.1_LOC5518008, exon 1 of 16)	245	Nvec_vc1.1_LOC5518008	Nvec_vc1.1_LOC5518008	Nvec_vc1.1_XM_001637985			LOC5518008			NA
Ncol_pos_R3.mLb.clN_peak_11013	NC_064043.1	3410040	3410885	+	3001	NA	promoter-TSS (Nvec_vc1.1_LOC5516383)	-promoter-TSS (Nvec_vc1.1_LOC5516383)	-163	Nvec_vc1.1_LOC5516396	Nvec_vc1.1_LOC5516396	Nvec_vc1.1_XM_032386330			LOC5516396			NA
Ncol_pos_R3.mLb.clN_peak_11594	NC_064043.1	11171422	11172896	+	2998	NA	promoter-TSS (Nvec_v1g160811)	-promoter-TSS (Nvec_v1g160811)	-242	Nvec_vc1.1_LOC5519150	Nvec_vc1.1_LOC5519150	Nvec_vc1.1_XM_001639086			LOC5519150			NA
Ncol_pos_R3.mLb.clN_peak_1800	NC_064035.1	5539847	5540892	+	2992	NA	promoter-TSS (Nvec_NVE10576)	-promoter-TSS (Nvec_NVE10576)	124	Nvec_vc1.1_LOC5505214	Nvec_vc1.1_LOC5505214	Nvec_vc1.1_XM_032373624			LOC5505214			NA
Ncol_pos_R3.mLb.clN_peak_15678	NC_064048.1	5214658	5215930	+	2989	NA	exon (Nvec_vc1.1_LOC5522216, exon 1 of 3)	-exon (Nvec_vc1.1_LOC5522216, exon 1 of 3)	240	Nvec_vc1.1_LOC5522216	Nvec_vc1.1_LOC5522216	Nvec_vc1.1_XM_001642047			LOC5522216			NA
Ncol_pos_R3.mLb.clN_peak_13209	NC_064045.1	7269172	7270189	+	2984	NA	promoter-TSS (Nvec_vc1.1_LOC116611673)	-promoter-TSS (Nvec_vc1.1_LOC116611673)	13	Nvec_vc1.1_LOC116611673	Nvec_vc1.1_LOC116611673	Nvec_vc1.1_XM_032372114			LOC116611673			NA
Ncol_pos_R3.mLb.clN_peak_10042	NC_064042.1	2815667	2816225	+	2982	NA	promoter-TSS (Nvec_vc1.1_LOC5511619)	-promoter-TSS (Nvec_vc1.1_LOC5511619)	28	Nvec_vc1.1_LOC5511619	Nvec_vc1.1_LOC5511619	Nvec_vc1.1_XM_001631951			LOC5511619			NA
Ncol_pos_R3.mLb.clN_peak_7287	NC_064039.1	9547022	9548180	+	2980	NA	promoter-TSS (Nvec_vc1.1_LOC5519861)	-promoter-TSS (Nvec_vc1.1_LOC5519861)	-45	Nvec_vc1.1_LOC5519784	Nvec_vc1.1_LOC5519784	Nvec_vc1.1_XM_032364841			LOC5519784			NA
Ncol_pos_R3.mLb.clN_peak_5737	NC_064038.1	3359258	3360970	+	2951	NA	promoter-TSS (Nvec_vc1.1_LOC5501794)	-promoter-TSS (Nvec_vc1.1_LOC5501794)	-247	Nvec_vc1.1_LOC5501794	Nvec_vc1.1_LOC5501794	Nvec_vc1.1_XM_001623004			LOC5501794			NA
Ncol_pos_R3.mLb.clN_peak_11141	NC_064043.1	4969796	4970619	+	2949	NA	promoter-TSS (Nvec_vc1.1_LOC5506075)	-promoter-TSS (Nvec_vc1.1_LOC5506075)	27	Nvec_vc1.1_LOC5506072	Nvec_vc1.1_LOC5506072	Nvec_vc1.1_XM_032374401			LOC5506072			NA
Ncol_pos_R3.mLb.clN_peak_8385	NC_064040.1	8927144	8928297	+	2941	NA	Intergenic	Intergenic	-3661	Nvec_vc1.1_LOC5512968	Nvec_vc1.1_LOC5512968	Nvec_vc1.1_XM_001633221			LOC5512968			NA
Ncol_pos_R3.mLb.clN_peak_1214	NC_064034.1	19017436	19018281	+	2926	NA	promoter-TSS (Nvec_vc1.1_LOC5512307)	-promoter-TSS (Nvec_vc1.1_LOC5512307)	177	Nvec_vc1.1_LOC5512306	Nvec_vc1.1_LOC5512306	Nvec_vc1.1_XM_001632619			LOC5512306			NA
Ncol_pos_R3.mLb.clN_peak_15471	NC_064048.1	1691951	1692995	+	2926	NA	promoter-TSS (Nvec_vc1.1_LOC5508285)	-promoter-TSS (Nvec_vc1.1_LOC5508285)	-76	Nvec_vc1.1_LOC5508275	Nvec_vc1.1_LOC5508275	Nvec_vc1.1_XM_032377067			LOC5508275			NA
Ncol_pos_R3.mLb.clN_peak_14060	NC_064046.1	4886513	4887450	+	2926	NA	promoter-TSS (Nvec_vc1.1_LOC5518044)	-promoter-TSS (Nvec_vc1.1_LOC5518044)	-180	Nvec_vc1.1_LOC116601618	Nvec_vc1.1_LOC116601618	Nvec_vc1.1_XM_048720591			LOC116601618			NA
Ncol_pos_R3.mLb.clN_peak_7408	NC_064039.1	10894121	10895075	+	2920	NA	promoter-TSS (Nvec_NVE13432)	-promoter-TSS (Nvec_NVE13432)	-59	Nvec_vc1.1_LOC116611619	Nvec_vc1.1_LOC116611619	Nvec_vc1.1_XM_048728916			LOC116611619			NA
Ncol_pos_R3.mLb.clN_peak_15188	NC_064047.1	9664489	9665313	+	2919	NA	promoter-TSS (Nvec_vc1.1_LOC5500610)	-promoter-TSS (Nvec_vc1.1_LOC5500610)	92	Nvec_vc1.1_LOC5500608	Nvec_vc1.1_LOC5500608	Nvec_vc1.1_XM_048721900			LOC5500608			NA
Ncol_pos_R3.mLb.clN_peak_2071	NC_064035.1	9009092	9010346	+	2919	NA	promoter-TSS (Nvec_vc1.1_LOC5516843)	-promoter-TSS (Nvec_vc1.1_LOC5516843)	-208	Nvec_vc1.1_LOC5516843	Nvec_vc1.1_LOC5516843	Nvec_vc1.1_XM_048723331			LOC5516843			NA
Ncol_pos_R3.mLb.clN_peak_6867	NC_064039.1	4147357	4148795	+	2917	NA	promoter-TSS (Nvec_NVE15615)	-promoter-TSS (Nvec_NVE15615)	-398	Nvec_vc1.1_LOC5502643	Nvec_vc1.1_LOC5502643	Nvec_vc1.1_XM_001623756			LOC5502643			NA
Ncol_pos_R3.mLb.clN_peak_4419	NC_064037.1	1540689	1541767	+	2916	NA	promoter-TSS (Nvec_vc1.1_LOC5509226)	-promoter-TSS (Nvec_vc1.1_LOC5509226)	-139	Nvec_vc1.1_LOC5499345	Nvec_vc1.1_LOC5499345	Nvec_vc1.1_XM_048726694			LOC5499345			NA
Ncol_pos_R3.mLb.clN_peak_12291	NC_064044.1	7376257	7377113	+	2911	NA	exon (Nvec_vc1.1_LOC5518478, exon 1 of 5)	-exon (Nvec_vc1.1_LOC5518478, exon 1 of 5)	102	Nvec_vc1.1_LOC5518478	Nvec_vc1.1_LOC5518478	Nvec_vc1.1_XM_001638302			LOC5518478			NA
Ncol_pos_R3.mLb.clN_peak_12057	NC_064044.1	3591034	3591869	+	2908	NA	promoter-TSS (Nvec_vc1.1_LOC5502082)	-promoter-TSS (Nvec_vc1.1_LOC5502082)	7	Nvec_vc1.1_LOC5502087	Nvec_vc1.1_LOC5502087	Nvec_vc1.1_XM_032370355			LOC5502087			NA
Ncol_pos_R3.mLb.clN_peak_12641	NC_064044.1	12833000	12833752	+	2907	NA	promoter-TSS (Nvec_vc1.1_LOC5511797)	-promoter-TSS (Nvec_vc1.1_LOC5511797)	-123	Nvec_vc1.1_LOC116617959	Nvec_vc1.1_LOC116617959	Nvec_vc1.1_XM_032381197			LOC116617959			NA
Ncol_pos_R3.mLb.clN_peak_10632	NC_064042.1	12217018	12217776	+	2902	NA	promoter-TSS (Nvec_vc1.1_LOC5512348)	-promoter-TSS (Nvec_vc1.1_LOC5512348)	-117	Nvec_vc1.1_LOC5512368	Nvec_vc1.1_LOC5512368	Nvec_vc1.1_XM_048732521			LOC5512368			NA
Ncol_pos_R3.mLb.clN_peak_3064	NC_064036.1	1533462	1534926	+	2897	NA	promoter-TSS (Nvec_vc1.1_LOC5517049)	-promoter-TSS (Nvec_vc1.1_LOC5517049)	72	Nvec_vc1.1_LOC5517049	Nvec_vc1.1_LOC5517049	Nvec_vc1.1_XM_001636964			LOC5517049			NA
Ncol_pos_R3.mLb.clN_peak_4885	NC_064037.1	7493101	7494174	+	2896	NA	promoter-TSS (Nvec_vc1.1_LOC116603357)	-promoter-TSS (Nvec_vc1.1_LOC116603357)	-276	Nvec_vc1.1_LOC116603357	Nvec_vc1.1_LOC116603357	Nvec_vc1.1_XM_048727123			LOC116603357			NA
Ncol_pos_R3.mLb.clN_peak_14011	NC_064046.1	4241868	4242833	+	2890	NA	exon (Nvec_vc1.1_LOC5512246, exon 1 of 7)	-exon (Nvec_vc1.1_LOC5512246, exon 1 of 7)	157	Nvec_vc1.1_LOC5512246	Nvec_vc1.1_LOC5512246	Nvec_vc1.1_XM_048720568			LOC5512246			NA
Ncol_pos_R3.mLb.clN_peak_2497	NC_064035.1	15206637	15207659	+	2882	NA	promoter-TSS (Nvec_vc1.1_LOC5521849)	-promoter-TSS (Nvec_vc1.1_LOC5521849)	-118	Nvec_vc1.1_LOC5521849	Nvec_vc1.1_LOC5521849	Nvec_vc1.1_XM_032367083			LOC5521849			NA
Ncol_pos_R3.mLb.clN_peak_13717	NC_064046.1	362276	362874	+	2876	NA	Intergenic	Intergenic	14341	Nvec_vc1.1_LOC116601119	Nvec_vc1.1_LOC116601119	Nvec_vc1.1_XM_001622494			LOC116601119			NA
Ncol_pos_R3.mLb.clN_peak_2050	NC_064035.1	8860275	8861187	+	2873	NA	promoter-TSS (Nvec_vc1.1_LOC5516837)	-promoter-TSS (Nvec_vc1.1_LOC5516837)	-140	Nvec_vc1.1_LOC5516837	Nvec_vc1.1_LOC5516837	Nvec_vc1.1_XM_001636832			LOC5516837			NA
Ncol_pos_R3.mLb.clN_peak_4761	NC_064037.1	5836683	5837504	+	2865	NA	promoter-TSS (Nvec_vc1.1_LOC5509321)	-promoter-TSS (Nvec_vc1.1_LOC5509321)	-64	Nvec_vc1.1_LOC5509338	Nvec_vc1.1_LOC5509338	Nvec_vc1.1_XM_032378239			LOC5509338			NA
Ncol_pos_R3.mLb.clN_peak_3067	NC_064036.1	1586552	1587916	+	2859	NA	promoter-TSS (Nvec_vc1.1_LOC5517045)	-promoter-TSS (Nvec_vc1.1_LOC5517045)	1	Nvec_vc1.1_LOC5517045	Nvec_vc1.1_LOC5517045	Nvec_vc1.1_XM_032386923			LOC5517045			NA
