PeakID (cmd=annotatePeaks.pl Fox_neg_R2.mLb.clN_peaks.narrowPeak GCF_932526225.1_jaNemVect1.1_genomic.fna -gid -gtf Nvec_v4_merged_annotation_sort.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
Fox_neg_R2.mLb.clN_peak_8600	NC_064040.1	14130875	14132026	+	1299	NA	intron (Nvec_vc1.1_LOC5507882, intron 1 of 9)	-intron (Nvec_vc1.1_LOC5507882, intron 1 of 9)	-5705	Nvec_NVE5783	Nvec_NVE5783	Nvec_NVE5783						NA
Fox_neg_R2.mLb.clN_peak_10386	NC_064042.1	8975848	8976653	+	1298	NA	promoter-TSS (Nvec_vc1.1_LOC5515366)	-promoter-TSS (Nvec_vc1.1_LOC5515366)	-178	Nvec_vc1.1_LOC5515366	Nvec_vc1.1_LOC5515366	Nvec_vc1.1_XM_001635447			LOC5515366			NA
Fox_neg_R2.mLb.clN_peak_15524	NC_064048.1	3457090	3458094	+	1296	NA	promoter-TSS (Nvec_vc1.1_LOC5515620)	-promoter-TSS (Nvec_vc1.1_LOC5515620)	-46	Nvec_vc1.1_LOC5515607	Nvec_vc1.1_LOC5515607	Nvec_vc1.1_XM_032385387			LOC5515607			NA
Fox_neg_R2.mLb.clN_peak_13764	NC_064046.1	1309599	1310205	+	1283	NA	promoter-TSS (Nvec_NVE21171)	-promoter-TSS (Nvec_NVE21171)	-100	Nvec_NVE21171	Nvec_NVE21171	Nvec_NVE21171						NA
Fox_neg_R2.mLb.clN_peak_15400	NC_064048.1	1451850	1453286	+	1281	NA	promoter-TSS (Nvec_vc1.1_LOC5508260)	-promoter-TSS (Nvec_vc1.1_LOC5508260)	-228	Nvec_vc1.1_LOC5508260	Nvec_vc1.1_LOC5508260	Nvec_vc1.1_XM_048722500			LOC5508260			NA
Fox_neg_R2.mLb.clN_peak_15015	NC_064047.1	8470775	8471582	+	1278	NA	promoter-TSS (Nvec_vc1.1_LOC5510445)	-promoter-TSS (Nvec_vc1.1_LOC5510445)	-104	Nvec_vc1.1_LOC5510445	Nvec_vc1.1_LOC5510445	Nvec_vc1.1_XM_001630871			LOC5510445			NA
Fox_neg_R2.mLb.clN_peak_14602	NC_064047.1	1103713	1104540	+	1274	NA	promoter-TSS (Nvec_vc1.1_LOC5512844)	-promoter-TSS (Nvec_vc1.1_LOC5512844)	-147	Nvec_vc1.1_LOC5512820	Nvec_vc1.1_LOC5512820	Nvec_vc1.1_XM_001633105			LOC5512820			NA
Fox_neg_R2.mLb.clN_peak_8754	NC_064040.1	16836862	16838883	+	1273	NA	exon (Nvec_v1g241236, exon 1 of 1)	-exon (Nvec_v1g241236, exon 1 of 1)	200	Nvec_v1g241236	Nvec_v1g241236	Nvec_v1g241236						NA
Fox_neg_R2.mLb.clN_peak_10789	NC_064042.1	15705000	15706418	+	1272	NA	Intergenic	Intergenic	-19063	Nvec_vc1.1_LOC116617962	Nvec_vc1.1_LOC116617962	Nvec_vc1.1_XM_048732730			LOC116617962			NA
Fox_neg_R2.mLb.clN_peak_2828	NC_064035.1	21981656	21982026	+	1272	NA	Intergenic	Intergenic	-20780	Nvec_vc1.1_LOC5513159	Nvec_vc1.1_LOC5513159	Nvec_vc1.1_XM_001633388			LOC5513159			NA
Fox_neg_R2.mLb.clN_peak_14366	NC_064046.1	11724879	11726470	+	1266	NA	promoter-TSS (Nvec_vc1.1_LOC5519443)	-promoter-TSS (Nvec_vc1.1_LOC5519443)	-652	Nvec_vc1.1_LOC5519443	Nvec_vc1.1_LOC5519443	Nvec_vc1.1_XM_032364329			LOC5519443			NA
Fox_neg_R2.mLb.clN_peak_4719	NC_064037.1	8018127	8019059	+	1258	NA	promoter-TSS (Nvec_vc1.1_LOC5519648)	-promoter-TSS (Nvec_vc1.1_LOC5519648)	-329	Nvec_vc1.1_LOC5519740	Nvec_vc1.1_LOC5519740	Nvec_vc1.1_XM_001639573			LOC5519740			NA
Fox_neg_R2.mLb.clN_peak_12538	NC_064044.1	11845152	11845868	+	1256	NA	promoter-TSS (Nvec_vc1.1_LOC5514711)	-promoter-TSS (Nvec_vc1.1_LOC5514711)	-84	Nvec_vc1.1_LOC5514711	Nvec_vc1.1_LOC5514711	Nvec_vc1.1_XM_001634854			LOC5514711			NA
Fox_neg_R2.mLb.clN_peak_3931	NC_064036.1	15974555	15975493	+	1249	NA	promoter-TSS (Nvec_vc1.1_LOC5502374)	-promoter-TSS (Nvec_vc1.1_LOC5502374)	-22	Nvec_vc1.1_LOC5502374	Nvec_vc1.1_LOC5502374	Nvec_vc1.1_XM_001623507			LOC5502374			NA
Fox_neg_R2.mLb.clN_peak_4303	NC_064037.1	1970384	1971299	+	1248	NA	promoter-TSS (Nvec_vc1.1_LOC5509197)	-promoter-TSS (Nvec_vc1.1_LOC5509197)	-42	Nvec_vc1.1_LOC5509197	Nvec_vc1.1_LOC5509197	Nvec_vc1.1_XM_001629685			LOC5509197			NA
Fox_neg_R2.mLb.clN_peak_10003	NC_064042.1	2846488	2847373	+	1248	NA	promoter-TSS (Nvec_vc1.1_LOC5511627)	-promoter-TSS (Nvec_vc1.1_LOC5511627)	-172	Nvec_vc1.1_LOC5511627	Nvec_vc1.1_LOC5511627	Nvec_vc1.1_XM_032381054			LOC5511627			NA
Fox_neg_R2.mLb.clN_peak_15446	NC_064048.1	2203822	2204387	+	1245	NA	promoter-TSS (Nvec_vc1.1_LOC5502607)	-promoter-TSS (Nvec_vc1.1_LOC5502607)	-48	Nvec_vc1.1_LOC5502607	Nvec_vc1.1_LOC5502607	Nvec_vc1.1_XM_048722425			LOC5502607			NA
Fox_neg_R2.mLb.clN_peak_7833	NC_064040.1	2976506	2977358	+	1242	NA	promoter-TSS (Nvec_v1g212694)	-promoter-TSS (Nvec_v1g212694)	-172	Nvec_vc1.1_LOC5507991	Nvec_vc1.1_LOC5507991	Nvec_vc1.1_XM_001628567			LOC5507991			NA
Fox_neg_R2.mLb.clN_peak_6071	NC_064038.1	10110434	10111011	+	1240	NA	promoter-TSS (Nvec_vc1.1_LOC5505629)	-promoter-TSS (Nvec_vc1.1_LOC5505629)	20	Nvec_vc1.1_LOC5505629	Nvec_vc1.1_LOC5505629	Nvec_vc1.1_XM_001626362			LOC5505629			NA
Fox_neg_R2.mLb.clN_peak_5066	NC_064037.1	13354757	13355753	+	1237	NA	promoter-TSS (Nvec_vc1.1_LOC5511049)	-promoter-TSS (Nvec_vc1.1_LOC5511049)	112	Nvec_vc1.1_LOC125556776	Nvec_vc1.1_LOC125556776	Nvec_vc1.1_XM_048726936			LOC125556776			NA
Fox_neg_R2.mLb.clN_peak_8242	NC_064040.1	8817130	8817589	+	1233	NA	promoter-TSS (Nvec_vc1.1_LOC116618583)	-promoter-TSS (Nvec_vc1.1_LOC116618583)	6	Nvec_vc1.1_LOC116618583	Nvec_vc1.1_LOC116618583	Nvec_vc1.1_XM_032382466			LOC116618583			NA
Fox_neg_R2.mLb.clN_peak_1324	NC_064034.1	21479131	21479754	+	1229	NA	promoter-TSS (Nvec_vc1.1_LOC5518300)	-promoter-TSS (Nvec_vc1.1_LOC5518300)	-56	Nvec_vc1.1_LOC5518300	Nvec_vc1.1_LOC5518300	Nvec_vc1.1_XM_032362911			LOC5518300			NA
Fox_neg_R2.mLb.clN_peak_1136	NC_064034.1	18855116	18855903	+	1224	NA	promoter-TSS (Nvec_vc1.1_LOC5512333)	-promoter-TSS (Nvec_vc1.1_LOC5512333)	-148	Nvec_vc1.1_LOC116618224	Nvec_vc1.1_LOC116618224	Nvec_vc1.1_XM_048729893			LOC116618224			NA
Fox_neg_R2.mLb.clN_peak_4367	NC_064037.1	2915582	2916654	+	1224	NA	promoter-TSS (Nvec_vc1.1_LOC5511547)	-promoter-TSS (Nvec_vc1.1_LOC5511547)	-290	Nvec_vc1.1_LOC5511547	Nvec_vc1.1_LOC5511547	Nvec_vc1.1_XM_001631872			LOC5511547			NA
Fox_neg_R2.mLb.clN_peak_15239	NC_064047.1	13283188	13284212	+	1221	NA	promoter-TSS (Nvec_vc1.1_LOC5503649)	-promoter-TSS (Nvec_vc1.1_LOC5503649)	-75	Nvec_vc1.1_LOC5503649	Nvec_vc1.1_LOC5503649	Nvec_vc1.1_XM_001624597			LOC5503649			NA
Fox_neg_R2.mLb.clN_peak_5356	NC_064037.1	16624486	16625283	+	1217	NA	promoter-TSS (Nvec_vc1.1_LOC5513930)	-promoter-TSS (Nvec_vc1.1_LOC5513930)	-49	Nvec_vc1.1_LOC5513946	Nvec_vc1.1_LOC5513946	Nvec_vc1.1_XM_048726361			LOC5513946			NA
Fox_neg_R2.mLb.clN_peak_13126	NC_064045.1	6065317	6065974	+	1217	NA	promoter-TSS (Nvec_v1g237368)	-promoter-TSS (Nvec_v1g237368)	-48	Nvec_v1g237368	Nvec_v1g237368	Nvec_v1g237368						NA
Fox_neg_R2.mLb.clN_peak_3962	NC_064036.1	16545145	16545879	+	1207	NA	intron (Nvec_vc1.1_LOC5514224, intron 6 of 13)	-intron (Nvec_vc1.1_LOC5514224, intron 6 of 13)	4920	Nvec_vc1.1_LOC5514224	Nvec_vc1.1_LOC5514224	Nvec_vc1.1_XM_001634398			LOC5514224			NA
Fox_neg_R2.mLb.clN_peak_4905	NC_064037.1	11002139	11003026	+	1205	NA	promoter-TSS (Nvec_vc1.1_LOC5516526)	-promoter-TSS (Nvec_vc1.1_LOC5516526)	-155	Nvec_vc1.1_LOC5516538	Nvec_vc1.1_LOC5516538	Nvec_vc1.1_XM_032386474			LOC5516538			NA
Fox_neg_R2.mLb.clN_peak_6486	NC_064038.1	17690128	17690610	+	1204	NA	promoter-TSS (Nvec_vc1.1_LOC5503833)	-promoter-TSS (Nvec_vc1.1_LOC5503833)	-1	Nvec_vc1.1_LOC5503833	Nvec_vc1.1_LOC5503833	Nvec_vc1.1_XM_048727563			LOC5503833			NA
Fox_neg_R2.mLb.clN_peak_6127	NC_064038.1	10859229	10860009	+	1198	NA	promoter-TSS (Nvec_vc1.1_LOC5517670)	-promoter-TSS (Nvec_vc1.1_LOC5517670)	-125	Nvec_vc1.1_LOC5517670	Nvec_vc1.1_LOC5517670	Nvec_vc1.1_XM_001637562			LOC5517670			NA
Fox_neg_R2.mLb.clN_peak_15759	NC_064048.1	7509054	7509945	+	1198	NA	promoter-TSS (Nvec_vc1.1_LOC5509865)	-promoter-TSS (Nvec_vc1.1_LOC5509865)	-166	Nvec_vc1.1_LOC5509865	Nvec_vc1.1_LOC5509865	Nvec_vc1.1_XM_032378881			LOC5509865			NA
Fox_neg_R2.mLb.clN_peak_14717	NC_064047.1	3100009	3100742	+	1191	NA	TTS (Nvec_vc1.1_LOC5501521)	-TTS (Nvec_vc1.1_LOC5501521)	216	Nvec_vc1.1_LOC5501518	Nvec_vc1.1_LOC5501518	Nvec_vc1.1_XM_001622754			LOC5501518			NA
Fox_neg_R2.mLb.clN_peak_11369	NC_064043.1	8501933	8503448	+	1183	NA	promoter-TSS (Nvec_v1g206164)	-promoter-TSS (Nvec_v1g206164)	-508	Nvec_v1g206164	Nvec_v1g206164	Nvec_v1g206164						NA
Fox_neg_R2.mLb.clN_peak_8350	NC_064040.1	10382335	10382991	+	1182	NA	promoter-TSS (Nvec_vc1.1_LOC125556661)	-promoter-TSS (Nvec_vc1.1_LOC125556661)	-81	Nvec_vc1.1_LOC125556661	Nvec_vc1.1_LOC125556661	Nvec_vc1.1_XM_048730105			LOC125556661			NA
Fox_neg_R2.mLb.clN_peak_3851	NC_064036.1	14911292	14912113	+	1182	NA	Intergenic	Intergenic	-1701	Nvec_vc1.1_LOC5522175	Nvec_vc1.1_LOC5522175	Nvec_vc1.1_XM_032367459			LOC5522175			NA
Fox_neg_R2.mLb.clN_peak_5894	NC_064038.1	7071039	7073176	+	1176	NA	promoter-TSS (Nvec_vc1.1_LOC5503436)	-promoter-TSS (Nvec_vc1.1_LOC5503436)	-642	Nvec_vc1.1_LOC5503436	Nvec_vc1.1_LOC5503436	Nvec_vc1.1_XM_001624464			LOC5503436			NA
Fox_neg_R2.mLb.clN_peak_11336	NC_064043.1	7994512	7995561	+	1175	NA	promoter-TSS (Nvec_vc1.1_LOC5521895)	-promoter-TSS (Nvec_vc1.1_LOC5521895)	-135	Nvec_vc1.1_LOC5521900	Nvec_vc1.1_LOC5521900	Nvec_vc1.1_XM_001641719			LOC5521900			NA
Fox_neg_R2.mLb.clN_peak_15751	NC_064048.1	7299736	7301049	+	1168	NA	Intergenic	Intergenic	-1560	Nvec_vc1.1_LOC5509851	Nvec_vc1.1_LOC5509851	Nvec_vc1.1_XM_048723140			LOC5509851			NA
Fox_neg_R2.mLb.clN_peak_10114	NC_064042.1	4923071	4923785	+	1167	NA	exon (Nvec_vc1.1_LOC5510989, exon 1 of 5)	-exon (Nvec_vc1.1_LOC5510989, exon 1 of 5)	132	Nvec_vc1.1_LOC5510989	Nvec_vc1.1_LOC5510989	Nvec_vc1.1_XM_032380209			LOC5510989			NA
Fox_neg_R2.mLb.clN_peak_10827	NC_064042.1	16090930	16091457	+	1166	NA	promoter-TSS (Nvec_vc1.1_LOC116610244)	-promoter-TSS (Nvec_vc1.1_LOC116610244)	-185	Nvec_vc1.1_LOC5502734	Nvec_vc1.1_LOC5502734	Nvec_vc1.1_XM_048732658			LOC5502734			NA
Fox_neg_R2.mLb.clN_peak_14515	NC_064046.1	13970879	13971482	+	1164	NA	promoter-TSS (Nvec_vc1.1_LOC5506848)	-promoter-TSS (Nvec_vc1.1_LOC5506848)	-35	Nvec_vc1.1_LOC116614392	Nvec_vc1.1_LOC116614392	Nvec_vc1.1_XM_032375339			LOC116614392			NA
Fox_neg_R2.mLb.clN_peak_15481	NC_064048.1	2672093	2673160	+	1164	NA	promoter-TSS (Nvec_vc1.1_LOC5510815)	-promoter-TSS (Nvec_vc1.1_LOC5510815)	-110	Nvec_vc1.1_LOC5510815	Nvec_vc1.1_LOC5510815	Nvec_vc1.1_XM_048722600			LOC5510815			NA
Fox_neg_R2.mLb.clN_peak_7288	NC_064039.1	10696946	10697959	+	1160	NA	promoter-TSS (Nvec_vc1.1_LOC5519924)	-promoter-TSS (Nvec_vc1.1_LOC5519924)	-214	Nvec_vc1.1_LOC5519924	Nvec_vc1.1_LOC5519924	Nvec_vc1.1_XM_032364681			LOC5519924			NA
Fox_neg_R2.mLb.clN_peak_11661	NC_064043.1	12644603	12645347	+	1157	NA	promoter-TSS (Nvec_vc1.1_LOC5512517)	-promoter-TSS (Nvec_vc1.1_LOC5512517)	-95	Nvec_vc1.1_LOC5512517	Nvec_vc1.1_LOC5512517	Nvec_vc1.1_XM_001632792			LOC5512517			NA
Fox_neg_R2.mLb.clN_peak_1145	NC_064034.1	19017443	19018147	+	1156	NA	promoter-TSS (Nvec_vc1.1_LOC5512307)	-promoter-TSS (Nvec_vc1.1_LOC5512307)	114	Nvec_vc1.1_LOC5512306	Nvec_vc1.1_LOC5512306	Nvec_vc1.1_XM_001632619			LOC5512306			NA
Fox_neg_R2.mLb.clN_peak_11787	NC_064043.1	13984476	13985372	+	1154	NA	promoter-TSS (Nvec_vc1.1_LOC5517783)	-promoter-TSS (Nvec_vc1.1_LOC5517783)	-128	Nvec_vc1.1_LOC5517735	Nvec_vc1.1_LOC5517735	Nvec_vc1.1_XM_048733285			LOC5517735			NA
Fox_neg_R2.mLb.clN_peak_8641	NC_064040.1	14793815	14794414	+	1153	NA	TTS (Nvec_vc1.1_LOC5503066)	-TTS (Nvec_vc1.1_LOC5503066)	-3026	Nvec_vc1.1_LOC116610626	Nvec_vc1.1_LOC116610626	Nvec_vc1.1_XM_032371348			LOC116610626			NA
Fox_neg_R2.mLb.clN_peak_5755	NC_064038.1	4881738	4882446	+	1150	NA	promoter-TSS (Nvec_vc1.1_LOC5509169)	-promoter-TSS (Nvec_vc1.1_LOC5509169)	87	Nvec_vc1.1_LOC5509169	Nvec_vc1.1_LOC5509169	Nvec_vc1.1_XM_032378043			LOC5509169			NA
Fox_neg_R2.mLb.clN_peak_14331	NC_064046.1	11306136	11307207	+	1147	NA	promoter-TSS (Nvec_vc1.1_LOC5500535)	-promoter-TSS (Nvec_vc1.1_LOC5500535)	-231	Nvec_vc1.1_LOC116607037	Nvec_vc1.1_LOC116607037	Nvec_vc1.1_XM_048720598			LOC116607037			NA
Fox_neg_R2.mLb.clN_peak_1589	NC_064035.1	3668895	3669444	+	1144	NA	promoter-TSS (Nvec_vc1.1_LOC5514837)	-promoter-TSS (Nvec_vc1.1_LOC5514837)	-13	Nvec_vc1.1_LOC5514837	Nvec_vc1.1_LOC5514837	Nvec_vc1.1_XM_032384470			LOC5514837			NA
Fox_neg_R2.mLb.clN_peak_3875	NC_064036.1	15186433	15186785	+	1144	NA	Intergenic	Intergenic	-3939	Nvec_vc1.1_LOC5522282	Nvec_vc1.1_LOC5522282	Nvec_vc1.1_XM_001641991			LOC5522282			NA
Fox_neg_R2.mLb.clN_peak_14766	NC_064047.1	4269252	4270005	+	1142	NA	intron (Nvec_vc1.1_LOC5516721, intron 1 of 4)	-intron (Nvec_vc1.1_LOC5516721, intron 1 of 4)	170	Nvec_vc1.1_LOC5516721	Nvec_vc1.1_LOC5516721	Nvec_vc1.1_XM_001636691			LOC5516721			NA
Fox_neg_R2.mLb.clN_peak_318	NC_064034.1	5114018	5114961	+	1141	NA	promoter-TSS (Nvec_vc1.1_LOC5510684)	-promoter-TSS (Nvec_vc1.1_LOC5510684)	-23	Nvec_vc1.1_LOC5510684	Nvec_vc1.1_LOC5510684	Nvec_vc1.1_XM_001631060			LOC5510684			NA
Fox_neg_R2.mLb.clN_peak_5953	NC_064038.1	8116479	8117134	+	1141	NA	promoter-TSS (Nvec_vc1.1_LOC5505983)	-promoter-TSS (Nvec_vc1.1_LOC5505983)	-59	Nvec_vc1.1_LOC5505982	Nvec_vc1.1_LOC5505982	Nvec_vc1.1_XM_001626669			LOC5505982			NA
Fox_neg_R2.mLb.clN_peak_12764	NC_064044.1	15687640	15688764	+	1140	NA	promoter-TSS (Nvec_vc1.1_LOC5502458)	-promoter-TSS (Nvec_vc1.1_LOC5502458)	-454	Nvec_vc1.1_LOC5502458	Nvec_vc1.1_LOC5502458	Nvec_vc1.1_XM_001623587			LOC5502458			NA
Fox_neg_R2.mLb.clN_peak_914	NC_064034.1	15241538	15241926	+	1139	NA	exon (Nvec_vc1.1_LOC5506333, exon 1 of 10)	-exon (Nvec_vc1.1_LOC5506333, exon 1 of 10)	140	Nvec_vc1.1_LOC5506333	Nvec_vc1.1_LOC5506333	Nvec_vc1.1_XM_032374704			LOC5506333			NA
Fox_neg_R2.mLb.clN_peak_13524	NC_064045.1	12739544	12740387	+	1137	NA	promoter-TSS (Nvec_vc1.1_LOC5520117)	-promoter-TSS (Nvec_vc1.1_LOC5520117)	-90	Nvec_vc1.1_LOC5520117	Nvec_vc1.1_LOC5520117	Nvec_vc1.1_XM_048720219			LOC5520117			NA
Fox_neg_R2.mLb.clN_peak_12621	NC_064044.1	12852724	12853421	+	1134	NA	Intergenic	Intergenic	-7041	Nvec_NVE25375	Nvec_NVE25375	Nvec_NVE25375						NA
Fox_neg_R2.mLb.clN_peak_9499	NC_064041.1	11493902	11494506	+	1134	NA	promoter-TSS (Nvec_vc1.1_LOC5515355)	-promoter-TSS (Nvec_vc1.1_LOC5515355)	-58	Nvec_vc1.1_LOC5515355	Nvec_vc1.1_LOC5515355	Nvec_vc1.1_XM_032384956			LOC5515355			NA
Fox_neg_R2.mLb.clN_peak_15074	NC_064047.1	9692517	9693429	+	1133	NA	promoter-TSS (Nvec_vc1.1_LOC5510329)	-promoter-TSS (Nvec_vc1.1_LOC5510329)	-2	Nvec_vc1.1_LOC5510329	Nvec_vc1.1_LOC5510329	Nvec_vc1.1_XM_001630732			LOC5510329			NA
Fox_neg_R2.mLb.clN_peak_4688	NC_064037.1	7540091	7540965	+	1133	NA	promoter-TSS (Nvec_vc1.1_LOC5519712)	-promoter-TSS (Nvec_vc1.1_LOC5519712)	-186	Nvec_vc1.1_LOC5519712	Nvec_vc1.1_LOC5519712	Nvec_vc1.1_XM_001639547			LOC5519712			NA
Fox_neg_R2.mLb.clN_peak_6224	NC_064038.1	12545579	12545951	+	1124	NA	promoter-TSS (Nvec_vc1.1_LOC5514143)	-promoter-TSS (Nvec_vc1.1_LOC5514143)	-80	Nvec_vc1.1_LOC5514143	Nvec_vc1.1_LOC5514143	Nvec_vc1.1_XM_001634326			LOC5514143			NA
Fox_neg_R2.mLb.clN_peak_13397	NC_064045.1	10796033	10797120	+	1123	NA	promoter-TSS (Nvec_vc1.1_LOC5506102)	-promoter-TSS (Nvec_vc1.1_LOC5506102)	-83	Nvec_vc1.1_LOC5506093	Nvec_vc1.1_LOC5506093	Nvec_vc1.1_XM_048719406			LOC5506093			NA
Fox_neg_R2.mLb.clN_peak_2104	NC_064035.1	11211472	11212372	+	1120	NA	promoter-TSS (Nvec_vc1.1_LOC5521132)	-promoter-TSS (Nvec_vc1.1_LOC5521132)	-142	Nvec_vc1.1_LOC116604300	Nvec_vc1.1_LOC116604300	Nvec_vc1.1_XM_048724211			LOC116604300			NA
Fox_neg_R2.mLb.clN_peak_9056	NC_064041.1	4001310	4002374	+	1120	NA	promoter-TSS (Nvec_vc1.1_LOC5502802)	-promoter-TSS (Nvec_vc1.1_LOC5502802)	-53	Nvec_vc1.1_LOC5502802	Nvec_vc1.1_LOC5502802	Nvec_vc1.1_XM_048731794			LOC5502802			NA
Fox_neg_R2.mLb.clN_peak_9397	NC_064041.1	9564677	9565481	+	1119	NA	promoter-TSS (Nvec_vc1.1_LOC5519356)	-promoter-TSS (Nvec_vc1.1_LOC5519356)	54	Nvec_vc1.1_LOC5519356	Nvec_vc1.1_LOC5519356	Nvec_vc1.1_XM_032364166			LOC5519356			NA
Fox_neg_R2.mLb.clN_peak_4703	NC_064037.1	7753416	7754049	+	1118	NA	promoter-TSS (Nvec_vc1.1_LOC5519634)	-promoter-TSS (Nvec_vc1.1_LOC5519634)	-113	Nvec_vc1.1_LOC5519634	Nvec_vc1.1_LOC5519634	Nvec_vc1.1_XM_032364464			LOC5519634			NA
Fox_neg_R2.mLb.clN_peak_10821	NC_064042.1	16007502	16007931	+	1117	NA	promoter-TSS (Nvec_vc1.1_LOC5502904)	-promoter-TSS (Nvec_vc1.1_LOC5502904)	127	Nvec_vc1.1_LOC116610363	Nvec_vc1.1_LOC116610363	Nvec_vc1.1_XM_048732322			LOC116610363			NA
Fox_neg_R2.mLb.clN_peak_10614	NC_064042.1	12840097	12840996	+	1116	NA	exon (Nvec_vc1.1_LOC5506788, exon 1 of 2)	-exon (Nvec_vc1.1_LOC5506788, exon 1 of 2)	503	Nvec_vc1.1_LOC5506788	Nvec_vc1.1_LOC5506788	Nvec_vc1.1_XM_001627445			LOC5506788			NA
Fox_neg_R2.mLb.clN_peak_5791	NC_064038.1	5596265	5596959	+	1115	NA	promoter-TSS (Nvec_NVE3972)	-promoter-TSS (Nvec_NVE3972)	-28	Nvec_NVE3972	Nvec_NVE3972	Nvec_NVE3972						NA
Fox_neg_R2.mLb.clN_peak_15230	NC_064047.1	13135496	13136471	+	1112	NA	promoter-TSS (Nvec_vc1.1_LOC5503079)	-promoter-TSS (Nvec_vc1.1_LOC5503079)	-66	Nvec_vc1.1_LOC5503079	Nvec_vc1.1_LOC5503079	Nvec_vc1.1_XM_032371359			LOC5503079			NA
Fox_neg_R2.mLb.clN_peak_4289	NC_064037.1	1775358	1776224	+	1110	NA	promoter-TSS (Nvec_vc1.1_LOC5509200)	-promoter-TSS (Nvec_vc1.1_LOC5509200)	-144	Nvec_vc1.1_LOC5509200	Nvec_vc1.1_LOC5509200	Nvec_vc1.1_XM_001629694			LOC5509200			NA
Fox_neg_R2.mLb.clN_peak_15217	NC_064047.1	12923063	12923749	+	1106	NA	promoter-TSS (Nvec_vc1.1_LOC5501458)	-promoter-TSS (Nvec_vc1.1_LOC5501458)	-111	Nvec_vc1.1_LOC5501458	Nvec_vc1.1_LOC5501458	Nvec_vc1.1_XM_048721772			LOC5501458			NA
Fox_neg_R2.mLb.clN_peak_7681	NC_064039.1	17069490	17070703	+	1104	NA	promoter-TSS (Nvec_vc1.1_LOC5506336)	-promoter-TSS (Nvec_vc1.1_LOC5506336)	-195	Nvec_vc1.1_LOC5506336	Nvec_vc1.1_LOC5506336	Nvec_vc1.1_XM_048729159			LOC5506336			NA
Fox_neg_R2.mLb.clN_peak_6126	NC_064038.1	10852844	10853904	+	1103	NA	promoter-TSS (Nvec_vc1.1_LOC5517668)	-promoter-TSS (Nvec_vc1.1_LOC5517668)	121	Nvec_vc1.1_LOC5517669	Nvec_vc1.1_LOC5517669	Nvec_vc1.1_XM_001637561			LOC5517669			NA
Fox_neg_R2.mLb.clN_peak_15771	NC_064048.1	7673749	7675261	+	1102	NA	promoter-TSS (Nvec_vc1.1_LOC5509879)	-promoter-TSS (Nvec_vc1.1_LOC5509879)	-286	Nvec_vc1.1_LOC5509879	Nvec_vc1.1_LOC5509879	Nvec_vc1.1_XM_001630308			LOC5509879			NA
Fox_neg_R2.mLb.clN_peak_9293	NC_064041.1	7580720	7581516	+	1098	NA	promoter-TSS (Nvec_vc1.1_LOC5515233)	-promoter-TSS (Nvec_vc1.1_LOC5515233)	39	Nvec_vc1.1_LOC5515233	Nvec_vc1.1_LOC5515233	Nvec_vc1.1_XM_001635326			LOC5515233			NA
Fox_neg_R2.mLb.clN_peak_8739	NC_064040.1	16436792	16437694	+	1097	NA	promoter-TSS (Nvec_vc1.1_LOC5516065)	-promoter-TSS (Nvec_vc1.1_LOC5516065)	-195	Nvec_vc1.1_LOC5516066	Nvec_vc1.1_LOC5516066	Nvec_vc1.1_XM_032385833			LOC5516066			NA
Fox_neg_R2.mLb.clN_peak_11043	NC_064043.1	3538856	3539874	+	1096	NA	exon (Nvec_vc1.1_LOC5516392, exon 1 of 24)	-exon (Nvec_vc1.1_LOC5516392, exon 1 of 24)	160	Nvec_vc1.1_LOC5516392	Nvec_vc1.1_LOC5516392	Nvec_vc1.1_XM_032386250			LOC5516392			NA
Fox_neg_R2.mLb.clN_peak_9063	NC_064041.1	4164425	4165204	+	1095	NA	Intergenic	Intergenic	6662	Nvec_v1g222811	Nvec_v1g222811	Nvec_v1g222811						NA
Fox_neg_R2.mLb.clN_peak_11872	NC_064043.1	15262632	15263194	+	1093	NA	promoter-TSS (Nvec_vc1.1_LOC5508673)	-promoter-TSS (Nvec_vc1.1_LOC5508673)	-33	Nvec_vc1.1_LOC5508673	Nvec_vc1.1_LOC5508673	Nvec_vc1.1_XM_048733427			LOC5508673			NA
Fox_neg_R2.mLb.clN_peak_5657	NC_064038.1	3598347	3598922	+	1091	NA	promoter-TSS (Nvec_vc1.1_LOC5517798)	-promoter-TSS (Nvec_vc1.1_LOC5517798)	91	Nvec_vc1.1_LOC116601443	Nvec_vc1.1_LOC116601443	Nvec_vc1.1_XM_048727558			LOC116601443			NA
Fox_neg_R2.mLb.clN_peak_8895	NC_064041.1	1791534	1792546	+	1090	NA	promoter-TSS (Nvec_vc1.1_LOC5498109)	-promoter-TSS (Nvec_vc1.1_LOC5498109)	130	Nvec_vc1.1_LOC5498110	Nvec_vc1.1_LOC5498110	Nvec_vc1.1_XM_001619828			LOC5498110			NA
