PeakID (cmd=annotatePeaks.pl Elav_pos_R3.mLb.clN_peaks.narrowPeak GCF_932526225.1_jaNemVect1.1_genomic.fna -gid -gtf Nvec_v4_merged_annotation_sort.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
Elav_pos_R3.mLb.clN_peak_6509	NC_064038.1	10859136	10860187	+	3165	NA	promoter-TSS (Nvec_vc1.1_LOC5517670)	-promoter-TSS (Nvec_vc1.1_LOC5517670)	-83	Nvec_vc1.1_LOC5517670	Nvec_vc1.1_LOC5517670	Nvec_vc1.1_XM_001637562			LOC5517670			NA
Elav_pos_R3.mLb.clN_peak_10256	NC_064042.1	147637	148660	+	3162	NA	promoter-TSS (Nvec_vc1.1_LOC5501687)	-promoter-TSS (Nvec_vc1.1_LOC5501687)	-78	Nvec_vc1.1_LOC5501687	Nvec_vc1.1_LOC5501687	Nvec_vc1.1_XM_032369983			LOC5501687			NA
Elav_pos_R3.mLb.clN_peak_4663	NC_064037.1	2481770	2482665	+	3153	NA	intron (Nvec_vc1.1_LOC5511558, intron 1 of 13)	-intron (Nvec_vc1.1_LOC5511558, intron 1 of 13)	236	Nvec_vc1.1_LOC5511558	Nvec_vc1.1_LOC5511558	Nvec_vc1.1_XM_001631892			LOC5511558			NA
Elav_pos_R3.mLb.clN_peak_13710	NC_064045.1	6065152	6065976	+	3152	NA	promoter-TSS (Nvec_v1g237368)	-promoter-TSS (Nvec_v1g237368)	33	Nvec_v1g237368	Nvec_v1g237368	Nvec_v1g237368						NA
Elav_pos_R3.mLb.clN_peak_9730	NC_064041.1	7706664	7707497	+	3141	NA	promoter-TSS (Nvec_NVE9810)	-promoter-TSS (Nvec_NVE9810)	-125	Nvec_NVE9810	Nvec_NVE9810	Nvec_NVE9810						NA
Elav_pos_R3.mLb.clN_peak_12341	NC_064043.1	13329331	13330142	+	3137	NA	promoter-TSS (Nvec_v1g236959)	-promoter-TSS (Nvec_v1g236959)	40	Nvec_vc1.1_LOC5512489	Nvec_vc1.1_LOC5512489	Nvec_vc1.1_XM_032381946			LOC5512489			NA
Elav_pos_R3.mLb.clN_peak_6095	NC_064038.1	4881533	4882470	+	3132	NA	exon (Nvec_vc1.1_LOC5509169, exon 1 of 12)	-exon (Nvec_vc1.1_LOC5509169, exon 1 of 12)	178	Nvec_vc1.1_LOC5509169	Nvec_vc1.1_LOC5509169	Nvec_vc1.1_XM_032378043			LOC5509169			NA
Elav_pos_R3.mLb.clN_peak_15545	NC_064047.1	2994163	2995254	+	3131	NA	promoter-TSS (Nvec_vc1.1_LOC5504763)	-promoter-TSS (Nvec_vc1.1_LOC5504763)	-46	Nvec_vc1.1_LOC5504763	Nvec_vc1.1_LOC5504763	Nvec_vc1.1_XM_032373099			LOC5504763			NA
Elav_pos_R3.mLb.clN_peak_10946	NC_064042.1	10108961	10109624	+	3116	NA	promoter-TSS (Nvec_vc1.1_LOC5503823)	-promoter-TSS (Nvec_vc1.1_LOC5503823)	-49	Nvec_vc1.1_LOC5503823	Nvec_vc1.1_LOC5503823	Nvec_vc1.1_XM_001624711			LOC5503823			NA
Elav_pos_R3.mLb.clN_peak_8009	NC_064039.1	13964721	13965625	+	3112	NA	promoter-TSS (Nvec_vc1.1_LOC5507469)	-promoter-TSS (Nvec_vc1.1_LOC5507469)	54	Nvec_vc1.1_LOC5507483	Nvec_vc1.1_LOC5507483	Nvec_vc1.1_XM_032376108			LOC5507483			NA
Elav_pos_R3.mLb.clN_peak_273	NC_064034.1	4429662	4430991	+	3103	NA	promoter-TSS (Nvec_v1g139480)	-promoter-TSS (Nvec_v1g139480)	98	Nvec_vc1.1_LOC116608874	Nvec_vc1.1_LOC116608874	Nvec_vc1.1_XM_032369910			LOC116608874			NA
Elav_pos_R3.mLb.clN_peak_9723	NC_064041.1	7580569	7581508	+	3099	NA	promoter-TSS (Nvec_vc1.1_LOC5515233)	-promoter-TSS (Nvec_vc1.1_LOC5515233)	-41	Nvec_vc1.1_LOC5515233	Nvec_vc1.1_LOC5515233	Nvec_vc1.1_XM_001635326			LOC5515233			NA
Elav_pos_R3.mLb.clN_peak_4630	NC_064037.1	1970338	1971322	+	3094	NA	promoter-TSS (Nvec_vc1.1_LOC5509197)	-promoter-TSS (Nvec_vc1.1_LOC5509197)	-31	Nvec_vc1.1_LOC5509197	Nvec_vc1.1_LOC5509197	Nvec_vc1.1_XM_001629685			LOC5509197			NA
Elav_pos_R3.mLb.clN_peak_3142	NC_064036.1	1586447	1587905	+	3076	NA	promoter-TSS (Nvec_vc1.1_LOC5517045)	-promoter-TSS (Nvec_vc1.1_LOC5517045)	-57	Nvec_vc1.1_LOC5517045	Nvec_vc1.1_LOC5517045	Nvec_vc1.1_XM_032386923			LOC5517045			NA
Elav_pos_R3.mLb.clN_peak_7654	NC_064039.1	9732335	9734347	+	3075	NA	intron (Nvec_vc1.1_LOC5519794, intron 15 of 22)	-intron (Nvec_vc1.1_LOC5519794, intron 15 of 22)	-7506	Nvec_vc1.1_LOC5519795	Nvec_vc1.1_LOC5519795	Nvec_vc1.1_XM_032364830			LOC5519795			NA
Elav_pos_R3.mLb.clN_peak_14120	NC_064045.1	12474062	12475099	+	3074	NA	promoter-TSS (Nvec_vc1.1_LOC5520507)	-promoter-TSS (Nvec_vc1.1_LOC5520507)	-29	Nvec_vc1.1_LOC5520507	Nvec_vc1.1_LOC5520507	Nvec_vc1.1_XM_001640398			LOC5520507			NA
Elav_pos_R3.mLb.clN_peak_12962	NC_064044.1	8748849	8749665	+	3068	NA	promoter-TSS (Nvec_vc1.1_LOC5508651)	-promoter-TSS (Nvec_vc1.1_LOC5508651)	-1	Nvec_vc1.1_LOC5508662	Nvec_vc1.1_LOC5508662	Nvec_vc1.1_XM_032377439			LOC5508662			NA
Elav_pos_R3.mLb.clN_peak_13538	NC_064045.1	3744413	3745711	+	3061	NA	promoter-TSS (Nvec_vc1.1_LOC5516880)	-promoter-TSS (Nvec_vc1.1_LOC5516880)	-141	Nvec_vc1.1_LOC5516880	Nvec_vc1.1_LOC5516880	Nvec_vc1.1_XM_048720266			LOC5516880			NA
Elav_pos_R3.mLb.clN_peak_12658	NC_064044.1	3591019	3591910	+	3057	NA	promoter-TSS (Nvec_vc1.1_LOC5502082)	-promoter-TSS (Nvec_vc1.1_LOC5502082)	-6	Nvec_vc1.1_LOC5502087	Nvec_vc1.1_LOC5502087	Nvec_vc1.1_XM_032370355			LOC5502087			NA
Elav_pos_R3.mLb.clN_peak_8775	NC_064040.1	8947220	8948362	+	3057	NA	promoter-TSS (Nvec_vc1.1_LOC5512961)	-promoter-TSS (Nvec_vc1.1_LOC5512961)	-253	Nvec_vc1.1_LOC5512961	Nvec_vc1.1_LOC5512961	Nvec_vc1.1_XM_001633219			LOC5512961			NA
Elav_pos_R3.mLb.clN_peak_6142	NC_064038.1	5639030	5639928	+	3036	NA	exon (Nvec_vc1.1_LOC5508979, exon 1 of 17)	-exon (Nvec_vc1.1_LOC5508979, exon 1 of 17)	460	Nvec_vc1.1_LOC5508979	Nvec_vc1.1_LOC5508979	Nvec_vc1.1_XM_001629480			LOC5508979			NA
Elav_pos_R3.mLb.clN_peak_9844	NC_064041.1	9564501	9565481	+	3036	NA	promoter-TSS (Nvec_vc1.1_LOC5519356)	-promoter-TSS (Nvec_vc1.1_LOC5519356)	-34	Nvec_vc1.1_LOC5519356	Nvec_vc1.1_LOC5519356	Nvec_vc1.1_XM_032364166			LOC5519356			NA
Elav_pos_R3.mLb.clN_peak_4177	NC_064036.1	14911296	14912288	+	3035	NA	Intergenic	Intergenic	-1791	Nvec_vc1.1_LOC5522175	Nvec_vc1.1_LOC5522175	Nvec_vc1.1_XM_032367459			LOC5522175			NA
Elav_pos_R3.mLb.clN_peak_9370	NC_064041.1	819002	819796	+	3033	NA	promoter-TSS (Nvec_vc1.1_LOC5508386)	-promoter-TSS (Nvec_vc1.1_LOC5508386)	-60	Nvec_vc1.1_LOC5508386	Nvec_vc1.1_LOC5508386	Nvec_vc1.1_XM_001628947			LOC5508386			NA
Elav_pos_R3.mLb.clN_peak_10300	NC_064042.1	989902	990879	+	3018	NA	promoter-TSS (Nvec_vc1.1_LOC5503854)	-promoter-TSS (Nvec_vc1.1_LOC5503854)	-210	Nvec_vc1.1_LOC5503854	Nvec_vc1.1_LOC5503854	Nvec_vc1.1_XM_032372075			LOC5503854			NA
Elav_pos_R3.mLb.clN_peak_9401	NC_064041.1	1791572	1792529	+	3016	NA	promoter-TSS (Nvec_vc1.1_LOC5498109)	-promoter-TSS (Nvec_vc1.1_LOC5498109)	120	Nvec_vc1.1_LOC5498110	Nvec_vc1.1_LOC5498110	Nvec_vc1.1_XM_001619828			LOC5498110			NA
Elav_pos_R3.mLb.clN_peak_15313	NC_064046.1	13970860	13971507	+	3008	NA	promoter-TSS (Nvec_vc1.1_LOC5506848)	-promoter-TSS (Nvec_vc1.1_LOC5506848)	-38	Nvec_vc1.1_LOC116614392	Nvec_vc1.1_LOC116614392	Nvec_vc1.1_XM_032375339			LOC116614392			NA
Elav_pos_R3.mLb.clN_peak_15877	NC_064047.1	9018955	9019958	+	3005	NA	promoter-TSS (Nvec_vc1.1_LOC5509924)	-promoter-TSS (Nvec_vc1.1_LOC5509924)	-47	Nvec_vc1.1_LOC5509924	Nvec_vc1.1_LOC5509924	Nvec_vc1.1_XM_001630363			LOC5509924			NA
Elav_pos_R3.mLb.clN_peak_14460	NC_064046.1	1587913	1588747	+	2995	NA	TTS (Nvec_vc1.1_LOC116613006)	-TTS (Nvec_vc1.1_LOC116613006)	6385	Nvec_vc1.1_LOC116613006	Nvec_vc1.1_LOC116613006	Nvec_vc1.1_XM_032373560			LOC116613006			NA
Elav_pos_R3.mLb.clN_peak_8302	NC_064040.1	2976503	2977568	+	2995	NA	promoter-TSS (Nvec_v1g212694)	-promoter-TSS (Nvec_v1g212694)	-69	Nvec_vc1.1_LOC5507991	Nvec_vc1.1_LOC5507991	Nvec_vc1.1_XM_001628567			LOC5507991			NA
Elav_pos_R3.mLb.clN_peak_14665	NC_064046.1	4241768	4242668	+	2994	NA	promoter-TSS (Nvec_vc1.1_LOC5512246)	-promoter-TSS (Nvec_vc1.1_LOC5512246)	25	Nvec_vc1.1_LOC5512246	Nvec_vc1.1_LOC5512246	Nvec_vc1.1_XM_048720568			LOC5512246			NA
Elav_pos_R3.mLb.clN_peak_9744	NC_064041.1	7854042	7854949	+	2989	NA	promoter-TSS (Nvec_vc1.1_LOC5505711)	-promoter-TSS (Nvec_vc1.1_LOC5505711)	-164	Nvec_vc1.1_LOC5505711	Nvec_vc1.1_LOC5505711	Nvec_vc1.1_XM_001626412			LOC5505711			NA
Elav_pos_R3.mLb.clN_peak_4545	NC_064036.1	20792939	20793826	+	2989	NA	Intergenic	Intergenic	-22377	Nvec_vc1.1_LOC116611810	Nvec_vc1.1_LOC116611810	Nvec_vc1.1_XM_048724930			LOC116611810			NA
Elav_pos_R3.mLb.clN_peak_6012	NC_064038.1	3975960	3977334	+	2987	NA	exon (Nvec_vc1.1_LOC5517820, exon 1 of 2)	-exon (Nvec_vc1.1_LOC5517820, exon 1 of 2)	547	Nvec_vc1.1_LOC5517820	Nvec_vc1.1_LOC5517820	Nvec_vc1.1_XM_001637706			LOC5517820			NA
Elav_pos_R3.mLb.clN_peak_6460	NC_064038.1	10262321	10263183	+	2983	NA	promoter-TSS (Nvec_vc1.1_LOC5505624)	-promoter-TSS (Nvec_vc1.1_LOC5505624)	13	Nvec_vc1.1_LOC5505624	Nvec_vc1.1_LOC5505624	Nvec_vc1.1_XM_001626339			LOC5505624			NA
Elav_pos_R3.mLb.clN_peak_16585	NC_064048.1	6328717	6329630	+	2981	NA	promoter-TSS (Nvec_vc1.1_LOC5511395)	-promoter-TSS (Nvec_vc1.1_LOC5511395)	-35	Nvec_vc1.1_LOC116617754	Nvec_vc1.1_LOC116617754	Nvec_vc1.1_XM_048722531			LOC116617754			NA
Elav_pos_R3.mLb.clN_peak_16091	NC_064047.1	13135508	13136386	+	2951	NA	promoter-TSS (Nvec_vc1.1_LOC5503079)	-promoter-TSS (Nvec_vc1.1_LOC5503079)	-30	Nvec_vc1.1_LOC5503079	Nvec_vc1.1_LOC5503079	Nvec_vc1.1_XM_032371359			LOC5503079			NA
Elav_pos_R3.mLb.clN_peak_9380	NC_064041.1	1425124	1426303	+	2940	NA	promoter-TSS (Nvec_vc1.1_LOC5509762)	-promoter-TSS (Nvec_vc1.1_LOC5509762)	-30	Nvec_vc1.1_LOC5509762	Nvec_vc1.1_LOC5509762	Nvec_vc1.1_XM_001630214			LOC5509762			NA
Elav_pos_R3.mLb.clN_peak_4530	NC_064036.1	20485058	20485793	+	2937	NA	promoter-TSS (Nvec_NVE7242)	-promoter-TSS (Nvec_NVE7242)	-70	Nvec_NVE7242	Nvec_NVE7242	Nvec_NVE7242						NA
Elav_pos_R3.mLb.clN_peak_9299	NC_064040.1	16836834	16838940	+	2934	NA	exon (Nvec_v1g241236, exon 1 of 1)	-exon (Nvec_v1g241236, exon 1 of 1)	215	Nvec_v1g241236	Nvec_v1g241236	Nvec_v1g241236						NA
Elav_pos_R3.mLb.clN_peak_16310	NC_064048.1	2444230	2444790	+	2919	NA	promoter-TSS (Nvec_vc1.1_LOC5510785)	-promoter-TSS (Nvec_vc1.1_LOC5510785)	-39	Nvec_vc1.1_LOC5510785	Nvec_vc1.1_LOC5510785	Nvec_vc1.1_XM_048722641			LOC5510785			NA
Elav_pos_R3.mLb.clN_peak_6425	NC_064038.1	9823594	9824211	+	2919	NA	promoter-TSS (Nvec_vc1.1_LOC5508727)	-promoter-TSS (Nvec_vc1.1_LOC5508727)	-88	Nvec_vc1.1_LOC5508727	Nvec_vc1.1_LOC5508727	Nvec_vc1.1_XM_001629254			LOC5508727			NA
Elav_pos_R3.mLb.clN_peak_538	NC_064034.1	7983935	7984942	+	2915	NA	promoter-TSS (Nvec_vc1.1_LOC5499056)	-promoter-TSS (Nvec_vc1.1_LOC5499056)	-155	Nvec_vc1.1_LOC5499056	Nvec_vc1.1_LOC5499056	Nvec_vc1.1_XM_032367802			LOC5499056			NA
Elav_pos_R3.mLb.clN_peak_5945	NC_064038.1	2989349	2991209	+	2912	NA	exon (Nvec_vc1.1_LOC5503591, exon 2 of 4)	-exon (Nvec_vc1.1_LOC5503591, exon 2 of 4)	398	Nvec_vc1.1_LOC5503591	Nvec_vc1.1_LOC5503591	Nvec_vc1.1_XM_032371886			LOC5503591			NA
Elav_pos_R3.mLb.clN_peak_14203	NC_064045.1	13622983	13623887	+	2906	NA	promoter-TSS (Nvec_vc1.1_LOC5520158)	-promoter-TSS (Nvec_vc1.1_LOC5520158)	-178	Nvec_vc1.1_LOC5520158	Nvec_vc1.1_LOC5520158	Nvec_vc1.1_XM_001640033			LOC5520158			NA
Elav_pos_R3.mLb.clN_peak_13544	NC_064045.1	3840355	3841083	+	2904	NA	promoter-TSS (Nvec_vc1.1_LOC116609751)	-promoter-TSS (Nvec_vc1.1_LOC116609751)	-20	Nvec_vc1.1_LOC116609751	Nvec_vc1.1_LOC116609751	Nvec_vc1.1_XM_048719697			LOC116609751			NA
Elav_pos_R3.mLb.clN_peak_11292	NC_064042.1	15319370	15320007	+	2903	NA	promoter-TSS (Nvec_vc1.1_LOC116614245)	-promoter-TSS (Nvec_vc1.1_LOC116614245)	-5	Nvec_vc1.1_LOC5506606	Nvec_vc1.1_LOC5506606	Nvec_vc1.1_XM_048731984			LOC5506606			NA
Elav_pos_R3.mLb.clN_peak_16077	NC_064047.1	12923049	12923732	+	2903	NA	promoter-TSS (Nvec_vc1.1_LOC5501458)	-promoter-TSS (Nvec_vc1.1_LOC5501458)	-95	Nvec_vc1.1_LOC5501458	Nvec_vc1.1_LOC5501458	Nvec_vc1.1_XM_048721772			LOC5501458			NA
Elav_pos_R3.mLb.clN_peak_2343	NC_064035.1	11815505	11817058	+	2902	NA	promoter-TSS (Nvec_vc1.1_LOC5514024)	-promoter-TSS (Nvec_vc1.1_LOC5514024)	221	Nvec_vc1.1_LOC5514023	Nvec_vc1.1_LOC5514023	Nvec_vc1.1_XM_032383661			LOC5514023			NA
Elav_pos_R3.mLb.clN_peak_7467	NC_064039.1	7200345	7201409	+	2900	NA	exon (Nvec_vc1.1_LOC116619643, exon 1 of 12)	-exon (Nvec_vc1.1_LOC116619643, exon 1 of 12)	336	Nvec_vc1.1_LOC116619643	Nvec_vc1.1_LOC116619643	Nvec_vc1.1_XM_032384612			LOC116619643			NA
Elav_pos_R3.mLb.clN_peak_16228	NC_064048.1	1451878	1452694	+	2889	NA	promoter-TSS (Nvec_vc1.1_LOC5508260)	-promoter-TSS (Nvec_vc1.1_LOC5508260)	54	Nvec_vc1.1_LOC5508260	Nvec_vc1.1_LOC5508260	Nvec_vc1.1_XM_048722500			LOC5508260			NA
Elav_pos_R3.mLb.clN_peak_13286	NC_064044.1	13749209	13750453	+	2886	NA	exon (Nvec_vc1.1_LOC5517566, exon 1 of 7)	-exon (Nvec_vc1.1_LOC5517566, exon 1 of 7)	242	Nvec_vc1.1_LOC5517566	Nvec_vc1.1_LOC5517566	Nvec_vc1.1_XM_032362029			LOC5517566			NA
Elav_pos_R3.mLb.clN_peak_3708	NC_064036.1	9283060	9284400	+	2883	NA	exon (Nvec_vc1.1_LOC5513202, exon 1 of 7)	-exon (Nvec_vc1.1_LOC5513202, exon 1 of 7)	190	Nvec_vc1.1_LOC5513202	Nvec_vc1.1_LOC5513202	Nvec_vc1.1_XM_001633478			LOC5513202			NA
Elav_pos_R3.mLb.clN_peak_12001	NC_064043.1	8756808	8757576	+	2882	NA	promoter-TSS (Nvec_vc1.1_LOC5513573)	-promoter-TSS (Nvec_vc1.1_LOC5513573)	-69	Nvec_vc1.1_LOC5513535	Nvec_vc1.1_LOC5513535	Nvec_vc1.1_XM_032383091			LOC5513535			NA
Elav_pos_R3.mLb.clN_peak_8167	NC_064039.1	17069395	17070554	+	2881	NA	promoter-TSS (Nvec_vc1.1_LOC5506336)	-promoter-TSS (Nvec_vc1.1_LOC5506336)	-317	Nvec_vc1.1_LOC5506336	Nvec_vc1.1_LOC5506336	Nvec_vc1.1_XM_048729159			LOC5506336			NA
Elav_pos_R3.mLb.clN_peak_6613	NC_064038.1	12545374	12545943	+	2878	NA	promoter-TSS (Nvec_vc1.1_LOC5514143)	-promoter-TSS (Nvec_vc1.1_LOC5514143)	27	Nvec_vc1.1_LOC5514143	Nvec_vc1.1_LOC5514143	Nvec_vc1.1_XM_001634326			LOC5514143			NA
Elav_pos_R3.mLb.clN_peak_15561	NC_064047.1	3550529	3551607	+	2876	NA	promoter-TSS (Nvec_vc1.1_LOC116609997)	-promoter-TSS (Nvec_vc1.1_LOC116609997)	-39	Nvec_vc1.1_LOC116609997	Nvec_vc1.1_LOC116609997	Nvec_vc1.1_XM_032370799			LOC116609997			NA
Elav_pos_R3.mLb.clN_peak_1933	NC_064035.1	6290971	6291940	+	2871	NA	promoter-TSS (Nvec_vc1.1_LOC5517882)	-promoter-TSS (Nvec_vc1.1_LOC5517882)	151	Nvec_vc1.1_LOC5517942	Nvec_vc1.1_LOC5517942	Nvec_vc1.1_XM_048723524			LOC5517942			NA
Elav_pos_R3.mLb.clN_peak_10330	NC_064042.1	1337807	1338993	+	2871	NA	promoter-TSS (Nvec_vc1.1_LOC5509461)	-promoter-TSS (Nvec_vc1.1_LOC5509461)	51	Nvec_vc1.1_LOC5509461	Nvec_vc1.1_LOC5509461	Nvec_vc1.1_XM_032378409			LOC5509461			NA
Elav_pos_R3.mLb.clN_peak_15086	NC_064046.1	11323369	11324222	+	2868	NA	exon (Nvec_vc1.1_LOC5500536, exon 1 of 1)	-exon (Nvec_vc1.1_LOC5500536, exon 1 of 1)	204	Nvec_vc1.1_LOC5500536	Nvec_vc1.1_LOC5500536	Nvec_vc1.1_XM_001621919			LOC5500536			NA
Elav_pos_R3.mLb.clN_peak_7805	NC_064039.1	11362703	11363292	+	2867	NA	promoter-TSS (Nvec_vc1.1_LOC5512035)	-promoter-TSS (Nvec_vc1.1_LOC5512035)	141	Nvec_vc1.1_LOC5512025	Nvec_vc1.1_LOC5512025	Nvec_vc1.1_XM_001632350			LOC5512025			NA
Elav_pos_R3.mLb.clN_peak_9279	NC_064040.1	16436781	16437698	+	2866	NA	promoter-TSS (Nvec_vc1.1_LOC5516065)	-promoter-TSS (Nvec_vc1.1_LOC5516065)	-191	Nvec_vc1.1_LOC5516066	Nvec_vc1.1_LOC5516066	Nvec_vc1.1_XM_032385833			LOC5516066			NA
Elav_pos_R3.mLb.clN_peak_7968	NC_064039.1	13331824	13333122	+	2866	NA	promoter-TSS (Nvec_vc1.1_LOC5521070)	-promoter-TSS (Nvec_vc1.1_LOC5521070)	-195	Nvec_vc1.1_LOC5521070	Nvec_vc1.1_LOC5521070	Nvec_vc1.1_XM_032366199			LOC5521070			NA
Elav_pos_R3.mLb.clN_peak_5123	NC_064037.1	8018042	8019252	+	2846	NA	promoter-TSS (Nvec_vc1.1_LOC5519648)	-promoter-TSS (Nvec_vc1.1_LOC5519648)	-357	Nvec_vc1.1_LOC5519648	Nvec_vc1.1_LOC5519648	Nvec_vc1.1_XM_001639477			LOC5519648			NA
Elav_pos_R3.mLb.clN_peak_9933	NC_064041.1	11291649	11292652	+	2834	NA	promoter-TSS (Nvec_vc1.1_LOC5515345)	-promoter-TSS (Nvec_vc1.1_LOC5515345)	-45	Nvec_vc1.1_LOC5515345	Nvec_vc1.1_LOC5515345	Nvec_vc1.1_XM_048731523			LOC5515345			NA
Elav_pos_R3.mLb.clN_peak_5420	NC_064037.1	12220800	12221833	+	2834	NA	promoter-TSS (Nvec_vc1.1_LOC5516649)	-promoter-TSS (Nvec_vc1.1_LOC5516649)	-27	Nvec_vc1.1_LOC5516649	Nvec_vc1.1_LOC5516649	Nvec_vc1.1_XM_001636595			LOC5516649			NA
Elav_pos_R3.mLb.clN_peak_9273	NC_064040.1	16300994	16302399	+	2832	NA	promoter-TSS (Nvec_NVE17130)	-promoter-TSS (Nvec_NVE17130)	-310	Nvec_NVE17130	Nvec_NVE17130	Nvec_NVE17130						NA
Elav_pos_R3.mLb.clN_peak_2901	NC_064035.1	19464793	19465458	+	2830	NA	exon (Nvec_vc1.1_LOC5509695, exon 1 of 4)	-exon (Nvec_vc1.1_LOC5509695, exon 1 of 4)	108	Nvec_vc1.1_LOC5509695	Nvec_vc1.1_LOC5509695	Nvec_vc1.1_XM_001630155			LOC5509695			NA
Elav_pos_R3.mLb.clN_peak_11772	NC_064043.1	6228366	6229240	+	2824	NA	promoter-TSS (Nvec_vc1.1_LOC5522085)	-promoter-TSS (Nvec_vc1.1_LOC5522085)	-188	Nvec_vc1.1_LOC5521970	Nvec_vc1.1_LOC5521970	Nvec_vc1.1_XM_001641800			LOC5521970			NA
Elav_pos_R3.mLb.clN_peak_16498	NC_064048.1	5214683	5215972	+	2824	NA	exon (Nvec_vc1.1_LOC5522216, exon 1 of 3)	-exon (Nvec_vc1.1_LOC5522216, exon 1 of 3)	273	Nvec_vc1.1_LOC5522216	Nvec_vc1.1_LOC5522216	Nvec_vc1.1_XM_001642047			LOC5522216			NA
Elav_pos_R3.mLb.clN_peak_15836	NC_064047.1	8441426	8443282	+	2819	NA	promoter-TSS (Nvec_vc1.1_LOC5510461)	-promoter-TSS (Nvec_vc1.1_LOC5510461)	615	Nvec_vc1.1_LOC5510446	Nvec_vc1.1_LOC5510446	Nvec_vc1.1_XM_048722183			LOC5510446			NA
Elav_pos_R3.mLb.clN_peak_12600	NC_064044.1	2840022	2840988	+	2819	NA	promoter-TSS (Nvec_vc1.1_LOC5505782)	-promoter-TSS (Nvec_vc1.1_LOC5505782)	-49	Nvec_vc1.1_LOC5505782	Nvec_vc1.1_LOC5505782	Nvec_vc1.1_XM_001626476			LOC5505782			NA
Elav_pos_R3.mLb.clN_peak_3869	NC_064036.1	11051341	11052354	+	2819	NA	exon (Nvec_vc1.1_LOC5519971, exon 3 of 42)	-exon (Nvec_vc1.1_LOC5519971, exon 3 of 42)	4857	Nvec_vc1.1_LOC5519971	Nvec_vc1.1_LOC5519971	Nvec_vc1.1_XM_048725656			LOC5519971			NA
Elav_pos_R3.mLb.clN_peak_11265	NC_064042.1	14907563	14909052	+	2819	NA	promoter-TSS (Nvec_vc1.1_LOC5507926)	-promoter-TSS (Nvec_vc1.1_LOC5507926)	-306	Nvec_vc1.1_LOC5507926	Nvec_vc1.1_LOC5507926	Nvec_vc1.1_XM_032376646			LOC5507926			NA
Elav_pos_R3.mLb.clN_peak_13373	NC_064044.1	16016781	16017837	+	2819	NA	promoter-TSS (Nvec_vc1.1_LOC5504641)	-promoter-TSS (Nvec_vc1.1_LOC5504641)	-93	Nvec_vc1.1_LOC5504642	Nvec_vc1.1_LOC5504642	Nvec_vc1.1_XM_032372985			LOC5504642			NA
Elav_pos_R3.mLb.clN_peak_12411	NC_064043.1	13984405	13985390	+	2805	NA	promoter-TSS (Nvec_vc1.1_LOC5517783)	-promoter-TSS (Nvec_vc1.1_LOC5517783)	-155	Nvec_vc1.1_LOC5517735	Nvec_vc1.1_LOC5517735	Nvec_vc1.1_XM_048733285			LOC5517735			NA
Elav_pos_R3.mLb.clN_peak_9131	NC_064040.1	13960604	13961835	+	2800	NA	promoter-TSS (Nvec_vc1.1_LOC5507861)	-promoter-TSS (Nvec_vc1.1_LOC5507861)	52	Nvec_vc1.1_LOC5507861	Nvec_vc1.1_LOC5507861	Nvec_vc1.1_XM_001628443			LOC5507861			NA
Elav_pos_R3.mLb.clN_peak_5488	NC_064037.1	13354663	13355845	+	2800	NA	promoter-TSS (Nvec_vc1.1_LOC5511049)	-promoter-TSS (Nvec_vc1.1_LOC5511049)	113	Nvec_vc1.1_LOC125556776	Nvec_vc1.1_LOC125556776	Nvec_vc1.1_XM_048726936			LOC125556776			NA
Elav_pos_R3.mLb.clN_peak_5961	NC_064038.1	3340694	3341535	+	2796	NA	promoter-TSS (Nvec_vc1.1_LOC5512014)	-promoter-TSS (Nvec_vc1.1_LOC5512014)	53	Nvec_vc1.1_LOC5512014	Nvec_vc1.1_LOC5512014	Nvec_vc1.1_XM_001632345			LOC5512014			NA
Elav_pos_R3.mLb.clN_peak_14654	NC_064046.1	4139779	4140671	+	2796	NA	promoter-TSS (Nvec_vc1.1_LOC116618186)	-promoter-TSS (Nvec_vc1.1_LOC116618186)	-14	Nvec_vc1.1_LOC116618196	Nvec_vc1.1_LOC116618196	Nvec_vc1.1_XM_048720740			LOC116618196			NA
Elav_pos_R3.mLb.clN_peak_5127	NC_064037.1	8052470	8053104	+	2790	NA	promoter-TSS (Nvec_vc1.1_LOC5519651)	-promoter-TSS (Nvec_vc1.1_LOC5519651)	-75	Nvec_vc1.1_LOC5519742	Nvec_vc1.1_LOC5519742	Nvec_vc1.1_XM_032364495			LOC5519742			NA
Elav_pos_R3.mLb.clN_peak_16903	NC_064048.1	11047972	11048645	+	2789	NA	promoter-TSS (Nvec_vc1.1_LOC5502345)	-promoter-TSS (Nvec_vc1.1_LOC5502345)	-16	Nvec_vc1.1_LOC5502346	Nvec_vc1.1_LOC5502346	Nvec_vc1.1_XM_048722661			LOC5502346			NA
Elav_pos_R3.mLb.clN_peak_13823	NC_064045.1	7646139	7647145	+	2784	NA	promoter-TSS (Nvec_v1g133209)	-promoter-TSS (Nvec_v1g133209)	47	Nvec_v1g133209	Nvec_v1g133209	Nvec_v1g133209						NA
