PeakID (cmd=annotatePeaks.pl Fox_pos_R2.mLb.clN_peaks.narrowPeak GCF_932526225.1_jaNemVect1.1_genomic.fna -gid -gtf Nvec_v4_merged_annotation_sort.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
Fox_pos_R2.mLb.clN_peak_5703	NC_064037.1	13354735	13355755	+	4019	NA	promoter-TSS (Nvec_vc1.1_LOC5511049)	-promoter-TSS (Nvec_vc1.1_LOC5511049)	122	Nvec_vc1.1_LOC125556776	Nvec_vc1.1_LOC125556776	Nvec_vc1.1_XM_048726936			LOC125556776			NA
Fox_pos_R2.mLb.clN_peak_12405	NC_064043.1	8756684	8757561	+	4015	NA	promoter-TSS (Nvec_vc1.1_LOC5513573)	-promoter-TSS (Nvec_vc1.1_LOC5513573)	1	Nvec_vc1.1_LOC5513535	Nvec_vc1.1_LOC5513535	Nvec_vc1.1_XM_032383091			LOC5513535			NA
Fox_pos_R2.mLb.clN_peak_4838	NC_064037.1	2481959	2482668	+	4005	NA	exon (Nvec_vc1.1_LOC5511558, exon 1 of 14)	-exon (Nvec_vc1.1_LOC5511558, exon 1 of 14)	140	Nvec_vc1.1_LOC5511558	Nvec_vc1.1_LOC5511558	Nvec_vc1.1_XM_001631892			LOC5511558			NA
Fox_pos_R2.mLb.clN_peak_16792	NC_064047.1	13135496	13136491	+	4001	NA	promoter-TSS (Nvec_vc1.1_LOC5503079)	-promoter-TSS (Nvec_vc1.1_LOC5503079)	-76	Nvec_vc1.1_LOC5503079	Nvec_vc1.1_LOC5503079	Nvec_vc1.1_XM_032371359			LOC5503079			NA
Fox_pos_R2.mLb.clN_peak_14977	NC_064046.1	748727	749787	+	3999	NA	promoter-TSS (Nvec_vc1.1_LOC5521605)	-promoter-TSS (Nvec_vc1.1_LOC5521605)	-269	Nvec_vc1.1_LOC5521605	Nvec_vc1.1_LOC5521605	Nvec_vc1.1_XM_001641219			LOC5521605			NA
Fox_pos_R2.mLb.clN_peak_16570	NC_064047.1	9018935	9019787	+	3982	NA	promoter-TSS (Nvec_vc1.1_LOC5509924)	-promoter-TSS (Nvec_vc1.1_LOC5509924)	-142	Nvec_vc1.1_LOC5509924	Nvec_vc1.1_LOC5509924	Nvec_vc1.1_XM_001630363			LOC5509924			NA
Fox_pos_R2.mLb.clN_peak_14076	NC_064045.1	3744413	3745716	+	3979	NA	promoter-TSS (Nvec_vc1.1_LOC5516880)	-promoter-TSS (Nvec_vc1.1_LOC5516880)	-139	Nvec_vc1.1_LOC5516880	Nvec_vc1.1_LOC5516880	Nvec_vc1.1_XM_048720266			LOC5516880			NA
Fox_pos_R2.mLb.clN_peak_9427	NC_064040.1	13960997	13961802	+	3966	NA	promoter-TSS (Nvec_vc1.1_LOC5507861)	-promoter-TSS (Nvec_vc1.1_LOC5507861)	-32	Nvec_vc1.1_LOC5507875	Nvec_vc1.1_LOC5507875	Nvec_vc1.1_XM_032376626			LOC5507875			NA
Fox_pos_R2.mLb.clN_peak_1076	NC_064034.1	15241535	15241949	+	3935	NA	exon (Nvec_vc1.1_LOC5506333, exon 1 of 10)	-exon (Nvec_vc1.1_LOC5506333, exon 1 of 10)	150	Nvec_vc1.1_LOC5506333	Nvec_vc1.1_LOC5506333	Nvec_vc1.1_XM_032374704			LOC5506333			NA
Fox_pos_R2.mLb.clN_peak_12092	NC_064043.1	4969797	4970663	+	3926	NA	promoter-TSS (Nvec_vc1.1_LOC5506075)	-promoter-TSS (Nvec_vc1.1_LOC5506075)	4	Nvec_vc1.1_LOC5506072	Nvec_vc1.1_LOC5506072	Nvec_vc1.1_XM_032374401			LOC5506072			NA
Fox_pos_R2.mLb.clN_peak_11703	NC_064042.1	15911604	15912562	+	3920	NA	intron (Nvec_vc1.1_LOC5502910, intron 1 of 9)	-intron (Nvec_vc1.1_LOC5502910, intron 1 of 9)	6676	Nvec_vc1.1_LOC5502910	Nvec_vc1.1_LOC5502910	Nvec_vc1.1_XM_048732635			LOC5502910			NA
Fox_pos_R2.mLb.clN_peak_16533	NC_064047.1	8470730	8471761	+	3910	NA	promoter-TSS (Nvec_vc1.1_LOC5510445)	-promoter-TSS (Nvec_vc1.1_LOC5510445)	-37	Nvec_vc1.1_LOC5510445	Nvec_vc1.1_LOC5510445	Nvec_vc1.1_XM_001630871			LOC5510445			NA
Fox_pos_R2.mLb.clN_peak_4343	NC_064036.1	14911294	14912262	+	3904	NA	Intergenic	Intergenic	-1777	Nvec_vc1.1_LOC5522175	Nvec_vc1.1_LOC5522175	Nvec_vc1.1_XM_032367459			LOC5522175			NA
Fox_pos_R2.mLb.clN_peak_10469	NC_064041.1	14792853	14793925	+	3884	NA	promoter-TSS (Nvec_vc1.1_LOC116617180)	-promoter-TSS (Nvec_vc1.1_LOC116617180)	-252	Nvec_vc1.1_LOC116617180	Nvec_vc1.1_LOC116617180	Nvec_vc1.1_XM_032379646			LOC116617180			NA
Fox_pos_R2.mLb.clN_peak_9938	NC_064041.1	5534083	5534682	+	3881	NA	promoter-TSS (Nvec_vc1.1_LOC5504492)	-promoter-TSS (Nvec_vc1.1_LOC5504492)	17	Nvec_vc1.1_LOC5504492	Nvec_vc1.1_LOC5504492	Nvec_vc1.1_XM_001625350			LOC5504492			NA
Fox_pos_R2.mLb.clN_peak_13436	NC_064044.1	8748845	8749512	+	3881	NA	promoter-TSS (Nvec_vc1.1_LOC5508651)	-promoter-TSS (Nvec_vc1.1_LOC5508651)	-40	Nvec_vc1.1_LOC5508651	Nvec_vc1.1_LOC5508651	Nvec_vc1.1_XM_001629168			LOC5508651			NA
Fox_pos_R2.mLb.clN_peak_5984	NC_064037.1	16624328	16625413	+	3854	NA	promoter-TSS (Nvec_vc1.1_LOC5513930)	-promoter-TSS (Nvec_vc1.1_LOC5513930)	-63	Nvec_vc1.1_LOC5513946	Nvec_vc1.1_LOC5513946	Nvec_vc1.1_XM_048726361			LOC5513946			NA
Fox_pos_R2.mLb.clN_peak_12766	NC_064043.1	13329324	13330128	+	3851	NA	promoter-TSS (Nvec_v1g236959)	-promoter-TSS (Nvec_v1g236959)	30	Nvec_vc1.1_LOC5512489	Nvec_vc1.1_LOC5512489	Nvec_vc1.1_XM_032381946			LOC5512489			NA
Fox_pos_R2.mLb.clN_peak_574	NC_064034.1	7983285	7984819	+	3841	NA	promoter-TSS (Nvec_vc1.1_LOC5499056)	-promoter-TSS (Nvec_vc1.1_LOC5499056)	-541	Nvec_vc1.1_LOC5499056	Nvec_vc1.1_LOC5499056	Nvec_vc1.1_XM_032367802			LOC5499056			NA
Fox_pos_R2.mLb.clN_peak_8434	NC_064039.1	17069547	17070554	+	3838	NA	promoter-TSS (Nvec_vc1.1_LOC5506336)	-promoter-TSS (Nvec_vc1.1_LOC5506336)	-241	Nvec_vc1.1_LOC5506336	Nvec_vc1.1_LOC5506336	Nvec_vc1.1_XM_048729159			LOC5506336			NA
Fox_pos_R2.mLb.clN_peak_2628	NC_064035.1	14509053	14510130	+	3836	NA	promoter-TSS (Nvec_vc1.1_LOC5521716)	-promoter-TSS (Nvec_vc1.1_LOC5521716)	-112	Nvec_vc1.1_LOC5521716	Nvec_vc1.1_LOC5521716	Nvec_vc1.1_XM_032367051			LOC5521716			NA
Fox_pos_R2.mLb.clN_peak_13095	NC_064044.1	3591034	3591877	+	3835	NA	promoter-TSS (Nvec_vc1.1_LOC5502082)	-promoter-TSS (Nvec_vc1.1_LOC5502082)	3	Nvec_vc1.1_LOC5502087	Nvec_vc1.1_LOC5502087	Nvec_vc1.1_XM_032370355			LOC5502087			NA
Fox_pos_R2.mLb.clN_peak_5619	NC_064037.1	12220802	12221777	+	3821	NA	promoter-TSS (Nvec_vc1.1_LOC5516649)	-promoter-TSS (Nvec_vc1.1_LOC5516649)	-54	Nvec_vc1.1_LOC5516649	Nvec_vc1.1_LOC5516649	Nvec_vc1.1_XM_001636595			LOC5516649			NA
Fox_pos_R2.mLb.clN_peak_12346	NC_064043.1	7994502	7995259	+	3812	NA	promoter-TSS (Nvec_vc1.1_LOC5521895)	-promoter-TSS (Nvec_vc1.1_LOC5521895)	-84	Nvec_vc1.1_LOC5521895	Nvec_vc1.1_LOC5521895	Nvec_vc1.1_XM_001641608			LOC5521895			NA
Fox_pos_R2.mLb.clN_peak_9586	NC_064040.1	16436724	16437681	+	3800	NA	promoter-TSS (Nvec_vc1.1_LOC5516065)	-promoter-TSS (Nvec_vc1.1_LOC5516065)	-154	Nvec_vc1.1_LOC5516066	Nvec_vc1.1_LOC5516066	Nvec_vc1.1_XM_032385833			LOC5516066			NA
Fox_pos_R2.mLb.clN_peak_2035	NC_064035.1	6290981	6291930	+	3799	NA	promoter-TSS (Nvec_vc1.1_LOC5517882)	-promoter-TSS (Nvec_vc1.1_LOC5517882)	151	Nvec_vc1.1_LOC5517942	Nvec_vc1.1_LOC5517942	Nvec_vc1.1_XM_048723524			LOC5517942			NA
Fox_pos_R2.mLb.clN_peak_16318	NC_064047.1	4722547	4723272	+	3793	NA	TTS (Nvec_vc1.1_LOC5503466)	-TTS (Nvec_vc1.1_LOC5503466)	384	Nvec_vc1.1_LOC5503459	Nvec_vc1.1_LOC5503459	Nvec_vc1.1_XM_032371826			LOC5503459			NA
Fox_pos_R2.mLb.clN_peak_8219	NC_064039.1	13964711	13965573	+	3787	NA	promoter-TSS (Nvec_vc1.1_LOC5507469)	-promoter-TSS (Nvec_vc1.1_LOC5507469)	23	Nvec_vc1.1_LOC5507483	Nvec_vc1.1_LOC5507483	Nvec_vc1.1_XM_032376108			LOC5507483			NA
Fox_pos_R2.mLb.clN_peak_5276	NC_064037.1	7539907	7540980	+	3783	NA	promoter-TSS (Nvec_vc1.1_LOC5519712)	-promoter-TSS (Nvec_vc1.1_LOC5519712)	-101	Nvec_vc1.1_LOC5519712	Nvec_vc1.1_LOC5519712	Nvec_vc1.1_XM_001639547			LOC5519712			NA
Fox_pos_R2.mLb.clN_peak_10983	NC_064042.1	5381338	5382163	+	3780	NA	promoter-TSS (Nvec_vc1.1_LOC5504892)	-promoter-TSS (Nvec_vc1.1_LOC5504892)	-127	Nvec_vc1.1_LOC5504892	Nvec_vc1.1_LOC5504892	Nvec_vc1.1_XM_001625714			LOC5504892			NA
Fox_pos_R2.mLb.clN_peak_4797	NC_064037.1	1970378	1971324	+	3777	NA	promoter-TSS (Nvec_vc1.1_LOC5509197)	-promoter-TSS (Nvec_vc1.1_LOC5509197)	-52	Nvec_vc1.1_LOC5509197	Nvec_vc1.1_LOC5509197	Nvec_vc1.1_XM_001629685			LOC5509197			NA
Fox_pos_R2.mLb.clN_peak_17004	NC_064048.1	2203813	2204415	+	3772	NA	promoter-TSS (Nvec_vc1.1_LOC5502607)	-promoter-TSS (Nvec_vc1.1_LOC5502607)	-58	Nvec_vc1.1_LOC5502607	Nvec_vc1.1_LOC5502607	Nvec_vc1.1_XM_048722425			LOC5502607			NA
Fox_pos_R2.mLb.clN_peak_2405	NC_064035.1	11211442	11212413	+	3769	NA	promoter-TSS (Nvec_vc1.1_LOC5521132)	-promoter-TSS (Nvec_vc1.1_LOC5521132)	-137	Nvec_vc1.1_LOC116604300	Nvec_vc1.1_LOC116604300	Nvec_vc1.1_XM_048724211			LOC116604300			NA
Fox_pos_R2.mLb.clN_peak_10681	NC_064042.1	1337812	1338806	+	3759	NA	promoter-TSS (Nvec_vc1.1_LOC5509452)	-promoter-TSS (Nvec_vc1.1_LOC5509452)	142	Nvec_vc1.1_LOC5509461	Nvec_vc1.1_LOC5509461	Nvec_vc1.1_XM_032378409			LOC5509461			NA
Fox_pos_R2.mLb.clN_peak_1331	NC_064034.1	18665979	18667231	+	3755	NA	Intergenic	Intergenic	-11331	Nvec_vc1.1_LOC116618239	Nvec_vc1.1_LOC116618239	Nvec_vc1.1_XM_032381735			LOC116618239			NA
Fox_pos_R2.mLb.clN_peak_10075	NC_064041.1	7580650	7581530	+	3754	NA	promoter-TSS (Nvec_vc1.1_LOC5515233)	-promoter-TSS (Nvec_vc1.1_LOC5515233)	11	Nvec_vc1.1_LOC5515233	Nvec_vc1.1_LOC5515233	Nvec_vc1.1_XM_001635326			LOC5515233			NA
Fox_pos_R2.mLb.clN_peak_3025	NC_064035.1	19464808	19465425	+	3753	NA	exon (Nvec_vc1.1_LOC5509695, exon 1 of 4)	-exon (Nvec_vc1.1_LOC5509695, exon 1 of 4)	117	Nvec_vc1.1_LOC5509695	Nvec_vc1.1_LOC5509695	Nvec_vc1.1_XM_001630155			LOC5509695			NA
Fox_pos_R2.mLb.clN_peak_12949	NC_064043.1	15706301	15706828	+	3750	NA	promoter-TSS (Nvec_vc1.1_LOC5512210)	-promoter-TSS (Nvec_vc1.1_LOC5512210)	-195	Nvec_vc1.1_LOC5512216	Nvec_vc1.1_LOC5512216	Nvec_vc1.1_XM_048733187			LOC5512216			NA
Fox_pos_R2.mLb.clN_peak_6883	NC_064038.1	12931532	12932347	+	3737	NA	promoter-TSS (Nvec_vc1.1_LOC116614840)	-promoter-TSS (Nvec_vc1.1_LOC116614840)	-182	Nvec_vc1.1_LOC116614840	Nvec_vc1.1_LOC116614840	Nvec_vc1.1_XM_048727784			LOC116614840			NA
Fox_pos_R2.mLb.clN_peak_13608	NC_064044.1	11845143	11846065	+	3726	NA	promoter-TSS (Nvec_vc1.1_LOC5514711)	-promoter-TSS (Nvec_vc1.1_LOC5514711)	-178	Nvec_vc1.1_LOC5514711	Nvec_vc1.1_LOC5514711	Nvec_vc1.1_XM_001634854			LOC5514711			NA
Fox_pos_R2.mLb.clN_peak_5325	NC_064037.1	8052466	8053097	+	3725	NA	promoter-TSS (Nvec_vc1.1_LOC5519651)	-promoter-TSS (Nvec_vc1.1_LOC5519651)	-70	Nvec_vc1.1_LOC5519651	Nvec_vc1.1_LOC5519651	Nvec_vc1.1_XM_001639575			LOC5519651			NA
Fox_pos_R2.mLb.clN_peak_367	NC_064034.1	5114002	5115066	+	3720	NA	promoter-TSS (Nvec_vc1.1_LOC5510684)	-promoter-TSS (Nvec_vc1.1_LOC5510684)	-68	Nvec_vc1.1_LOC5510684	Nvec_vc1.1_LOC5510684	Nvec_vc1.1_XM_001631060			LOC5510684			NA
Fox_pos_R2.mLb.clN_peak_7976	NC_064039.1	10927905	10929004	+	3719	NA	promoter-TSS (Nvec_vc1.1_LOC5503776)	-promoter-TSS (Nvec_vc1.1_LOC5503776)	-225	Nvec_vc1.1_LOC5503784	Nvec_vc1.1_LOC5503784	Nvec_vc1.1_XM_001624701			LOC5503784			NA
Fox_pos_R2.mLb.clN_peak_10650	NC_064042.1	989735	990836	+	3710	NA	promoter-TSS (Nvec_vc1.1_LOC5503854)	-promoter-TSS (Nvec_vc1.1_LOC5503854)	-119	Nvec_vc1.1_LOC5503868	Nvec_vc1.1_LOC5503868	Nvec_vc1.1_XM_032372080			LOC5503868			NA
Fox_pos_R2.mLb.clN_peak_6386	NC_064038.1	5639038	5639924	+	3698	NA	exon (Nvec_vc1.1_LOC5508979, exon 1 of 17)	-exon (Nvec_vc1.1_LOC5508979, exon 1 of 17)	458	Nvec_vc1.1_LOC5508979	Nvec_vc1.1_LOC5508979	Nvec_vc1.1_XM_001629480			LOC5508979			NA
Fox_pos_R2.mLb.clN_peak_6699	NC_064038.1	10110118	10111027	+	3686	NA	promoter-TSS (Nvec_vc1.1_LOC5505629)	-promoter-TSS (Nvec_vc1.1_LOC5505629)	-130	Nvec_vc1.1_LOC5505629	Nvec_vc1.1_LOC5505629	Nvec_vc1.1_XM_001626362			LOC5505629			NA
Fox_pos_R2.mLb.clN_peak_14956	NC_064046.1	371555	372201	+	3676	NA	TTS (Nvec_vc1.1_LOC116601119)	-TTS (Nvec_vc1.1_LOC116601119)	5038	Nvec_vc1.1_LOC116601119	Nvec_vc1.1_LOC116601119	Nvec_vc1.1_XM_001622494			LOC116601119			NA
Fox_pos_R2.mLb.clN_peak_5890	NC_064037.1	15570699	15571347	+	3675	NA	promoter-TSS (Nvec_vc1.1_LOC5516080)	-promoter-TSS (Nvec_vc1.1_LOC5516080)	-76	Nvec_vc1.1_LOC5516080	Nvec_vc1.1_LOC5516080	Nvec_vc1.1_XM_048726886			LOC5516080			NA
Fox_pos_R2.mLb.clN_peak_10178	NC_064041.1	9564499	9565486	+	3675	NA	promoter-TSS (Nvec_vc1.1_LOC5519356)	-promoter-TSS (Nvec_vc1.1_LOC5519356)	-33	Nvec_vc1.1_LOC5519356	Nvec_vc1.1_LOC5519356	Nvec_vc1.1_XM_032364166			LOC5519356			NA
Fox_pos_R2.mLb.clN_peak_12310	NC_064043.1	7574981	7575947	+	3672	NA	promoter-TSS (Nvec_vc1.1_LOC5521910)	-promoter-TSS (Nvec_vc1.1_LOC5521910)	-195	Nvec_vc1.1_LOC5521910	Nvec_vc1.1_LOC5521910	Nvec_vc1.1_XM_001641744			LOC5521910			NA
Fox_pos_R2.mLb.clN_peak_6518	NC_064038.1	7538052	7538666	+	3666	NA	promoter-TSS (Nvec_vc1.1_LOC5502057)	-promoter-TSS (Nvec_vc1.1_LOC5502057)	-60	Nvec_vc1.1_LOC5502056	Nvec_vc1.1_LOC5502056	Nvec_vc1.1_XM_048727669			LOC5502056			NA
Fox_pos_R2.mLb.clN_peak_7083	NC_064038.1	17712922	17713744	+	3660	NA	exon (Nvec_vc1.1_LOC5503089, exon 1 of 2)	-exon (Nvec_vc1.1_LOC5503089, exon 1 of 2)	109	Nvec_vc1.1_LOC5503089	Nvec_vc1.1_LOC5503089	Nvec_vc1.1_XM_032371368			LOC5503089			NA
Fox_pos_R2.mLb.clN_peak_16236	NC_064047.1	3563102	3563834	+	3645	NA	promoter-TSS (Nvec_vc1.1_LOC5502536)	-promoter-TSS (Nvec_vc1.1_LOC5502536)	-8	Nvec_vc1.1_LOC5502532	Nvec_vc1.1_LOC5502532	Nvec_vc1.1_XM_032370798			LOC5502532			NA
Fox_pos_R2.mLb.clN_peak_6434	NC_064038.1	6254661	6255720	+	3638	NA	promoter-TSS (Nvec_vc1.1_LOC5513196)	-promoter-TSS (Nvec_vc1.1_LOC5513196)	-85	Nvec_vc1.1_LOC116617606	Nvec_vc1.1_LOC116617606	Nvec_vc1.1_XM_048727519			LOC116617606			NA
Fox_pos_R2.mLb.clN_peak_13793	NC_064044.1	13749439	13750042	+	3634	NA	exon (Nvec_vc1.1_LOC5517566, exon 1 of 7)	-exon (Nvec_vc1.1_LOC5517566, exon 1 of 7)	151	Nvec_vc1.1_LOC5517566	Nvec_vc1.1_LOC5517566	Nvec_vc1.1_XM_032362029			LOC5517566			NA
Fox_pos_R2.mLb.clN_peak_14585	NC_064045.1	10796225	10797164	+	3632	NA	promoter-TSS (Nvec_vc1.1_LOC5506102)	-promoter-TSS (Nvec_vc1.1_LOC5506102)	-201	Nvec_vc1.1_LOC5506093	Nvec_vc1.1_LOC5506093	Nvec_vc1.1_XM_048719406			LOC5506093			NA
Fox_pos_R2.mLb.clN_peak_2407	NC_064035.1	11245760	11246472	+	3629	NA	promoter-TSS (Nvec_vc1.1_LOC5521131)	-promoter-TSS (Nvec_vc1.1_LOC5521131)	-347	Nvec_vc1.1_LOC5521131	Nvec_vc1.1_LOC5521131	Nvec_vc1.1_XM_032366255			LOC5521131			NA
Fox_pos_R2.mLb.clN_peak_11132	NC_064042.1	7543599	7544423	+	3607	NA	promoter-TSS (Nvec_vc1.1_LOC5518158)	-promoter-TSS (Nvec_vc1.1_LOC5518158)	-110	Nvec_vc1.1_LOC5518158	Nvec_vc1.1_LOC5518158	Nvec_vc1.1_XM_032362787			LOC5518158			NA
Fox_pos_R2.mLb.clN_peak_6760	NC_064038.1	10852665	10853931	+	3607	NA	promoter-TSS (Nvec_vc1.1_LOC5517669)	-promoter-TSS (Nvec_vc1.1_LOC5517669)	45	Nvec_vc1.1_LOC5517669	Nvec_vc1.1_LOC5517669	Nvec_vc1.1_XM_001637561			LOC5517669			NA
Fox_pos_R2.mLb.clN_peak_3527	NC_064036.1	4827617	4828672	+	3601	NA	promoter-TSS (Nvec_v1g207342)	-promoter-TSS (Nvec_v1g207342)	-96	Nvec_v1g207342	Nvec_v1g207342	Nvec_v1g207342						NA
Fox_pos_R2.mLb.clN_peak_7080	NC_064038.1	17690120	17690623	+	3597	NA	promoter-TSS (Nvec_vc1.1_LOC5503833)	-promoter-TSS (Nvec_vc1.1_LOC5503833)	-3	Nvec_vc1.1_LOC5503833	Nvec_vc1.1_LOC5503833	Nvec_vc1.1_XM_048727563			LOC5503833			NA
Fox_pos_R2.mLb.clN_peak_8175	NC_064039.1	13331824	13333127	+	3582	NA	promoter-TSS (Nvec_vc1.1_LOC5521070)	-promoter-TSS (Nvec_vc1.1_LOC5521070)	-193	Nvec_vc1.1_LOC5521070	Nvec_vc1.1_LOC5521070	Nvec_vc1.1_XM_032366199			LOC5521070			NA
Fox_pos_R2.mLb.clN_peak_17078	NC_064048.1	3456896	3458099	+	3576	NA	promoter-TSS (Nvec_vc1.1_LOC5515620)	-promoter-TSS (Nvec_vc1.1_LOC5515620)	-141	Nvec_vc1.1_LOC5515607	Nvec_vc1.1_LOC5515607	Nvec_vc1.1_XM_032385387			LOC5515607			NA
Fox_pos_R2.mLb.clN_peak_10946	NC_064042.1	4922937	4923777	+	3573	NA	promoter-TSS (Nvec_vc1.1_LOC5510961)	-promoter-TSS (Nvec_vc1.1_LOC5510961)	61	Nvec_vc1.1_LOC5510989	Nvec_vc1.1_LOC5510989	Nvec_vc1.1_XM_032380209			LOC5510989			NA
Fox_pos_R2.mLb.clN_peak_15273	NC_064046.1	4139775	4140507	+	3566	NA	promoter-TSS (Nvec_vc1.1_LOC116618186)	-promoter-TSS (Nvec_vc1.1_LOC116618186)	-98	Nvec_vc1.1_LOC116618196	Nvec_vc1.1_LOC116618196	Nvec_vc1.1_XM_048720740			LOC116618196			NA
Fox_pos_R2.mLb.clN_peak_217	NC_064034.1	3449543	3450293	+	3544	NA	TTS (Nvec_vc1.1_LOC116612486)	-TTS (Nvec_vc1.1_LOC116612486)	237	Nvec_vc1.1_LOC5504884	Nvec_vc1.1_LOC5504884	Nvec_vc1.1_XM_001625700			LOC5504884			NA
Fox_pos_R2.mLb.clN_peak_6682	NC_064038.1	9918408	9919154	+	3532	NA	exon (Nvec_vc1.1_LOC5508724, exon 1 of 2)	-exon (Nvec_vc1.1_LOC5508724, exon 1 of 2)	122	Nvec_vc1.1_LOC5508724	Nvec_vc1.1_LOC5508724	Nvec_vc1.1_XM_032377532			LOC5508724			NA
Fox_pos_R2.mLb.clN_peak_15019	NC_064046.1	1244623	1245976	+	3528	NA	exon (Nvec_vc1.1_LOC5500515, exon 1 of 1)	-exon (Nvec_vc1.1_LOC5500515, exon 1 of 1)	331	Nvec_vc1.1_LOC5500515	Nvec_vc1.1_LOC5500515	Nvec_vc1.1_XM_032368922			LOC5500515			NA
Fox_pos_R2.mLb.clN_peak_8306	NC_064039.1	15248014	15249221	+	3525	NA	promoter-TSS (Nvec_vc1.1_LOC5501420)	-promoter-TSS (Nvec_vc1.1_LOC5501420)	-456	Nvec_vc1.1_LOC5501420	Nvec_vc1.1_LOC5501420	Nvec_vc1.1_XM_048728987			LOC5501420			NA
Fox_pos_R2.mLb.clN_peak_2758	NC_064035.1	16237614	16238600	+	3524	NA	promoter-TSS (Nvec_vc1.1_LOC5504561)	-promoter-TSS (Nvec_vc1.1_LOC5504561)	-68	Nvec_vc1.1_LOC5504576	Nvec_vc1.1_LOC5504576	Nvec_vc1.1_XM_001625423			LOC5504576			NA
Fox_pos_R2.mLb.clN_peak_15023	NC_064046.1	1309468	1310337	+	3521	NA	promoter-TSS (Nvec_NVE21171)	-promoter-TSS (Nvec_NVE21171)	-100	Nvec_NVE21171	Nvec_NVE21171	Nvec_NVE21171						NA
Fox_pos_R2.mLb.clN_peak_1609	NC_064034.1	22162365	22163082	+	3515	NA	Intergenic	Intergenic	2454	Nvec_v1g223461	Nvec_v1g223461	Nvec_v1g223461						NA
Fox_pos_R2.mLb.clN_peak_6349	NC_064038.1	4881482	4882549	+	3515	NA	exon (Nvec_vc1.1_LOC5509169, exon 1 of 12)	-exon (Nvec_vc1.1_LOC5509169, exon 1 of 12)	164	Nvec_vc1.1_LOC5509169	Nvec_vc1.1_LOC5509169	Nvec_vc1.1_XM_032378043			LOC5509169			NA
Fox_pos_R2.mLb.clN_peak_9913	NC_064041.1	5155517	5156363	+	3509	NA	promoter-TSS (Nvec_vc1.1_LOC5508812)	-promoter-TSS (Nvec_vc1.1_LOC5508812)	22	Nvec_vc1.1_LOC5508802	Nvec_vc1.1_LOC5508802	Nvec_vc1.1_XM_001629336			LOC5508802			NA
Fox_pos_R2.mLb.clN_peak_15949	NC_064046.1	13970862	13971507	+	3503	NA	promoter-TSS (Nvec_vc1.1_LOC5506848)	-promoter-TSS (Nvec_vc1.1_LOC5506848)	-39	Nvec_vc1.1_LOC116614392	Nvec_vc1.1_LOC116614392	Nvec_vc1.1_XM_032375339			LOC116614392			NA
Fox_pos_R2.mLb.clN_peak_1221	NC_064034.1	17340466	17341407	+	3498	NA	promoter-TSS (Nvec_vc1.1_LOC116614813)	-promoter-TSS (Nvec_vc1.1_LOC116614813)	-4	Nvec_vc1.1_LOC116614813	Nvec_vc1.1_LOC116614813	Nvec_vc1.1_XM_048730035			LOC116614813			NA
Fox_pos_R2.mLb.clN_peak_14951	NC_064046.1	319502	320684	+	3496	NA	promoter-TSS (Nvec_vc1.1_LOC5501233)	-promoter-TSS (Nvec_vc1.1_LOC5501233)	-369	Nvec_vc1.1_LOC5501233	Nvec_vc1.1_LOC5501233	Nvec_vc1.1_XM_032369572			LOC5501233			NA
Fox_pos_R2.mLb.clN_peak_6419	NC_064038.1	5910431	5911442	+	3489	NA	intron (Nvec_vc1.1_LOC5511206, intron 2 of 3)	-intron (Nvec_vc1.1_LOC5511206, intron 2 of 3)	-2295	Nvec_vc1.1_LOC5511204	Nvec_vc1.1_LOC5511204	Nvec_vc1.1_XM_032380426			LOC5511204			NA
Fox_pos_R2.mLb.clN_peak_11666	NC_064042.1	15319385	15320013	+	3486	NA	promoter-TSS (Nvec_vc1.1_LOC116614245)	-promoter-TSS (Nvec_vc1.1_LOC116614245)	-16	Nvec_vc1.1_LOC5506606	Nvec_vc1.1_LOC5506606	Nvec_vc1.1_XM_048731984			LOC5506606			NA
Fox_pos_R2.mLb.clN_peak_9683	NC_064041.1	819001	819470	+	3485	NA	exon (Nvec_vc1.1_LOC5508386, exon 1 of 5)	-exon (Nvec_vc1.1_LOC5508386, exon 1 of 5)	104	Nvec_vc1.1_LOC5508386	Nvec_vc1.1_LOC5508386	Nvec_vc1.1_XM_001628947			LOC5508386			NA
Fox_pos_R2.mLb.clN_peak_15575	NC_064046.1	9031027	9031942	+	3483	NA	promoter-TSS (Nvec_vc1.1_LOC5518581)	-promoter-TSS (Nvec_vc1.1_LOC5518581)	-30	Nvec_vc1.1_LOC5518581	Nvec_vc1.1_LOC5518581	Nvec_vc1.1_XM_001638418			LOC5518581			NA
Fox_pos_R2.mLb.clN_peak_1352	NC_064034.1	18992615	18993221	+	3482	NA	promoter-TSS (Nvec_vc1.1_LOC5512309)	-promoter-TSS (Nvec_vc1.1_LOC5512309)	-12	Nvec_vc1.1_LOC5512308	Nvec_vc1.1_LOC5512308	Nvec_vc1.1_XM_048729920			LOC5512308			NA
