PeakID (cmd=annotatePeaks.pl Elav_pos_R1.mLb.clN_peaks.narrowPeak GCF_932526225.1_jaNemVect1.1_genomic.fna -gid -gtf Nvec_v4_merged_annotation_sort.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
Elav_pos_R1.mLb.clN_peak_6432	NC_064038.1	5639035	5640034	+	4190	NA	exon (Nvec_vc1.1_LOC5508979, exon 1 of 17)	-exon (Nvec_vc1.1_LOC5508979, exon 1 of 17)	405	Nvec_vc1.1_LOC5508979	Nvec_vc1.1_LOC5508979	Nvec_vc1.1_XM_001629480			LOC5508979			NA
Elav_pos_R1.mLb.clN_peak_16502	NC_064047.1	9018901	9019955	+	4186	NA	promoter-TSS (Nvec_vc1.1_LOC5509924)	-promoter-TSS (Nvec_vc1.1_LOC5509924)	-75	Nvec_vc1.1_LOC5509924	Nvec_vc1.1_LOC5509924	Nvec_vc1.1_XM_001630363			LOC5509924			NA
Elav_pos_R1.mLb.clN_peak_4487	NC_064036.1	15974540	15975495	+	4183	NA	promoter-TSS (Nvec_vc1.1_LOC5502374)	-promoter-TSS (Nvec_vc1.1_LOC5502374)	-15	Nvec_vc1.1_LOC5502374	Nvec_vc1.1_LOC5502374	Nvec_vc1.1_XM_001623507			LOC5502374			NA
Elav_pos_R1.mLb.clN_peak_996	NC_064034.1	13177965	13180224	+	4163	NA	exon (Nvec_vc1.1_LOC5515875, exon 6 of 21)	-exon (Nvec_vc1.1_LOC5515875, exon 6 of 21)	9400	Nvec_vc1.1_LOC5515930	Nvec_vc1.1_LOC5515930	Nvec_vc1.1_XM_032385655			LOC5515930			NA
Elav_pos_R1.mLb.clN_peak_14810	NC_064045.1	13622799	13623887	+	4155	NA	promoter-TSS (Nvec_vc1.1_LOC5520158)	-promoter-TSS (Nvec_vc1.1_LOC5520158)	-86	Nvec_vc1.1_LOC5520158	Nvec_vc1.1_LOC5520158	Nvec_vc1.1_XM_001640033			LOC5520158			NA
Elav_pos_R1.mLb.clN_peak_15520	NC_064046.1	8124966	8126014	+	4148	NA	promoter-TSS (Nvec_vc1.1_LOC5507044)	-promoter-TSS (Nvec_vc1.1_LOC5507044)	-73	Nvec_vc1.1_LOC5507044	Nvec_vc1.1_LOC5507044	Nvec_vc1.1_XM_001627662			LOC5507044			NA
Elav_pos_R1.mLb.clN_peak_8036	NC_064039.1	9732276	9734448	+	4138	NA	intron (Nvec_vc1.1_LOC5519794, intron 15 of 22)	-intron (Nvec_vc1.1_LOC5519794, intron 15 of 22)	-7485	Nvec_vc1.1_LOC5519795	Nvec_vc1.1_LOC5519795	Nvec_vc1.1_XM_032364830			LOC5519795			NA
Elav_pos_R1.mLb.clN_peak_6643	NC_064038.1	8882343	8883081	+	4130	NA	promoter-TSS (Nvec_vc1.1_LOC125563010)	-promoter-TSS (Nvec_vc1.1_LOC125563010)	-59	Nvec_vc1.1_LOC125563010	Nvec_vc1.1_LOC125563010	Nvec_vc1.1_XM_048727557			LOC125563010			NA
Elav_pos_R1.mLb.clN_peak_12313	NC_064043.1	6228201	6229282	+	4124	NA	promoter-TSS (Nvec_vc1.1_LOC5522085)	-promoter-TSS (Nvec_vc1.1_LOC5522085)	-250	Nvec_vc1.1_LOC5521970	Nvec_vc1.1_LOC5521970	Nvec_vc1.1_XM_001641800			LOC5521970			NA
Elav_pos_R1.mLb.clN_peak_1233	NC_064034.1	17340456	17341338	+	4104	NA	promoter-TSS (Nvec_vc1.1_LOC116614813)	-promoter-TSS (Nvec_vc1.1_LOC116614813)	35	Nvec_vc1.1_LOC116614813	Nvec_vc1.1_LOC116614813	Nvec_vc1.1_XM_048730035			LOC116614813			NA
Elav_pos_R1.mLb.clN_peak_11841	NC_064042.1	16090594	16091649	+	4086	NA	promoter-TSS (Nvec_vc1.1_LOC116610244)	-promoter-TSS (Nvec_vc1.1_LOC116610244)	-113	Nvec_vc1.1_LOC5502734	Nvec_vc1.1_LOC5502734	Nvec_vc1.1_XM_048732658			LOC5502734			NA
Elav_pos_R1.mLb.clN_peak_12479	NC_064043.1	7994473	7995562	+	4076	NA	promoter-TSS (Nvec_vc1.1_LOC5521895)	-promoter-TSS (Nvec_vc1.1_LOC5521895)	-154	Nvec_vc1.1_LOC5521900	Nvec_vc1.1_LOC5521900	Nvec_vc1.1_XM_001641719			LOC5521900			NA
Elav_pos_R1.mLb.clN_peak_6237	NC_064038.1	2989326	2991207	+	4075	NA	exon (Nvec_vc1.1_LOC5503591, exon 2 of 4)	-exon (Nvec_vc1.1_LOC5503591, exon 2 of 4)	411	Nvec_vc1.1_LOC5503591	Nvec_vc1.1_LOC5503591	Nvec_vc1.1_XM_032371886			LOC5503591			NA
Elav_pos_R1.mLb.clN_peak_3146	NC_064035.1	20363911	20364852	+	4068	NA	exon (Nvec_vc1.1_LOC5501073, exon 1 of 2)	-exon (Nvec_vc1.1_LOC5501073, exon 1 of 2)	238	Nvec_vc1.1_LOC5501073	Nvec_vc1.1_LOC5501073	Nvec_vc1.1_XM_032369437			LOC5501073			NA
Elav_pos_R1.mLb.clN_peak_13522	NC_064044.1	8748843	8749523	+	4066	NA	promoter-TSS (Nvec_vc1.1_LOC5508651)	-promoter-TSS (Nvec_vc1.1_LOC5508651)	-45	Nvec_vc1.1_LOC5508651	Nvec_vc1.1_LOC5508651	Nvec_vc1.1_XM_001629168			LOC5508651			NA
Elav_pos_R1.mLb.clN_peak_6028	NC_064037.1	16624274	16625398	+	4064	NA	promoter-TSS (Nvec_vc1.1_LOC5513930)	-promoter-TSS (Nvec_vc1.1_LOC5513930)	-97	Nvec_vc1.1_LOC5513946	Nvec_vc1.1_LOC5513946	Nvec_vc1.1_XM_048726361			LOC5513946			NA
Elav_pos_R1.mLb.clN_peak_7113	NC_064038.1	16550569	16551014	+	4061	NA	Intergenic	Intergenic	-6272	Nvec_vc1.1_LOC5508080	Nvec_vc1.1_LOC5508080	Nvec_vc1.1_XM_001628633			LOC5508080			NA
Elav_pos_R1.mLb.clN_peak_8576	NC_064039.1	17069364	17070560	+	4061	NA	promoter-TSS (Nvec_vc1.1_LOC5506336)	-promoter-TSS (Nvec_vc1.1_LOC5506336)	-329	Nvec_vc1.1_LOC5506336	Nvec_vc1.1_LOC5506336	Nvec_vc1.1_XM_048729159			LOC5506336			NA
Elav_pos_R1.mLb.clN_peak_14729	NC_064045.1	12474088	12475099	+	4048	NA	promoter-TSS (Nvec_vc1.1_LOC5520507)	-promoter-TSS (Nvec_vc1.1_LOC5520507)	-16	Nvec_vc1.1_LOC5520507	Nvec_vc1.1_LOC5520507	Nvec_vc1.1_XM_001640398			LOC5520507			NA
Elav_pos_R1.mLb.clN_peak_13195	NC_064044.1	3590995	3591877	+	4033	NA	promoter-TSS (Nvec_vc1.1_LOC5502082)	-promoter-TSS (Nvec_vc1.1_LOC5502082)	22	Nvec_vc1.1_LOC5502087	Nvec_vc1.1_LOC5502087	Nvec_vc1.1_XM_032370355			LOC5502087			NA
Elav_pos_R1.mLb.clN_peak_4872	NC_064037.1	1970323	1971329	+	4028	NA	promoter-TSS (Nvec_vc1.1_LOC5509197)	-promoter-TSS (Nvec_vc1.1_LOC5509197)	-27	Nvec_vc1.1_LOC5509197	Nvec_vc1.1_LOC5509197	Nvec_vc1.1_XM_001629685			LOC5509197			NA
Elav_pos_R1.mLb.clN_peak_9817	NC_064041.1	572567	573695	+	4026	NA	promoter-TSS (Nvec_vc1.1_LOC5514134)	-promoter-TSS (Nvec_vc1.1_LOC5514134)	-104	Nvec_vc1.1_LOC5514116	Nvec_vc1.1_LOC5514116	Nvec_vc1.1_XM_032383724			LOC5514116			NA
Elav_pos_R1.mLb.clN_peak_11958	NC_064043.1	2472925	2474242	+	4006	NA	promoter-TSS (Nvec_vc1.1_LOC5516451)	-promoter-TSS (Nvec_vc1.1_LOC5516451)	-27	Nvec_vc1.1_LOC5516503	Nvec_vc1.1_LOC5516503	Nvec_vc1.1_XM_032386357			LOC5516503			NA
Elav_pos_R1.mLb.clN_peak_4503	NC_064036.1	16214045	16215221	+	4002	NA	promoter-TSS (Nvec_vc1.1_LOC5507165)	-promoter-TSS (Nvec_vc1.1_LOC5507165)	-125	Nvec_vc1.1_LOC5507165	Nvec_vc1.1_LOC5507165	Nvec_vc1.1_XM_001627792			LOC5507165			NA
Elav_pos_R1.mLb.clN_peak_15268	NC_064046.1	4139760	4140671	+	4000	NA	promoter-TSS (Nvec_vc1.1_LOC116618186)	-promoter-TSS (Nvec_vc1.1_LOC116618186)	-24	Nvec_vc1.1_LOC116618196	Nvec_vc1.1_LOC116618196	Nvec_vc1.1_XM_048720740			LOC116618196			NA
Elav_pos_R1.mLb.clN_peak_9770	NC_064040.1	16920636	16921843	+	3995	NA	promoter-TSS (Nvec_NVE758)	-promoter-TSS (Nvec_NVE758)	-71	Nvec_NVE758	Nvec_NVE758	Nvec_NVE758						NA
Elav_pos_R1.mLb.clN_peak_16307	NC_064047.1	5530226	5530971	+	3980	NA	promoter-TSS (Nvec_vc1.1_LOC5513895)	-promoter-TSS (Nvec_vc1.1_LOC5513895)	49	Nvec_vc1.1_LOC5513895	Nvec_vc1.1_LOC5513895	Nvec_vc1.1_XM_048721947			LOC5513895			NA
Elav_pos_R1.mLb.clN_peak_6383	NC_064038.1	4881482	4882477	+	3980	NA	exon (Nvec_vc1.1_LOC5509169, exon 1 of 12)	-exon (Nvec_vc1.1_LOC5509169, exon 1 of 12)	200	Nvec_vc1.1_LOC5509169	Nvec_vc1.1_LOC5509169	Nvec_vc1.1_XM_032378043			LOC5509169			NA
Elav_pos_R1.mLb.clN_peak_10770	NC_064042.1	989907	990896	+	3976	NA	promoter-TSS (Nvec_vc1.1_LOC5503854)	-promoter-TSS (Nvec_vc1.1_LOC5503854)	-199	Nvec_vc1.1_LOC5503854	Nvec_vc1.1_LOC5503854	Nvec_vc1.1_XM_032372075			LOC5503854			NA
Elav_pos_R1.mLb.clN_peak_16706	NC_064047.1	13135509	13136464	+	3975	NA	promoter-TSS (Nvec_vc1.1_LOC5503079)	-promoter-TSS (Nvec_vc1.1_LOC5503079)	-69	Nvec_vc1.1_LOC5503079	Nvec_vc1.1_LOC5503079	Nvec_vc1.1_XM_032371359			LOC5503079			NA
Elav_pos_R1.mLb.clN_peak_16262	NC_064047.1	4722655	4723264	+	3963	NA	TTS (Nvec_vc1.1_LOC5503466)	-TTS (Nvec_vc1.1_LOC5503466)	334	Nvec_vc1.1_LOC5503459	Nvec_vc1.1_LOC5503459	Nvec_vc1.1_XM_032371826			LOC5503459			NA
Elav_pos_R1.mLb.clN_peak_10135	NC_064041.1	6804318	6805460	+	3963	NA	intron (Nvec_vc1.1_LOC5515227, intron 2 of 42)	-intron (Nvec_vc1.1_LOC5515227, intron 2 of 42)	10202	Nvec_vc1.1_LOC5515227	Nvec_vc1.1_LOC5515227	Nvec_vc1.1_XM_048731044			LOC5515227			NA
Elav_pos_R1.mLb.clN_peak_8003	NC_064039.1	9446171	9447301	+	3961	NA	promoter-TSS (Nvec_vc1.1_LOC5519760)	-promoter-TSS (Nvec_vc1.1_LOC5519760)	-24	Nvec_vc1.1_LOC5519760	Nvec_vc1.1_LOC5519760	Nvec_vc1.1_XM_001639598			LOC5519760			NA
Elav_pos_R1.mLb.clN_peak_8192	NC_064039.1	11362331	11363292	+	3959	NA	promoter-TSS (Nvec_vc1.1_LOC5512035)	-promoter-TSS (Nvec_vc1.1_LOC5512035)	327	Nvec_vc1.1_LOC5512025	Nvec_vc1.1_LOC5512025	Nvec_vc1.1_XM_001632350			LOC5512025			NA
Elav_pos_R1.mLb.clN_peak_12540	NC_064043.1	8756742	8757599	+	3935	NA	promoter-TSS (Nvec_vc1.1_LOC5513573)	-promoter-TSS (Nvec_vc1.1_LOC5513573)	-47	Nvec_vc1.1_LOC5513535	Nvec_vc1.1_LOC5513535	Nvec_vc1.1_XM_032383091			LOC5513535			NA
Elav_pos_R1.mLb.clN_peak_10725	NC_064042.1	147677	148550	+	3929	NA	promoter-TSS (Nvec_vc1.1_LOC5501687)	-promoter-TSS (Nvec_vc1.1_LOC5501687)	-43	Nvec_vc1.1_LOC5501687	Nvec_vc1.1_LOC5501687	Nvec_vc1.1_XM_032369983			LOC5501687			NA
Elav_pos_R1.mLb.clN_peak_5387	NC_064037.1	8018031	8019261	+	3916	NA	promoter-TSS (Nvec_vc1.1_LOC5519648)	-promoter-TSS (Nvec_vc1.1_LOC5519648)	-358	Nvec_vc1.1_LOC5519648	Nvec_vc1.1_LOC5519648	Nvec_vc1.1_XM_001639477			LOC5519648			NA
Elav_pos_R1.mLb.clN_peak_6781	NC_064038.1	10262301	10263213	+	3913	NA	promoter-TSS (Nvec_vc1.1_LOC5505624)	-promoter-TSS (Nvec_vc1.1_LOC5505624)	8	Nvec_vc1.1_LOC5505624	Nvec_vc1.1_LOC5505624	Nvec_vc1.1_XM_001626339			LOC5505624			NA
Elav_pos_R1.mLb.clN_peak_5391	NC_064037.1	8052470	8053104	+	3909	NA	promoter-TSS (Nvec_vc1.1_LOC5519651)	-promoter-TSS (Nvec_vc1.1_LOC5519651)	-75	Nvec_vc1.1_LOC5519742	Nvec_vc1.1_LOC5519742	Nvec_vc1.1_XM_032364495			LOC5519742			NA
Elav_pos_R1.mLb.clN_peak_6768	NC_064038.1	10109763	10112186	+	3908	NA	exon (Nvec_vc1.1_LOC5505629, exon 1 of 2)	-exon (Nvec_vc1.1_LOC5505629, exon 1 of 2)	272	Nvec_vc1.1_LOC5505629	Nvec_vc1.1_LOC5505629	Nvec_vc1.1_XM_001626362			LOC5505629			NA
Elav_pos_R1.mLb.clN_peak_13917	NC_064044.1	15442908	15443718	+	3902	NA	exon (Nvec_vc1.1_LOC116614665, exon 4 of 6)	-exon (Nvec_vc1.1_LOC116614665, exon 4 of 6)	14662	Nvec_vc1.1_LOC116614665	Nvec_vc1.1_LOC116614665	Nvec_vc1.1_XM_032375896			LOC116614665			NA
Elav_pos_R1.mLb.clN_peak_5692	NC_064037.1	12220765	12221841	+	3898	NA	promoter-TSS (Nvec_vc1.1_LOC5516649)	-promoter-TSS (Nvec_vc1.1_LOC5516649)	-40	Nvec_vc1.1_LOC5516649	Nvec_vc1.1_LOC5516649	Nvec_vc1.1_XM_001636595			LOC5516649			NA
Elav_pos_R1.mLb.clN_peak_16714	NC_064047.1	13283013	13284191	+	3897	NA	promoter-TSS (Nvec_vc1.1_LOC5503649)	-promoter-TSS (Nvec_vc1.1_LOC5503649)	-173	Nvec_vc1.1_LOC5503649	Nvec_vc1.1_LOC5503649	Nvec_vc1.1_XM_001624597			LOC5503649			NA
Elav_pos_R1.mLb.clN_peak_17145	NC_064048.1	5214678	5215955	+	3873	NA	exon (Nvec_vc1.1_LOC5522216, exon 1 of 3)	-exon (Nvec_vc1.1_LOC5522216, exon 1 of 3)	262	Nvec_vc1.1_LOC5522216	Nvec_vc1.1_LOC5522216	Nvec_vc1.1_XM_001642047			LOC5522216			NA
Elav_pos_R1.mLb.clN_peak_13066	NC_064043.1	15706301	15706852	+	3869	NA	promoter-TSS (Nvec_vc1.1_LOC5512210)	-promoter-TSS (Nvec_vc1.1_LOC5512210)	-207	Nvec_vc1.1_LOC5512216	Nvec_vc1.1_LOC5512216	Nvec_vc1.1_XM_048733187			LOC5512216			NA
Elav_pos_R1.mLb.clN_peak_15033	NC_064046.1	1309304	1310327	+	3868	NA	promoter-TSS (Nvec_NVE21171)	-promoter-TSS (Nvec_NVE21171)	-13	Nvec_NVE21171	Nvec_NVE21171	Nvec_NVE21171						NA
Elav_pos_R1.mLb.clN_peak_16856	NC_064048.1	1451671	1452645	+	3868	NA	exon (Nvec_vc1.1_LOC5508260, exon 1 of 14)	-exon (Nvec_vc1.1_LOC5508260, exon 1 of 14)	182	Nvec_vc1.1_LOC5508260	Nvec_vc1.1_LOC5508260	Nvec_vc1.1_XM_048722500			LOC5508260			NA
Elav_pos_R1.mLb.clN_peak_10403	NC_064041.1	11291674	11292657	+	3865	NA	promoter-TSS (Nvec_vc1.1_LOC5515345)	-promoter-TSS (Nvec_vc1.1_LOC5515345)	-30	Nvec_vc1.1_LOC5515345	Nvec_vc1.1_LOC5515345	Nvec_vc1.1_XM_048731523			LOC5515345			NA
Elav_pos_R1.mLb.clN_peak_16458	NC_064047.1	8441421	8443282	+	3862	NA	promoter-TSS (Nvec_vc1.1_LOC5510461)	-promoter-TSS (Nvec_vc1.1_LOC5510461)	612	Nvec_vc1.1_LOC5510446	Nvec_vc1.1_LOC5510446	Nvec_vc1.1_XM_048722183			LOC5510446			NA
Elav_pos_R1.mLb.clN_peak_8719	NC_064040.1	2976505	2977594	+	3860	NA	promoter-TSS (Nvec_v1g212694)	-promoter-TSS (Nvec_v1g212694)	-55	Nvec_vc1.1_LOC5507991	Nvec_vc1.1_LOC5507991	Nvec_vc1.1_XM_001628567			LOC5507991			NA
Elav_pos_R1.mLb.clN_peak_3332	NC_064036.1	1586447	1587759	+	3860	NA	promoter-TSS (Nvec_vc1.1_LOC5517045)	-promoter-TSS (Nvec_vc1.1_LOC5517045)	-130	Nvec_vc1.1_LOC5517045	Nvec_vc1.1_LOC5517045	Nvec_vc1.1_XM_032386923			LOC5517045			NA
Elav_pos_R1.mLb.clN_peak_11837	NC_064042.1	16007130	16008095	+	3858	NA	promoter-TSS (Nvec_vc1.1_LOC5502904)	-promoter-TSS (Nvec_vc1.1_LOC5502904)	23	Nvec_vc1.1_LOC116610363	Nvec_vc1.1_LOC116610363	Nvec_vc1.1_XM_048732322			LOC116610363			NA
Elav_pos_R1.mLb.clN_peak_12388	NC_064043.1	7074640	7076117	+	3856	NA	promoter-TSS (Nvec_vc1.1_LOC5522048)	-promoter-TSS (Nvec_vc1.1_LOC5522048)	-319	Nvec_vc1.1_LOC5522048	Nvec_vc1.1_LOC5522048	Nvec_vc1.1_XM_001641643			LOC5522048			NA
Elav_pos_R1.mLb.clN_peak_2432	NC_064035.1	11245572	11246774	+	3851	NA	promoter-TSS (Nvec_vc1.1_LOC5521131)	-promoter-TSS (Nvec_vc1.1_LOC5521131)	-404	Nvec_vc1.1_LOC5521131	Nvec_vc1.1_LOC5521131	Nvec_vc1.1_XM_032366255			LOC5521131			NA
Elav_pos_R1.mLb.clN_peak_4769	NC_064036.1	20484967	20485897	+	3846	NA	promoter-TSS (Nvec_NVE7242)	-promoter-TSS (Nvec_NVE7242)	-63	Nvec_NVE7242	Nvec_NVE7242	Nvec_NVE7242						NA
Elav_pos_R1.mLb.clN_peak_8396	NC_064039.1	13964729	13965778	+	3837	NA	promoter-TSS (Nvec_vc1.1_LOC5507469)	-promoter-TSS (Nvec_vc1.1_LOC5507469)	134	Nvec_vc1.1_LOC5507483	Nvec_vc1.1_LOC5507483	Nvec_vc1.1_XM_032376108			LOC5507483			NA
Elav_pos_R1.mLb.clN_peak_2254	NC_064035.1	9008887	9010346	+	3829	NA	promoter-TSS (Nvec_vc1.1_LOC5516843)	-promoter-TSS (Nvec_vc1.1_LOC5516843)	-311	Nvec_vc1.1_LOC5516843	Nvec_vc1.1_LOC5516843	Nvec_vc1.1_XM_048723331			LOC5516843			NA
Elav_pos_R1.mLb.clN_peak_11088	NC_064042.1	5581165	5582697	+	3827	NA	intron (Nvec_vc1.1_LOC5499909, intron 1 of 3)	-intron (Nvec_vc1.1_LOC5499909, intron 1 of 3)	329	Nvec_vc1.1_LOC5499909	Nvec_vc1.1_LOC5499909	Nvec_vc1.1_XM_048732032			LOC5499909			NA
Elav_pos_R1.mLb.clN_peak_16953	NC_064048.1	2672074	2673172	+	3815	NA	promoter-TSS (Nvec_vc1.1_LOC5510815)	-promoter-TSS (Nvec_vc1.1_LOC5510815)	-113	Nvec_vc1.1_LOC5510815	Nvec_vc1.1_LOC5510815	Nvec_vc1.1_XM_048722600			LOC5510815			NA
Elav_pos_R1.mLb.clN_peak_11803	NC_064042.1	15319388	15320017	+	3813	NA	promoter-TSS (Nvec_vc1.1_LOC116614245)	-promoter-TSS (Nvec_vc1.1_LOC116614245)	-19	Nvec_vc1.1_LOC5506606	Nvec_vc1.1_LOC5506606	Nvec_vc1.1_XM_048731984			LOC5506606			NA
Elav_pos_R1.mLb.clN_peak_1091	NC_064034.1	15241401	15241984	+	3810	NA	promoter-TSS (Nvec_vc1.1_LOC5506333)	-promoter-TSS (Nvec_vc1.1_LOC5506333)	100	Nvec_vc1.1_LOC5506333	Nvec_vc1.1_LOC5506333	Nvec_vc1.1_XM_032374704			LOC5506333			NA
Elav_pos_R1.mLb.clN_peak_3932	NC_064036.1	9283066	9284211	+	3805	NA	exon (Nvec_vc1.1_LOC5513202, exon 1 of 7)	-exon (Nvec_vc1.1_LOC5513202, exon 1 of 7)	282	Nvec_vc1.1_LOC5513202	Nvec_vc1.1_LOC5513202	Nvec_vc1.1_XM_001633478			LOC5513202			NA
Elav_pos_R1.mLb.clN_peak_9742	NC_064040.1	16436633	16437709	+	3791	NA	promoter-TSS (Nvec_vc1.1_LOC5516065)	-promoter-TSS (Nvec_vc1.1_LOC5516065)	-123	Nvec_vc1.1_LOC5516066	Nvec_vc1.1_LOC5516066	Nvec_vc1.1_XM_032385833			LOC5516066			NA
Elav_pos_R1.mLb.clN_peak_16385	NC_064047.1	6690569	6691999	+	3778	NA	promoter-TSS (Nvec_vc1.1_LOC5501697)	-promoter-TSS (Nvec_vc1.1_LOC5501697)	-248	Nvec_vc1.1_LOC5501697	Nvec_vc1.1_LOC5501697	Nvec_vc1.1_XM_001622915			LOC5501697			NA
Elav_pos_R1.mLb.clN_peak_14398	NC_064045.1	6988516	6990598	+	3775	NA	exon (Nvec_vc1.1_LOC5510121, exon 1 of 3)	-exon (Nvec_vc1.1_LOC5510121, exon 1 of 3)	109	Nvec_vc1.1_LOC5510121	Nvec_vc1.1_LOC5510121	Nvec_vc1.1_XM_001630533			LOC5510121			NA
Elav_pos_R1.mLb.clN_peak_16873	NC_064048.1	1691867	1692801	+	3771	NA	promoter-TSS (Nvec_vc1.1_LOC5508285)	-promoter-TSS (Nvec_vc1.1_LOC5508285)	-136	Nvec_vc1.1_LOC5508285	Nvec_vc1.1_LOC5508285	Nvec_vc1.1_XM_001628834			LOC5508285			NA
Elav_pos_R1.mLb.clN_peak_4093	NC_064036.1	11051350	11052369	+	3769	NA	exon (Nvec_vc1.1_LOC5519971, exon 3 of 42)	-exon (Nvec_vc1.1_LOC5519971, exon 3 of 42)	4845	Nvec_vc1.1_LOC5519971	Nvec_vc1.1_LOC5519971	Nvec_vc1.1_XM_048725656			LOC5519971			NA
Elav_pos_R1.mLb.clN_peak_10058	NC_064041.1	5533924	5534692	+	3766	NA	promoter-TSS (Nvec_vc1.1_LOC5504492)	-promoter-TSS (Nvec_vc1.1_LOC5504492)	29	Nvec_vc1.1_LOC5504488	Nvec_vc1.1_LOC5504488	Nvec_vc1.1_XM_001625360			LOC5504488			NA
Elav_pos_R1.mLb.clN_peak_2607	NC_064035.1	13500101	13500958	+	3761	NA	promoter-TSS (Nvec_vc1.1_LOC5521777)	-promoter-TSS (Nvec_vc1.1_LOC5521777)	-197	Nvec_vc1.1_LOC5521777	Nvec_vc1.1_LOC5521777	Nvec_vc1.1_XM_032366985			LOC5521777			NA
Elav_pos_R1.mLb.clN_peak_13706	NC_064044.1	11845020	11846586	+	3742	NA	promoter-TSS (Nvec_vc1.1_LOC5514711)	-promoter-TSS (Nvec_vc1.1_LOC5514711)	-377	Nvec_vc1.1_LOC5514711	Nvec_vc1.1_LOC5514711	Nvec_vc1.1_XM_001634854			LOC5514711			NA
Elav_pos_R1.mLb.clN_peak_8354	NC_064039.1	13331824	13333122	+	3737	NA	promoter-TSS (Nvec_vc1.1_LOC5521070)	-promoter-TSS (Nvec_vc1.1_LOC5521070)	-195	Nvec_vc1.1_LOC5521070	Nvec_vc1.1_LOC5521070	Nvec_vc1.1_XM_032366199			LOC5521070			NA
Elav_pos_R1.mLb.clN_peak_6253	NC_064038.1	3340694	3341606	+	3722	NA	promoter-TSS (Nvec_vc1.1_LOC5512014)	-promoter-TSS (Nvec_vc1.1_LOC5512014)	17	Nvec_vc1.1_LOC5512014	Nvec_vc1.1_LOC5512014	Nvec_vc1.1_XM_001632345			LOC5512014			NA
Elav_pos_R1.mLb.clN_peak_15710	NC_064046.1	11323372	11324273	+	3690	NA	exon (Nvec_vc1.1_LOC5500536, exon 1 of 1)	-exon (Nvec_vc1.1_LOC5500536, exon 1 of 1)	231	Nvec_vc1.1_LOC5500536	Nvec_vc1.1_LOC5500536	Nvec_vc1.1_XM_001621919			LOC5500536			NA
Elav_pos_R1.mLb.clN_peak_9595	NC_064040.1	13960809	13961850	+	3682	NA	promoter-TSS (Nvec_vc1.1_LOC5507861)	-promoter-TSS (Nvec_vc1.1_LOC5507861)	-58	Nvec_vc1.1_LOC5507861	Nvec_vc1.1_LOC5507861	Nvec_vc1.1_XM_001628443			LOC5507861			NA
Elav_pos_R1.mLb.clN_peak_16695	NC_064047.1	12923047	12923740	+	3674	NA	promoter-TSS (Nvec_vc1.1_LOC5501458)	-promoter-TSS (Nvec_vc1.1_LOC5501458)	-98	Nvec_vc1.1_LOC5501458	Nvec_vc1.1_LOC5501458	Nvec_vc1.1_XM_048721772			LOC5501458			NA
Elav_pos_R1.mLb.clN_peak_5903	NC_064037.1	15324746	15325891	+	3673	NA	promoter-TSS (Nvec_vc1.1_LOC5502242)	-promoter-TSS (Nvec_vc1.1_LOC5502242)	-8	Nvec_vc1.1_LOC5502242	Nvec_vc1.1_LOC5502242	Nvec_vc1.1_XM_048726624			LOC5502242			NA
Elav_pos_R1.mLb.clN_peak_6228	NC_064038.1	2237114	2237873	+	3672	NA	promoter-TSS (Nvec_vc1.1_LOC5502946)	-promoter-TSS (Nvec_vc1.1_LOC5502946)	-42	Nvec_vc1.1_LOC5502946	Nvec_vc1.1_LOC5502946	Nvec_vc1.1_XM_048727470			LOC5502946			NA
Elav_pos_R1.mLb.clN_peak_10186	NC_064041.1	7598719	7599943	+	3668	NA	exon (Nvec_vc1.1_LOC5515202, exon 1 of 16)	-exon (Nvec_vc1.1_LOC5515202, exon 1 of 16)	229	Nvec_vc1.1_LOC5515202	Nvec_vc1.1_LOC5515202	Nvec_vc1.1_XM_032384867			LOC5515202			NA
Elav_pos_R1.mLb.clN_peak_7698	NC_064039.1	5905133	5906291	+	3667	NA	promoter-TSS (Nvec_vc1.1_LOC5521556)	-promoter-TSS (Nvec_vc1.1_LOC5521556)	-345	Nvec_vc1.1_LOC5521556	Nvec_vc1.1_LOC5521556	Nvec_vc1.1_XM_001641165			LOC5521556			NA
Elav_pos_R1.mLb.clN_peak_12438	NC_064043.1	7574973	7575957	+	3666	NA	promoter-TSS (Nvec_vc1.1_LOC5521910)	-promoter-TSS (Nvec_vc1.1_LOC5521910)	-194	Nvec_vc1.1_LOC5521910	Nvec_vc1.1_LOC5521910	Nvec_vc1.1_XM_001641744			LOC5521910			NA
Elav_pos_R1.mLb.clN_peak_16935	NC_064048.1	2444221	2444896	+	3642	NA	promoter-TSS (Nvec_vc1.1_LOC5510785)	-promoter-TSS (Nvec_vc1.1_LOC5510785)	-87	Nvec_vc1.1_LOC5510785	Nvec_vc1.1_LOC5510785	Nvec_vc1.1_XM_048722641			LOC5510785			NA
