gene	og	pfam
Nvec_vc1.1_XM_001636889.3	Forkhead.HG1.24:FOXJ1	FOXJ1
Nvec_vc1.1_XM_001628319.3	Forkhead.HG1.25:FOXJ2/FOXJ3	FOXJ3
Nvec_v1g120142	Forkhead.HG1.25:FOXJ2/FOXJ3	FOXJ3
Nvec_vc1.1_XM_001624689.3	Forkhead.HG1.26:FOXM1	FOXM1
Nvec_v1g18324	Forkhead.HG1.29:FOXO1/FOXO3/FOXO3B/FOXO4/FOXO6	FOXO1/FOXO3/FOXO3B/FOXO4/FOXO6
Nvec_vc1.1_XM_001630363.3	Forkhead.HG1.29:FOXO1/FOXO3/FOXO3B/FOXO4/FOXO6	FOXO1/FOXO3/FOXO3B/FOXO4/FOXO6
Nvec_vc1.1_XM_001627629.3	Forkhead.HG1.30:like:FOXO1/FOXO3/FOXO3B/FOXO4/FOXO6	
Nvec_v1g213966	Forkhead.HG1.30:like:FOXO1/FOXO3/FOXO3B/FOXO4/FOXO6	
Nvec_v1g138488	Forkhead.HG1.31:like:FOXO1/FOXO3/FOXO3B/FOXO4/FOXO6	
Nvec_vc1.1_XM_001623127.3	Forkhead.HG1.31:like:FOXO1/FOXO3/FOXO3B/FOXO4/FOXO6	
Nvec_v1g150900	Forkhead.HG1.31:like:FOXO1/FOXO3/FOXO3B/FOXO4/FOXO6	
Nvec_v1g161006	Forkhead.HG1.32:FOXP2	FOXP2
Nvec_vc1.1_XM_032363859.2	Forkhead.HG1.32:FOXP2	FOXP2
Nvec_vc1.1_XM_001624046.3	Forkhead.HG1.33:like:FOXO1/FOXO3/FOXO3B/FOXO4/FOXO6	
Nvec_v1g5001	Forkhead.HG1.33:like:FOXO1/FOXO3/FOXO3B/FOXO4/FOXO6	
Nvec_v1g38679	Forkhead.HG1.34:like:FOXO1/FOXO3/FOXO3B/FOXO4/FOXO6	
Nvec_vc1.1_XM_032365104.2	Forkhead.HG1.34:like:FOXO1/FOXO3/FOXO3B/FOXO4/FOXO6	
Nvec_v1g200222	Forkhead.HG1.46:like:FOXO1/FOXO3/FOXO3B/FOXO4/FOXO6	
Nvec_vc1.1_XM_001630356.3	GATA.HG1.4:ZGLP1	ZGLP1
Nvec_v1g210481	GATA.HG1.4:ZGLP1	ZGLP1
Nvec_vc1.1_XM_032367288.2	GATA.HG1.5:GATA1/GATA2/GATA3/GATA4/GATA5/GATA6/TRPS1	GATA1/GATA2/GATA3
Nvec_v1g196609	GATA.HG1.5:GATA1/GATA2/GATA3/GATA4/GATA5/GATA6/TRPS1	GATA1/GATA2/GATA3
Nvec_v1g93577	GATA.HG2.1:RERE	RERE
Nvec_vc1.1_XM_001636971.3	GATA.HG2.1:RERE	RERE
Nvec_vc1.1_XM_032372717.2	GCM.HG1.0:GCM1/GCM2	GCM1/GCM2
Nvec_v1g157036	GCM.HG1.0:GCM1/GCM2	GCM1/GCM2
Nvec_v1g130307	GCM.HG1.0:GCM1/GCM2	GCM1/GCM2
Nvec_vc1.1_XM_001629572.3	Grainyhead_LSF.HG1.0:TFCP2/TFCP2L1/UBP1	TFCP2/TFCP2L1/UBP1
Nvec_v1g189242	Grainyhead_LSF.HG1.0:TFCP2/TFCP2L1/UBP1	TFCP2/TFCP2L1/UBP1
Nvec_vc1.1_XM_032386243.2	Grainyhead_LSF.HG1.1:GRHL1/GRHL2/GRHL3	GRHL1/GRHL2/GRHL3
Nvec_v1g95157	Grainyhead_LSF.HG1.1:GRHL1/GRHL2/GRHL3	GRHL1/GRHL2/GRHL3
Nvec_v1g198525	HLH.HG1.0:AC019117.4/AHR/AHRR/ARNT/ARNT2/ARNTL/ARNTL2/CLOCK/NCOA1/NPAS1/NPAS2/SIM1	
Nvec_v1g116698	HLH.HG1.0:AC019117.4/AHR/AHRR/ARNT/ARNT2/ARNTL/ARNTL2/CLOCK/NCOA1/NPAS1/NPAS2/SIM1	ARNT/ARNT2
Nvec_vc1.1_XM_001639692.3	HLH.HG1.0:AC019117.4/AHR/AHRR/ARNT/ARNT2/ARNTL/ARNTL2/CLOCK/NCOA1/NPAS1/NPAS2/SIM1	CLOCK/NPAS2
Nvec_vc1.1_XM_001629480.3	HLH.HG1.0:AC019117.4/AHR/AHRR/ARNT/ARNT2/ARNTL/ARNTL2/CLOCK/NCOA1/NPAS1/NPAS2/SIM1	ARNT/ARNT2
Nvec_vc1.1_XM_032385569.2	HLH.HG1.0:AC019117.4/AHR/AHRR/ARNT/ARNT2/ARNTL/ARNTL2/CLOCK/NCOA1/NPAS1/NPAS2/SIM1	NPAS1
Nvec_v1g214146	HLH.HG1.0:AC019117.4/AHR/AHRR/ARNT/ARNT2/ARNTL/ARNTL2/CLOCK/NCOA1/NPAS1/NPAS2/SIM1	
Nvec_vc1.1_XM_048722339.1	HLH.HG1.0:AC019117.4/AHR/AHRR/ARNT/ARNT2/ARNTL/ARNTL2/CLOCK/NCOA1/NPAS1/NPAS2/SIM1	AC019117.4/AHR/AHRR
Nvec_vc1.1_XM_032375280.2	HLH.HG1.0:AC019117.4/AHR/AHRR/ARNT/ARNT2/ARNTL/ARNTL2/CLOCK/NCOA1/NPAS1/NPAS2/SIM1	
Nvec_vc1.1_XM_032365192.2	HLH.HG1.0:AC019117.4/AHR/AHRR/ARNT/ARNT2/ARNTL/ARNTL2/CLOCK/NCOA1/NPAS1/NPAS2/SIM1	
Nvec_vc1.1_XM_032372025.2	HLH.HG1.0:AC019117.4/AHR/AHRR/ARNT/ARNT2/ARNTL/ARNTL2/CLOCK/NCOA1/NPAS1/NPAS2/SIM1	ARNTL/ARNTL2
Nvec_v1g132249	HLH.HG1.0:AC019117.4/AHR/AHRR/ARNT/ARNT2/ARNTL/ARNTL2/CLOCK/NCOA1/NPAS1/NPAS2/SIM1	ARNTL/ARNTL2
Nvec_v1g130163	HLH.HG1.0:AC019117.4/AHR/AHRR/ARNT/ARNT2/ARNTL/ARNTL2/CLOCK/NCOA1/NPAS1/NPAS2/SIM1	AC019117.4/AHR/AHRR
Nvec_v1g160110	HLH.HG1.0:AC019117.4/AHR/AHRR/ARNT/ARNT2/ARNTL/ARNTL2/CLOCK/NCOA1/NPAS1/NPAS2/SIM1	CLOCK/NPAS2
Nvec_v1g232632	HLH.HG1.3:BHMG1	BHMG1
Nvec_vc1.1_XM_001633819.3	HLH.HG1.3:BHMG1	BHMG1
Nvec_vc1.1_XM_032366030.2	HLH.HG1.5:like:CCDC169-SOHLH2/SOHLH1/SOHLH2	
Nvec_v1g197529	HLH.HG1.5:like:CCDC169-SOHLH2/SOHLH1/SOHLH2	
Nvec_vc1.1_XM_048731196.1	HLH.HG1.7:like:ASCL1/ASCL2/ASCL3/ASCL4/ASCL5/ATOH1/ATOH7/ATOH8/BHLHA9/BHLHA15/BHLHE22/BHLHE23/BHMG1/FERD3L/FIGLA/HAND1/HAND2/ID1/ID2/ID3/ID4/LYL1/MAX/MESP1/MESP2/MGA/MITF/MLX/MLXIP/MLXIPL/MNT/MSC/MSGN1/MXD1/MXD3/MXD4/MXI1/MYC/MYCL/MYCN/MYF5/MYF6/MYOD1/MYOG/NEUROD1/NEUROD2/NEUROD4/NEUROD6/NEUROG1/NEUROG2/NEUROG3/NHLH1/NHLH2/OLIG1/OLIG2/OLIG3/PTF1A/SCX/SREBF1/SREBF2/TAL1/TAL2/TCF3/TCF4/TCF12/TCF15/TCF21/TCF23/TCF24/TFAP4/TFE3/TFEB/TFEC/TWIST1/TWIST2/USF1/USF2/USF3	
Nvec_v1g241632	HLH.HG1.7:like:ASCL1/ASCL2/ASCL3/ASCL4/ASCL5/ATOH1/ATOH7/ATOH8/BHLHA9/BHLHA15/BHLHE22/BHLHE23/BHMG1/FERD3L/FIGLA/HAND1/HAND2/ID1/ID2/ID3/ID4/LYL1/MAX/MESP1/MESP2/MGA/MITF/MLX/MLXIP/MLXIPL/MNT/MSC/MSGN1/MXD1/MXD3/MXD4/MXI1/MYC/MYCL/MYCN/MYF5/MYF6/MYOD1/MYOG/NEUROD1/NEUROD2/NEUROD4/NEUROD6/NEUROG1/NEUROG2/NEUROG3/NHLH1/NHLH2/OLIG1/OLIG2/OLIG3/PTF1A/SCX/SREBF1/SREBF2/TAL1/TAL2/TCF3/TCF4/TCF12/TCF15/TCF21/TCF23/TCF24/TFAP4/TFE3/TFEB/TFEC/TWIST1/TWIST2/USF1/USF2/USF3	
Nvec_vc1.1_XM_032364139.2	HLH.HG1.8:CCDC169-SOHLH2/SOHLH2	CCDC169-SOHLH2/SOHLH2
Nvec_v1g239453	HLH.HG1.8:CCDC169-SOHLH2/SOHLH2	CCDC169-SOHLH2/SOHLH2
Nvec_vc1.1_XM_032383905.2	HLH.HG1.11:HEY1/HEY2/HEYL	HEY1/HEY2/HEYL
Nvec_v1g28948	HLH.HG1.11:HEY1/HEY2/HEYL	HEY1/HEY2/HEYL
Nvec_v1g26800	HLH.HG1.14:MLXIP/MLXIPL	MLXIP/MLXIPL
Nvec_vc1.1_XM_001631403.3	HLH.HG1.14:MLXIP/MLXIPL	MLXIP/MLXIPL
Nvec_vc1.1_XM_032387318.2	HLH.HG1.15:like:TFAP4	
Nvec_v1g201969	HLH.HG1.15:like:TFAP4	
Nvec_v1g112080	HLH.HG1.16:TFAP4	TFAP4
Nvec_vc1.1_XM_032379775.2	HLH.HG1.16:TFAP4	TFAP4
Nvec_vc1.1_XM_001627049.3	HLH.HG1.19:HELT	HELT
Nvec_v1g246249	HLH.HG1.19:HELT	HELT
Nvec_v1g195880	HLH.HG1.21:MLX	MLX
Nvec_v1g200761	HLH.HG1.21:MLX	MLX
Nvec_v1g45212	HLH.HG1.21:MLX	MLX
Nvec_vc1.1_XM_048724387.1	HLH.HG1.21:MLX	MLX
Nvec_vc1.1_XM_048721183.1	HLH.HG1.24:MAX	MAX
Nvec_vc1.1_XM_032386356.2	HLH.HG1.25:SREBF1/SREBF2	SREBF1/SREBF2
Nvec_v1g95178	HLH.HG1.25:SREBF1/SREBF2	SREBF1/SREBF2
Nvec_vc1.1_XM_032386357.2	HLH.HG1.25:SREBF1/SREBF2	SREBF1/SREBF2
Nvec_v1g95059	HLH.HG1.25:SREBF1/SREBF2	SREBF1/SREBF2
Nvec_vc1.1_XM_001640743.3	HLH.HG1.29:MYC/MYCL/MYCN	
Nvec_v1g238559	HLH.HG1.29:MYC/MYCL/MYCN	
Nvec_v1g38935	HLH.HG1.29:MYC/MYCL/MYCN	
Nvec_v1g122473	HLH.HG1.29:MYC/MYCL/MYCN	
Nvec_v1g178332	HLH.HG1.29:MYC/MYCL/MYCN	
Nvec_vc1.1_XM_032366098.2	HLH.HG1.29:MYC/MYCL/MYCN	
Nvec_v1g159087	HLH.HG1.29:MYC/MYCL/MYCN	
Nvec_vc1.1_XM_048728967.1	HLH.HG1.29:MYC/MYCL/MYCN	
Nvec_v1g82891	HLH.HG1.29:MYC/MYCL/MYCN	
Nvec_vc1.1_XM_032375407.2	HLH.HG1.29:MYC/MYCL/MYCN	
Nvec_vc1.1_XM_001640809.3	HLH.HG1.29:MYC/MYCL/MYCN	
Nvec_vc1.1_XM_048721315.1	HLH.HG1.31:like:ASCL1/ASCL2/ASCL3/ASCL4/ASCL5/ATOH1/ATOH7/ATOH8/BHLHA9/BHLHA15/BHLHE22/BHLHE23/FERD3L/FIGLA/HAND1/HAND2/ID1/ID2/ID3/ID4/LYL1/MESP1/MESP2/MSC/MSGN1/MYF5/MYF6/MYOD1/MYOG/NEUROD1/NEUROD2/NEUROD4/NEUROD6/NEUROG1/NEUROG2/NEUROG3/NHLH1/NHLH2/OLIG1/OLIG2/OLIG3/PTF1A/SCX/TAL1/TAL2/TCF3/TCF4/TCF12/TCF15/TCF21/TCF23/TCF24/TWIST1/TWIST2	
Nvec_vc1.1_XM_048733302.1	HLH.HG1.33:MITF/TFE3/TFEB/TFEC	MITF/TFE3/TFEB/TFEC
Nvec_v1g240998	HLH.HG1.33:MITF/TFE3/TFEB/TFEC	MITF/TFE3/TFEB/TFEC
Nvec_vc1.1_XM_032364348.2	HLH.HG1.34:like:ASCL1/ASCL2/ASCL3/ASCL4/ASCL5/ATOH1/ATOH7/ATOH8/BHLHA9/BHLHA15/BHLHE22/BHLHE23/FERD3L/FIGLA/HAND1/HAND2/ID1/ID2/ID3/ID4/LYL1/MESP1/MESP2/MSC/MSGN1/MYF5/MYF6/MYOD1/MYOG/NEUROD1/NEUROD2/NEUROD4/NEUROD6/NEUROG1/NEUROG2/NEUROG3/NHLH1/NHLH2/OLIG1/OLIG2/OLIG3/PTF1A/SCX/TAL1/TAL2/TCF3/TCF4/TCF12/TCF15/TCF21/TCF23/TCF24/TWIST1/TWIST2	
Nvec_vc1.1_XM_001636622.3	HLH.HG1.37:MNT	MNT
Nvec_v1g240935	HLH.HG1.37:MNT	MNT
Nvec_v1g241780	HLH.HG1.38:MXD1/MXD3/MXD4/MXI1	MXD1/MXD3/MXD4/MXI1
Nvec_vc1.1_XM_001635172.3	HLH.HG1.38:MXD1/MXD3/MXD4/MXI1	MXD1/MXD3/MXD4/MXI1
Nvec_NVE25568	HLH.HG1.39:like:USF1/USF2	
Nvec_vc1.1_XM_032381049.2	HLH.HG1.39:like:USF1/USF2	
Nvec_v1g110858	HLH.HG1.40:USF1/USF2	USF1/USF2
Nvec_vc1.1_XM_032380209.2	HLH.HG1.40:USF1/USF2	USF1/USF2
Nvec_v1g207162	HLH.HG1.45:TCF3/TCF4/TCF12	TCF12/TCF3/TCF4
Nvec_vc1.1_XM_032382158.2	HLH.HG1.45:TCF3/TCF4/TCF12	TCF12/TCF3/TCF4
Nvec_NVE7615	HLH.HG1.50:HES3	HES3
Nvec_vc1.1_XM_032375349.2	HLH.HG1.50:HES3	HES3
Nvec_vc1.1_XM_032386464.2	HLH.HG1.51:ID1/ID2/ID3/ID4	ID1/ID2/ID3/ID4
Nvec_v1g240954	HLH.HG1.51:ID1/ID2/ID3/ID4	ID1/ID2/ID3/ID4
Nvec_v1g214452	HLH.HG1.51:ID1/ID2/ID3/ID4	
Nvec_vc1.1_XM_001634550.3	HLH.HG1.53:HES5/HES7	
Nvec_vc1.1_XM_032384063.2	HLH.HG1.53:HES5/HES7	
Nvec_vc1.1_XM_001635316.3	HLH.HG1.53:HES5/HES7	
Nvec_v1g242118	HLH.HG1.53:HES5/HES7	
Nvec_v1g242121	HLH.HG1.53:HES5/HES7	
Nvec_v1g204200	HLH.HG1.53:HES5/HES7	
Nvec_v1g202232	HLH.HG1.54:like:HES5/HES7	
Nvec_vc1.1_XM_001637044.3	HLH.HG1.54:like:HES5/HES7	
Nvec_vc1.1_NVE19743	HLH.HG1.55:like:TCF23/TCF24	
Nvec_NVE19743	HLH.HG1.55:like:TCF23/TCF24	
Nvec_v1g19039	HLH.HG1.56:TCF23/TCF24	TCF23/TCF24
Nvec_vc1.1_XM_032374977.2	HLH.HG1.56:TCF23/TCF24	TCF23/TCF24
Nvec_v1g136184	HLH.HG1.58:like:ASCL1/ASCL2/ASCL3/ASCL4/ASCL5	
Nvec_vc1.1_XM_032370984.2	HLH.HG1.58:like:ASCL1/ASCL2/ASCL3/ASCL4/ASCL5	
Nvec_vc1.1_XM_001635277.3	HLH.HG1.62:like:HES5/HES7	
Nvec_v1g67328	HLH.HG1.62:like:HES5/HES7	
Nvec_vc1.1_XM_032384889.2	HLH.HG1.63:like:HES5/HES7	
Nvec_vc1.1_XM_001635276.3	HLH.HG1.63:like:HES5/HES7	
Nvec_vc1.1_XM_001635315.3	HLH.HG1.63:like:HES5/HES7	
Nvec_v1g98450	HLH.HG1.63:like:HES5/HES7	
Nvec_vc1.1_XM_001635275.3	HLH.HG1.63:like:HES5/HES7	
Nvec_v1g241655	HLH.HG1.63:like:HES5/HES7	
Nvec_v1g164325	HLH.HG1.63:like:HES5/HES7	
Nvec_v1g241656	HLH.HG1.63:like:HES5/HES7	
Nvec_vc1.1_XM_032381869.2	HLH.HG1.64:like:ASCL1/ASCL2/ASCL3/ASCL4/ASCL5	
Nvec_v1g106438	HLH.HG1.64:like:ASCL1/ASCL2/ASCL3/ASCL4/ASCL5	
Nvec_v1g106073	HLH.HG1.66:like:HAND1/HAND2	
Nvec_vc1.1_XM_032381908.2	HLH.HG1.66:like:HAND1/HAND2	
Nvec_v1g186169	HLH.HG1.67:HAND1/HAND2	HAND1/HAND2
Nvec_vc1.1_XM_001632826.3	HLH.HG1.67:HAND1/HAND2	HAND1/HAND2
Nvec_vc1.1_v1g210540	HLH.HG1.68:like:ASCL3/ASCL4/ASCL5	
Nvec_v1g210540	HLH.HG1.68:like:ASCL3/ASCL4/ASCL5	
Nvec_v1g141592	HLH.HG1.69:ASCL3/ASCL4/ASCL5	ASCL4/ASCL5
Nvec_vc1.1_XM_032369367.2	HLH.HG1.69:ASCL3/ASCL4/ASCL5	ASCL4/ASCL5
Nvec_v1g243969	HLH.HG1.72:BHLHA9	BHLHA9
Nvec_vc1.1_XM_001631326.3	HLH.HG1.72:BHLHA9	BHLHA9
Nvec_vc1.1_XM_001628278.3	HLH.HG1.75:like:ATOH8	
Nvec_v1g233271	HLH.HG1.75:like:ATOH8	
Nvec_v1g120156	HLH.HG1.76:ATOH8	ATOH8
Nvec_vc1.1_XM_001628279.3	HLH.HG1.76:ATOH8	ATOH8
Nvec_v1g39308	HLH.HG1.77:like:NEUROD1/NEUROD2/NEUROD4/NEUROD6	
Nvec_vc1.1_XM_001640990.3	HLH.HG1.77:like:NEUROD1/NEUROD2/NEUROD4/NEUROD6	
Nvec_vc1.1_XM_048724372.1	HLH.HG1.79:MESP1/MESP2/MSGN1	MESP1/MESP2/MSGN1
Nvec_v1g200765	HLH.HG1.79:MESP1/MESP2/MSGN1	MESP1/MESP2/MSGN1
Nvec_v1g19204	HLH.HG1.80:like:NEUROD1/NEUROD2/NEUROD4/NEUROD6	
Nvec_vc1.1_XM_032376421.2	HLH.HG1.80:like:NEUROD1/NEUROD2/NEUROD4/NEUROD6	
Nvec_vc1.1_XM_001628300.3	HLH.HG1.84:NEUROG1/NEUROG2/NEUROG3	NEUROG1/NEUROG2/NEUROG3
Nvec_v1g213043	HLH.HG1.84:NEUROG1/NEUROG2/NEUROG3	NEUROG1/NEUROG2/NEUROG3
Nvec_vc1.1_XM_032384474.2	HLH.HG1.85:SCX/TCF15	SCX/TCF15
Nvec_v1g29762	HLH.HG1.85:SCX/TCF15	SCX/TCF15
Nvec_v1g234699	HLH.HG1.86:TWIST1/TWIST2	TWIST1/TWIST2
Nvec_vc1.1_XM_032384433.2	HLH.HG1.86:TWIST1/TWIST2	TWIST1/TWIST2
Nvec_vc1.1_XM_048731942.1	HLH.HG1.87:LYL1/NHLH1/NHLH2/TAL1/TAL2	LYL1/TAL1/TAL2
Nvec_vc1.1_XM_032362829.1	HLH.HG1.87:LYL1/NHLH1/NHLH2/TAL1/TAL2	
Nvec_v1g90352	HLH.HG1.87:LYL1/NHLH1/NHLH2/TAL1/TAL2	LYL1/TAL1/TAL2
Nvec_vc1.1_XM_032363017.2	HLH.HG1.87:LYL1/NHLH1/NHLH2/TAL1/TAL2	LYL1/TAL1/TAL2
Nvec_v1g200658	HLH.HG1.87:LYL1/NHLH1/NHLH2/TAL1/TAL2	
Nvec_v1g200659	HLH.HG1.87:LYL1/NHLH1/NHLH2/TAL1/TAL2	LYL1/TAL1/TAL2
Nvec_v1g220027	HLH.HG1.88:like:NEUROG1/NEUROG2/NEUROG3	
Nvec_v1g97005	HLH.HG1.91:like:FERD3L/PTF1A	
Nvec_vc1.1_XM_032385496.2	HLH.HG1.91:like:FERD3L/PTF1A	
Nvec_NVE9848	HLH.HG1.92:like:SCX/TCF15	
Nvec_vc1.1_XM_032374008.2	HLH.HG1.92:like:SCX/TCF15	
Nvec_NVE6790	HLH.HG1.92:like:SCX/TCF15	
Nvec_vc1.1_XM_032385184.2	HLH.HG1.93:like:SCX/TCF15	
Nvec_vc1.1_XM_032385185.2	HLH.HG1.93:like:SCX/TCF15	
Nvec_vc1.1_v1g99666	HLH.HG1.93:like:SCX/TCF15	
Nvec_vc1.1_XM_001634938.2	HLH.HG1.93:like:SCX/TCF15	
Nvec_NVE19723	HLH.HG1.93:like:SCX/TCF15	
Nvec_v1g39186	HLH.HG1.93:like:SCX/TCF15	
Nvec_v1g39563	HLH.HG1.93:like:SCX/TCF15	
Nvec_vc1.1_XM_032384492.2	HLH.HG1.93:like:SCX/TCF15	
Nvec_v1g99666	HLH.HG1.93:like:SCX/TCF15	
Nvec_v1g204664	HLH.HG1.93:like:SCX/TCF15	
Nvec_vc1.1_XM_048724796.1	HLH.HG1.107:like:HES5/HES7	
Nvec_vc1.1_XM_001634712.3	HLH.HG2.0:EBF1/EBF2/EBF3/EBF4	EBF1/EBF2/EBF3/EBF4
Nvec_v1g164975	HLH.HG2.0:EBF1/EBF2/EBF3/EBF4	EBF1/EBF2/EBF3/EBF4
Nvec_v1g115913	HMGbox_Sox.HG1.1:SOX30	SOX30
Nvec_vc1.1_XM_032378152.2	HMGbox_Sox.HG1.1:SOX30	SOX30
Nvec_vc1.1_XM_048731196.1	HMGbox_Sox.HG1.4:like:HBP1	
Nvec_v1g120503	HMGbox_Sox.HG1.7:HBP1	HBP1
Nvec_vc1.1_XM_032376267.2	HMGbox_Sox.HG1.7:HBP1	HBP1
Nvec_vc1.1_XM_001627423.3	HMGbox_Sox.HG1.10:BBX	BBX
Nvec_v1g122926	HMGbox_Sox.HG1.10:BBX	BBX
Nvec_v1g131609	HMGbox_Sox.HG1.11:SOX4/SOX11/SOX12	SOX11/SOX12/SOX4
Nvec_vc1.1_XM_032372264.2	HMGbox_Sox.HG1.11:SOX4/SOX11/SOX12	SOX11/SOX12/SOX4
Nvec_vc1.1_XM_032376206.2	HMGbox_Sox.HG1.13:like:SOX1/SOX2/SOX3/SOX14/SOX15/SOX21/SRY	
Nvec_v1g120772	HMGbox_Sox.HG1.13:like:SOX1/SOX2/SOX3/SOX14/SOX15/SOX21/SRY	
Nvec_vc1.1_XM_032373062.2	HMGbox_Sox.HG1.14:like:SOX1/SOX2/SOX3/SOX14/SOX15/SOX21/SRY	
Nvec_vc1.1_XM_001639701.3	HMGbox_Sox.HG1.14:like:SOX1/SOX2/SOX3/SOX14/SOX15/SOX21/SRY	
Nvec_v1g19525	HMGbox_Sox.HG1.14:like:SOX1/SOX2/SOX3/SOX14/SOX15/SOX21/SRY	
Nvec_v1g239130	HMGbox_Sox.HG1.14:like:SOX1/SOX2/SOX3/SOX14/SOX15/SOX21/SRY	
Nvec_v1g163545	HMGbox_Sox.HG1.16:like:PINX1/SOX7/SOX17/SOX18	
Nvec_vc1.1_XM_001636155.3	HMGbox_Sox.HG1.16:like:PINX1/SOX7/SOX17/SOX18	
Nvec_vc1.1_XM_032385411.2	HMGbox_Sox.HG1.17:PINX1/SOX7/SOX17/SOX18	PINX1/SOX17/SOX18/SOX7
Nvec_v1g97222	HMGbox_Sox.HG1.17:PINX1/SOX7/SOX17/SOX18	PINX1/SOX17/SOX18/SOX7
Nvec_vc1.1_XM_032386296.2	HMGbox_Sox.HG1.18:like:SOX1/SOX2/SOX3/SOX14/SOX15/SOX21/SRY	
Nvec_v1g94880	HMGbox_Sox.HG1.18:like:SOX1/SOX2/SOX3/SOX14/SOX15/SOX21/SRY	
Nvec_vc1.1_XM_032379465.2	HMGbox_Sox.HG1.19:like:SOX1/SOX2/SOX3/SOX14/SOX15/SOX21/SRY	
Nvec_v1g112786	HMGbox_Sox.HG1.19:like:SOX1/SOX2/SOX3/SOX14/SOX15/SOX21/SRY	
Nvec_vc1.1_XM_048732776.1	HMGbox_Sox.HG1.22:MAEL	MAEL
Nvec_NVE10331	HMGbox_Sox.HG1.22:MAEL	MAEL
Nvec_vc1.1_XM_001628041.3	HMGbox_Sox.HG1.24:HMGB1/HMGB2/HMGB3	HMGB1/HMGB2/HMGB3
Nvec_v1g43780	HMGbox_Sox.HG1.24:HMGB1/HMGB2/HMGB3	HMGB1/HMGB2/HMGB3
Nvec_vc1.1_XM_032384228.2	HMGbox_Sox.HG1.26:like:SOX8/SOX9/SOX10	
Nvec_v1g99997	HMGbox_Sox.HG1.26:like:SOX8/SOX9/SOX10	
Nvec_vc1.1_NVE23841	HMGbox_Sox.HG1.34:SRY	SRY
Nvec_v1g207820	HMGbox_Sox.HG1.34:SRY	SRY
Nvec_vc1.1_XM_032380374.2	HMGbox_Sox.HG1.34:SRY	SRY
Nvec_vc1.1_XM_001632568.3	HMGbox_Sox.HG1.34:SRY	SRY
Nvec_v1g110350	HMGbox_Sox.HG1.34:SRY	SRY
Nvec_NVE23841	HMGbox_Sox.HG1.34:SRY	SRY
Nvec_vc1.1_XM_001632947.3	HMGbox_Sox.HG1.35:SOX1/SOX2/SOX3/SOX14/SOX21	
Nvec_v1g235967	HMGbox_Sox.HG1.35:SOX1/SOX2/SOX3/SOX14/SOX21	SOX14/SOX21
Nvec_v1g243069	HMGbox_Sox.HG1.35:SOX1/SOX2/SOX3/SOX14/SOX21	
Nvec_vc1.1_XM_001624716.3	HMGbox_Sox.HG1.35:SOX1/SOX2/SOX3/SOX14/SOX21	SOX14/SOX21
Nvec_v1g185184	HMGbox_Sox.HG1.37:like:SSRP1	
Nvec_vc1.1_XM_001633762.3	HMGbox_Sox.HG1.37:like:SSRP1	
Nvec_vc1.1_XM_032380131.2	HMGbox_Sox.HG1.38:SSRP1	SSRP1
Nvec_v1g59568	HMGbox_Sox.HG1.38:SSRP1	SSRP1
Nvec_vc1.1_XM_048731950.1	HMGbox_Sox.HG1.39:HMGXB4	HMGXB4
Nvec_v1g240009	HMGbox_Sox.HG1.39:HMGXB4	HMGXB4
Nvec_vc1.1_XM_032364359.2	HMGbox_Sox.HG1.40:TOX/TOX2/TOX3/TOX4	TOX/TOX2/TOX3/TOX4
Nvec_NVE3891	HMGbox_Sox.HG1.40:TOX/TOX2/TOX3/TOX4	TOX/TOX2/TOX3/TOX4
Nvec_vc1.1_XM_001629987.3	HMGbox_Sox.HG1.42:SOX8/SOX9/SOX10	SOX10/SOX9
Nvec_v1g235335	HMGbox_Sox.HG1.42:SOX8/SOX9/SOX10	SOX10/SOX9
Nvec_vc1.1_XM_032373640.2	HMGbox_Sox.HG1.44:PBRM1	PBRM1
Nvec_v1g127783	HMGbox_Sox.HG1.44:PBRM1	PBRM1
Nvec_v1g88472	HMGbox_Sox.HG1.47:like:NSD2	
Nvec_v1g199953	HMGbox_Sox.HG1.47:like:NSD2	
Nvec_vc1.1_XM_048730306.1	HMGbox_Sox.HG1.47:like:NSD2	
Nvec_vc1.1_XM_001638852.3	HMGbox_Sox.HG1.47:like:NSD2	
Nvec_vc1.1_XM_048723770.1	HMGbox_Sox.HG1.49:SMARCE1	SMARCE1
Nvec_v1g177453	HMGbox_Sox.HG1.49:SMARCE1	SMARCE1
Nvec_vc1.1_XM_032381587.2	HMGbox_Sox.HG1.51:like:SMARCE1	
Nvec_v1g243341	HMGbox_Sox.HG1.51:like:SMARCE1	
Nvec_vc1.1_XM_048732829.1	HMGbox_Sox.HG1.52:like:LEF1/TCF7/TCF7L1/TCF7L2	
Nvec_vc1.1_XM_048727403.1	HMGbox_Sox.HG1.52:like:LEF1/TCF7/TCF7L1/TCF7L2	
Nvec_vc1.1_XM_032372072.2	HMGbox_Sox.HG1.52:like:LEF1/TCF7/TCF7L1/TCF7L2	
Nvec_vc1.1_XM_032382967.2	HMGbox_Sox.HG1.52:like:LEF1/TCF7/TCF7L1/TCF7L2	
Nvec_v1g132332	HMGbox_Sox.HG1.53:LEF1/TCF7/TCF7L1/TCF7L2	LEF1/TCF7/TCF7L1/TCF7L2
Nvec_vc1.1_XM_032371996.2	HMGbox_Sox.HG1.53:LEF1/TCF7/TCF7L1/TCF7L2	LEF1/TCF7/TCF7L1/TCF7L2
