ID_JGI_Vienna	ID_Vienna	ID_JGI	ID_DToL
Nvec_v1g128142	NVE10677	v1g128142	Nvec_vc1.1_XM_048722241.1
Nvec_v1g128175	NVE10678	v1g128175	Nvec_vc1.1_XM_048722219.1
Nvec_NVE10679	NVE10679		Nvec_vc1.1_XM_048722257.1
Nvec_NVE10679	NVE10679		Nvec_vc1.1_XM_048722237.1
Nvec_NVE10680	NVE10680		Nvec_vc1.1_XM_048722122.1
Nvec_NVE10681	NVE10681		Nvec_vc1.1_XM_048722224.1
Nvec_NVE10682	NVE10682		Nvec_vc1.1_XM_048722224.1
Nvec_NVE10683	NVE10683		Nvec_vc1.1_XM_048720826.1
Nvec_v1g192556	NVE10684	v1g192556	Nvec_vc1.1_XM_048722123.1
Nvec_v1g216030	NVE10684	v1g216030	Nvec_vc1.1_XM_048722123.1
Nvec_v1g128127	NVE10685	v1g128127	Nvec_vc1.1_XM_048722231.1
Nvec_NVE10686	NVE10686		Nvec_vc1.1_XM_048722228.1
Nvec_NVE10687	NVE10687		Nvec_vc1.1_XM_048722228.1
Nvec_NVE10759	NVE10759		Nvec_NVE10759
Nvec_NVE10760	NVE10760		Nvec_NVE10760
Nvec_NVE10761	NVE10761		Nvec_NVE10761
Nvec_v1g173380	NVE10762	v1g173380	Nvec_vc1.1_XM_048730806.1
Nvec_NVE10763	NVE10763		Nvec_vc1.1_XM_048724937.1
Nvec_v1g246862	NVE10764	v1g246862	Nvec_vc1.1_XM_048731287.1
Nvec_NVE10765	NVE10765		Nvec_vc1.1_XM_032365882.2
Nvec_v1g216108	NVE10766	v1g216108	Nvec_vc1.1_XM_048730545.1
Nvec_NVE10767	NVE10767		Nvec_vc1.1_XM_048731712.1
Nvec_v1g216114	NVE10768	v1g216114	Nvec_vc1.1_XM_048720319.1
Nvec_NVE10769	NVE10769		Nvec_NVE10769
Nvec_NVE10770	NVE10770		Nvec_vc1.1_XM_048731489.1
Nvec_NVE10771	NVE10771		Nvec_NVE10771
Nvec_NVE10772	NVE10772		Nvec_NVE10772
Nvec_NVE10773	NVE10773		Nvec_vc1.1_XM_048729495.1
Nvec_NVE10774	NVE10774		Nvec_NVE10774
Nvec_NVE10775	NVE10775		Nvec_NVE10775
Nvec_NVE10776	NVE10776		Nvec_vc1.1_XM_001637502.3
Nvec_NVE10777	NVE10777		Nvec_NVE10777
Nvec_NVE10778	NVE10778		Nvec_NVE10778
Nvec_v1g246865	NVE10779	v1g246865	Nvec_v1g246865
Nvec_NVE10729	NVE10729		Nvec_vc1.1_XM_048730955.1
Nvec_v1g216079	NVE10730	v1g216079	Nvec_vc1.1_XM_048730955.1
Nvec_v1g216080	NVE10731	v1g216080	Nvec_vc1.1_XM_048730955.1
Nvec_NVE10732	NVE10732		Nvec_NVE10732
Nvec_v1g12519	NVE10733	v1g12519	Nvec_vc1.1_XM_048723016.1
Nvec_v1g128283	NVE10734	v1g128283	Nvec_vc1.1_XM_001624980.3
Nvec_NVE10735	NVE10735		Nvec_vc1.1_XM_048729717.1
Nvec_NVE10736	NVE10736		Nvec_NVE10736
Nvec_NVE10737	NVE10737		Nvec_NVE10737
Nvec_NVE10738	NVE10738		Nvec_NVE10738
Nvec_NVE10739	NVE10739		Nvec_NVE10739
Nvec_NVE10740	NVE10740		Nvec_NVE10740
Nvec_v1g128275	NVE10741	v1g128275	Nvec_vc1.1_XM_032373496.2
Nvec_v1g128296	NVE10742	v1g128296	Nvec_vc1.1_XM_032373497.2
Nvec_v1g128289	NVE10743	v1g128289	Nvec_vc1.1_XM_001625898.3
Nvec_v1g128302	NVE10744	v1g128302	Nvec_vc1.1_XM_001625899.3
Nvec_v1g192584	NVE10745	v1g192584	Nvec_vc1.1_XM_048723692.1
Nvec_v1g246859	NVE10746	v1g246859	Nvec_vc1.1_XM_001625888.3
Nvec_v1g128306	NVE10747	v1g128306	Nvec_vc1.1_XM_032373490.2
Nvec_v1g128267	NVE10748	v1g128267	Nvec_vc1.1_XM_048723410.1
Nvec_NVE19906	NVE19906		Nvec_NVE19906
Nvec_v1g140735	NVE19907	v1g140735	Nvec_vc1.1_XM_048732941.1
Nvec_NVE19896	NVE19896		Nvec_NVE19896
Nvec_NVE19897	NVE19897		Nvec_NVE19897
Nvec_v1g220549	NVE19898	v1g220549	Nvec_vc1.1_XM_048723192.1
Nvec_NVE19899	NVE19899		Nvec_vc1.1_XM_032369588.2
Nvec_NVE19900	NVE19900		Nvec_vc1.1_XM_048727900.1
Nvec_NVE19901	NVE19901		Nvec_vc1.1_XM_048723117.1
Nvec_v1g140703	NVE19902	v1g140703	Nvec_vc1.1_XM_032369587.2
Nvec_v1g220553	NVE19903	v1g220553	Nvec_vc1.1_XM_048727740.1
Nvec_NVE19494	NVE19494		Nvec_vc1.1_XM_032378598.2
Nvec_v1g152691	NVE19495	v1g152691	Nvec_vc1.1_XM_048723562.1
Nvec_NVE19493	NVE19493		Nvec_vc1.1_XM_032381678.2
Nvec_v1g152686	NVE19491	v1g152686	Nvec_vc1.1_XM_048720159.1
Nvec_v1g8499	NVE19492	v1g8499	Nvec_vc1.1_XM_048720395.1
Nvec_NVE25512	NVE25512		Nvec_vc1.1_XM_048725245.1
Nvec_NVE25834	NVE25834		Nvec_vc1.1_XM_048726568.1
Nvec_NVE2463	NVE2463		Nvec_vc1.1_XM_048731044.1
Nvec_NVE2464	NVE2464		Nvec_vc1.1_XM_032374239.2
Nvec_NVE19496	NVE19496		Nvec_vc1.1_XM_001632908.3
Nvec_NVE25163	NVE25163		Nvec_vc1.1_XM_001638970.3
Nvec_v1g153111	NVE20558	v1g153111	Nvec_vc1.1_XM_032362681.2
Nvec_NVE20559	NVE20559		Nvec_vc1.1_XM_032362682.2
Nvec_v1g225488	NVE25164	v1g225488	Nvec_vc1.1_XM_048719819.1
Nvec_NVE18132	NVE18132		Nvec_vc1.1_XM_048731936.1
Nvec_NVE18133	NVE18133		Nvec_vc1.1_XM_048731936.1
Nvec_NVE18131	NVE18131		Nvec_vc1.1_XM_048725686.1
Nvec_NVE18135	NVE18135		Nvec_vc1.1_XM_048732663.1
Nvec_NVE18134	NVE18134		Nvec_vc1.1_XM_001634435.3
Nvec_v1g218026	NVE14067	v1g218026	Nvec_vc1.1_XM_048729508.1
Nvec_v1g133968	NVE14068	v1g133968	Nvec_vc1.1_XM_032371705.2
Nvec_v1g133968	NVE14069	v1g133968	Nvec_vc1.1_XM_032371705.2
Nvec_v1g133953	NVE14070	v1g133953	Nvec_vc1.1_XM_048728735.1
Nvec_v1g218029	NVE14071	v1g218029	Nvec_vc1.1_XM_032371707.2
Nvec_NVE14072	NVE14072		Nvec_vc1.1_XM_032371700.2
Nvec_v1g133919	NVE14073	v1g133919	Nvec_vc1.1_XM_032371715.2
Nvec_v1g4557	NVE14074	v1g4557	Nvec_vc1.1_XM_001624394.3
Nvec_v1g218033	NVE14075	v1g218033	Nvec_vc1.1_XM_001624384.3
Nvec_v1g218034	NVE14075	v1g218034	Nvec_vc1.1_XM_001624384.3
Nvec_v1g133949	NVE14076	v1g133949	Nvec_vc1.1_XM_048728872.1
Nvec_v1g133949	NVE14077	v1g133949	Nvec_vc1.1_XM_048728872.1
Nvec_NVE14078	NVE14078		Nvec_vc1.1_XM_032371711.2
Nvec_NVE14079	NVE14079		Nvec_vc1.1_XM_032371711.2
Nvec_v1g247622	NVE14080	v1g247622	Nvec_vc1.1_XM_032371714.2
Nvec_NVE14081	NVE14081		Nvec_NVE14081
Nvec_v1g133978	NVE14082	v1g133978	Nvec_vc1.1_XM_048728876.1
Nvec_v1g218041	NVE14083	v1g218041	Nvec_vc1.1_XM_001624398.3
Nvec_v1g247625	NVE14084	v1g247625	Nvec_vc1.1_XM_001624386.3
Nvec_NVE14085	NVE14085		Nvec_NVE14085
Nvec_v1g133940	NVE14086	v1g133940	Nvec_vc1.1_XM_001624387.3
Nvec_v1g247626	NVE14087	v1g247626	Nvec_vc1.1_XM_048728878.1
Nvec_NVE14088	NVE14088		Nvec_vc1.1_XM_032371721.2
Nvec_v1g247627	NVE14089	v1g247627	Nvec_vc1.1_XM_001624401.3
Nvec_v1g193980	NVE14090	v1g193980	Nvec_vc1.1_XM_001624388.3
Nvec_v1g133966	NVE14091	v1g133966	Nvec_vc1.1_XM_048728868.1
Nvec_NVE14092	NVE14092		Nvec_vc1.1_XM_048728868.1
Nvec_v1g133962	NVE14093	v1g133962	Nvec_vc1.1_XM_048728873.1
Nvec_v1g224392	NVE18130	v1g224392	Nvec_vc1.1_XM_032381108.2
Nvec_NVE16778	NVE16778		Nvec_vc1.1_XM_048732986.1
Nvec_v1g248059	NVE16779	v1g248059	Nvec_vc1.1_XM_048732663.1
Nvec_v1g248059	NVE16780	v1g248059	Nvec_vc1.1_XM_048732663.1
Nvec_v1g248060	NVE16780	v1g248060	Nvec_vc1.1_XM_048732663.1
Nvec_v1g137694	NVE16781	v1g137694	Nvec_vc1.1_XM_048733996.1
Nvec_NVE16745	NVE16745		Nvec_NVE16745
Nvec_v1g248044	NVE16746	v1g248044	Nvec_vc1.1_XM_032370481.2
Nvec_v1g248045	NVE16746	v1g248045	Nvec_vc1.1_XM_032370494.2
Nvec_v1g248046	NVE16747	v1g248046	Nvec_vc1.1_XM_001623381.3
Nvec_v1g248046	NVE16748	v1g248046	Nvec_vc1.1_XM_001623381.3
Nvec_v1g175500	NVE16749	v1g175500	Nvec_vc1.1_XM_001623370.3
Nvec_v1g175505	NVE16750	v1g175505	Nvec_vc1.1_XM_032370484.2
Nvec_v1g137684	NVE16751	v1g137684	Nvec_vc1.1_XM_001623372.3
Nvec_v1g76362	NVE16752	v1g76362	Nvec_vc1.1_XM_032370497.2
Nvec_NVE16753	NVE16753		Nvec_NVE16753
Nvec_NVE16754	NVE16754		Nvec_vc1.1_XM_048725926.1
Nvec_NVE16755	NVE16755		Nvec_vc1.1_XM_048725926.1
Nvec_v1g137669	NVE16756	v1g137669	Nvec_vc1.1_XM_048725928.1
Nvec_v1g137650	NVE16757	v1g137650	Nvec_vc1.1_XM_001623382.3
Nvec_v1g137654	NVE16758	v1g137654	Nvec_vc1.1_XM_048725928.1
Nvec_v1g219410	NVE16759	v1g219410	Nvec_vc1.1_XM_048725927.1
Nvec_v1g15679	NVE16760	v1g15679	Nvec_vc1.1_XM_048725930.1
Nvec_v1g175523	NVE16761	v1g175523	Nvec_vc1.1_XM_048725931.1
Nvec_NVE16762	NVE16762		Nvec_vc1.1_XM_048725931.1
Nvec_NVE16763	NVE16763		Nvec_NVE16763
Nvec_NVE16764	NVE16764		Nvec_vc1.1_XM_048731917.1
Nvec_NVE16765	NVE16765		Nvec_vc1.1_XM_048731917.1
Nvec_v1g137658	NVE16766	v1g137658	Nvec_vc1.1_XM_032381752.2
Nvec_NVE16767	NVE16767		Nvec_vc1.1_XM_048731917.1
Nvec_v1g137645	NVE16768	v1g137645	Nvec_vc1.1_XM_048731919.1
Nvec_v1g219416	NVE16769	v1g219416	Nvec_vc1.1_XM_048731920.1
Nvec_NVE16770	NVE16770		Nvec_NVE16770
Nvec_NVE16688	NVE16688		Nvec_vc1.1_XM_032364547.2
Nvec_v1g248040	NVE16668	v1g248040	Nvec_vc1.1_XM_048726615.1
Nvec_v1g248040	NVE16668	v1g248040	Nvec_vc1.1_XM_048726622.1
Nvec_v1g137519	NVE16669	v1g137519	Nvec_vc1.1_XM_048726615.1
Nvec_v1g137519	NVE16669	v1g137519	Nvec_vc1.1_XM_048726622.1
Nvec_NVE16670	NVE16670		Nvec_vc1.1_XM_048726615.1
Nvec_NVE16670	NVE16670		Nvec_vc1.1_XM_048726622.1
Nvec_NVE16671	NVE16671		Nvec_vc1.1_XM_048726597.1
Nvec_v1g3486	NVE16672	v1g3486	Nvec_vc1.1_XM_048726615.1
Nvec_v1g3486	NVE16672	v1g3486	Nvec_vc1.1_XM_048726622.1
Nvec_v1g219346	NVE16673	v1g219346	Nvec_vc1.1_XM_048726626.1
Nvec_v1g219346	NVE16673	v1g219346	Nvec_vc1.1_XM_048726622.1
Nvec_v1g137492	NVE16674	v1g137492	Nvec_vc1.1_XM_048726597.1
Nvec_v1g137492	NVE16675	v1g137492	Nvec_vc1.1_XM_048726597.1
Nvec_v1g137533	NVE16675	v1g137533	Nvec_vc1.1_XM_048726615.1
Nvec_v1g137533	NVE16675	v1g137533	Nvec_vc1.1_XM_048726622.1
Nvec_v1g137533	NVE16676	v1g137533	Nvec_vc1.1_XM_048726615.1
Nvec_v1g137533	NVE16676	v1g137533	Nvec_vc1.1_XM_048726622.1
Nvec_v1g3580	NVE16676	v1g3580	Nvec_vc1.1_XM_048726597.1
Nvec_v1g137544	NVE16676	v1g137544	Nvec_vc1.1_XM_048726615.1
Nvec_v1g137544	NVE16676	v1g137544	Nvec_vc1.1_XM_048726622.1
Nvec_NVE16677	NVE16677		Nvec_vc1.1_XM_048726615.1
Nvec_NVE16677	NVE16677		Nvec_vc1.1_XM_048726622.1
Nvec_v1g137509	NVE16678	v1g137509	Nvec_vc1.1_XM_048726615.1
Nvec_v1g137509	NVE16678	v1g137509	Nvec_vc1.1_XM_048726622.1
Nvec_v1g248041	NVE16678	v1g248041	Nvec_vc1.1_XM_048726624.1
Nvec_v1g248041	NVE16678	v1g248041	Nvec_vc1.1_XM_048726597.1
Nvec_v1g137553	NVE16678	v1g137553	Nvec_vc1.1_XM_048726615.1
Nvec_v1g137553	NVE16678	v1g137553	Nvec_vc1.1_XM_048726622.1
Nvec_v1g41661	NVE16678	v1g41661	Nvec_vc1.1_XM_048726615.1
Nvec_v1g41661	NVE16678	v1g41661	Nvec_vc1.1_XM_048726622.1
Nvec_v1g137553	NVE16679	v1g137553	Nvec_vc1.1_XM_048726615.1
Nvec_v1g137553	NVE16679	v1g137553	Nvec_vc1.1_XM_048726622.1
Nvec_v1g137502	NVE16680	v1g137502	Nvec_vc1.1_XM_048726615.1
Nvec_v1g137502	NVE16680	v1g137502	Nvec_vc1.1_XM_048726622.1
Nvec_v1g137514	NVE16680	v1g137514	Nvec_vc1.1_XM_048726615.1
Nvec_v1g137514	NVE16680	v1g137514	Nvec_vc1.1_XM_048726622.1
Nvec_v1g137485	NVE16681	v1g137485	Nvec_vc1.1_XM_048726615.1
Nvec_v1g137485	NVE16681	v1g137485	Nvec_vc1.1_XM_048726622.1
Nvec_v1g3606	NVE16681	v1g3606	Nvec_vc1.1_XM_048726597.1
Nvec_v1g137486	NVE16681	v1g137486	Nvec_vc1.1_XM_048726615.1
Nvec_v1g137486	NVE16681	v1g137486	Nvec_vc1.1_XM_048726622.1
Nvec_v1g137512	NVE16682	v1g137512	Nvec_vc1.1_XM_048726597.1
Nvec_v1g137512	NVE16682	v1g137512	Nvec_vc1.1_XM_048726622.1
Nvec_v1g248037	NVE16657	v1g248037	Nvec_vc1.1_XM_032370541.2
Nvec_v1g137471	NVE16658	v1g137471	Nvec_vc1.1_XM_032370537.2
Nvec_NVE16659	NVE16659		Nvec_vc1.1_XM_048724132.1
Nvec_v1g248039	NVE16660	v1g248039	Nvec_vc1.1_XM_048725801.1
Nvec_v1g248039	NVE16661	v1g248039	Nvec_vc1.1_XM_048725801.1
Nvec_NVE16662	NVE16662		Nvec_vc1.1_XM_048725801.1
Nvec_NVE16650	NVE16650		Nvec_vc1.1_XM_048734197.1
Nvec_NVE16651	NVE16651		Nvec_vc1.1_XM_032381790.2
Nvec_v1g137448	NVE16652	v1g137448	Nvec_vc1.1_XM_032370546.2
Nvec_v1g194682	NVE16653	v1g194682	Nvec_vc1.1_XM_048734197.1
Nvec_NVE16736	NVE16736		Nvec_vc1.1_XM_048719697.1
Nvec_NVE16738	NVE16738		Nvec_vc1.1_XM_048727293.1
Nvec_NVE16739	NVE16739		Nvec_vc1.1_XM_048728230.1
Nvec_v1g219395	NVE16740	v1g219395	Nvec_vc1.1_XM_048721123.1
Nvec_v1g248043	NVE16728	v1g248043	Nvec_vc1.1_XM_048730851.1
Nvec_v1g1167	NVE16706	v1g1167	Nvec_vc1.1_XM_048726615.1
Nvec_v1g1167	NVE16706	v1g1167	Nvec_vc1.1_XM_048726622.1
Nvec_NVE16707	NVE16707		Nvec_vc1.1_XM_048726615.1
Nvec_NVE16707	NVE16707		Nvec_vc1.1_XM_048726622.1
Nvec_v1g41491	NVE16708	v1g41491	Nvec_vc1.1_XM_048726622.1
Nvec_NVE16709	NVE16709		Nvec_vc1.1_XM_048726597.1
Nvec_v1g137579	NVE16710	v1g137579	Nvec_vc1.1_XM_048726622.1
Nvec_v1g137597	NVE16711	v1g137597	Nvec_vc1.1_XM_048726623.1
Nvec_v1g219373	NVE16712	v1g219373	Nvec_vc1.1_XM_048726597.1
Nvec_NVE16713	NVE16713		Nvec_NVE16713
Nvec_v1g137586	NVE16714	v1g137586	Nvec_vc1.1_XM_048726615.1
Nvec_v1g137586	NVE16714	v1g137586	Nvec_vc1.1_XM_048726622.1
Nvec_v1g137580	NVE16715	v1g137580	Nvec_vc1.1_XM_048726597.1
Nvec_v1g137581	NVE16716	v1g137581	Nvec_vc1.1_XM_048726597.1
Nvec_NVE16717	NVE16717		Nvec_vc1.1_XM_048726597.1
Nvec_NVE16717	NVE16717		Nvec_vc1.1_XM_048726622.1
Nvec_v1g137590	NVE16718	v1g137590	Nvec_vc1.1_XM_048726615.1
Nvec_v1g137590	NVE16718	v1g137590	Nvec_vc1.1_XM_048726622.1
Nvec_v1g219383	NVE16719	v1g219383	Nvec_vc1.1_XM_048726624.1
Nvec_v1g219383	NVE16719	v1g219383	Nvec_vc1.1_XM_048726597.1
Nvec_v1g137575	NVE16696	v1g137575	Nvec_vc1.1_XM_048719923.1
Nvec_NVE16697	NVE16697		Nvec_vc1.1_XM_048727654.1
Nvec_NVE16698	NVE16698		Nvec_NVE16698
Nvec_NVE16699	NVE16699		Nvec_NVE16699
Nvec_NVE16700	NVE16700		Nvec_vc1.1_XM_048727655.1
Nvec_NVE16700	NVE16700		Nvec_vc1.1_XM_048727654.1
Nvec_v1g41281	NVE16701	v1g41281	Nvec_vc1.1_XM_048727654.1
Nvec_NVE14495	NVE14495		Nvec_vc1.1_XM_048721501.1
Nvec_v1g247699	NVE14496	v1g247699	Nvec_vc1.1_XM_001624221.3
Nvec_v1g247700	NVE14497	v1g247700	Nvec_v1g247700
Nvec_v1g218262	NVE14498	v1g218262	Nvec_vc1.1_XM_001624222.3
Nvec_NVE14499	NVE14499		Nvec_vc1.1_XM_032371444.2
Nvec_v1g218264	NVE14500	v1g218264	Nvec_vc1.1_XM_032371443.2
Nvec_NVE14501	NVE14501		Nvec_NVE14501
Nvec_NVE14502	NVE14502		Nvec_NVE14502
Nvec_NVE14503	NVE14503		Nvec_NVE14503
Nvec_v1g231006	NVE14504	v1g231006	Nvec_vc1.1_XM_001624224.3
Nvec_v1g247701	NVE14505	v1g247701	Nvec_vc1.1_XM_001624213.3
Nvec_v1g247702	NVE14506	v1g247702	Nvec_vc1.1_XM_001624225.3
Nvec_v1g218275	NVE14507	v1g218275	Nvec_vc1.1_XM_048722215.1
Nvec_NVE14508	NVE14508		Nvec_vc1.1_XM_001624225.3
Nvec_v1g218275	NVE14509	v1g218275	Nvec_vc1.1_XM_048722215.1
Nvec_v1g231007	NVE14509	v1g231007	Nvec_vc1.1_XM_048722215.1
Nvec_v1g233657	NVE14510	v1g233657	Nvec_vc1.1_XM_048722217.1
Nvec_v1g174894	NVE14511	v1g174894	Nvec_vc1.1_XM_001624216.3
Nvec_v1g247708	NVE14512	v1g247708	Nvec_vc1.1_XM_001624217.3
Nvec_NVE14513	NVE14513		Nvec_NVE14513
Nvec_v1g247709	NVE14514	v1g247709	Nvec_vc1.1_XM_032371445.2
Nvec_v1g134467	NVE14515	v1g134467	Nvec_vc1.1_XM_001624218.3
Nvec_NVE14516	NVE14516		Nvec_NVE14516
Nvec_NVE14517	NVE14517		Nvec_vc1.1_XM_032371448.2
Nvec_v1g218285	NVE14518	v1g218285	Nvec_vc1.1_XM_001624219.3
Nvec_NVE14519	NVE14519		Nvec_vc1.1_XM_048721966.1
Nvec_v1g218288	NVE14520	v1g218288	Nvec_vc1.1_XM_048732840.1
Nvec_NVE14521	NVE14521		Nvec_vc1.1_XM_048722134.1
Nvec_NVE14470	NVE14470		Nvec_vc1.1_XM_048725692.1
Nvec_v1g174858	NVE14471	v1g174858	Nvec_vc1.1_XM_032371469.2
Nvec_v1g174858	NVE14472	v1g174858	Nvec_vc1.1_XM_032371469.2
Nvec_v1g13517	NVE14473	v1g13517	Nvec_vc1.1_XM_001624237.3
Nvec_v1g218243	NVE14474	v1g218243	Nvec_vc1.1_XM_032371473.2
Nvec_NVE14475	NVE14475		Nvec_vc1.1_XM_048725030.1
Nvec_NVE14476	NVE14476		Nvec_vc1.1_XM_048725030.1
Nvec_v1g134411	NVE14477	v1g134411	Nvec_vc1.1_XM_032371476.2
Nvec_v1g134411	NVE14478	v1g134411	Nvec_vc1.1_XM_032371476.2
Nvec_v1g218246	NVE14479	v1g218246	Nvec_vc1.1_XM_032371464.2
Nvec_NVE14480	NVE14480		Nvec_NVE14480
Nvec_v1g247690	NVE14481	v1g247690	Nvec_vc1.1_XM_032371464.2
Nvec_v1g194069	NVE14482	v1g194069	Nvec_vc1.1_XM_001624233.3
Nvec_v1g247692	NVE14483	v1g247692	Nvec_vc1.1_XM_032371480.2
Nvec_v1g247693	NVE14484	v1g247693	Nvec_vc1.1_XM_048725766.1
Nvec_v1g174867	NVE14485	v1g174867	Nvec_vc1.1_XM_048731210.1
Nvec_v1g134436	NVE14486	v1g134436	Nvec_vc1.1_XM_032371461.2
Nvec_v1g174872	NVE14487	v1g174872	Nvec_vc1.1_XM_032371460.2
Nvec_v1g174876	NVE14488	v1g174876	Nvec_vc1.1_XM_001624235.3
Nvec_v1g218259	NVE14489	v1g218259	Nvec_vc1.1_XM_048731585.1
Nvec_v1g218200	NVE14411	v1g218200	Nvec_vc1.1_XM_032371568.2
Nvec_v1g17185	NVE14412	v1g17185	Nvec_vc1.1_XM_032371544.2
Nvec_v1g247672	NVE14413	v1g247672	Nvec_vc1.1_XM_001624272.3
Nvec_v1g247673	NVE14414	v1g247673	Nvec_vc1.1_XM_001624273.3
Nvec_NVE14415	NVE14415		Nvec_vc1.1_XM_032371566.2
Nvec_v1g218204	NVE14416	v1g218204	Nvec_vc1.1_XM_032371562.2
Nvec_v1g134340	NVE14417	v1g134340	Nvec_vc1.1_XM_001624261.3
Nvec_v1g134347	NVE14418	v1g134347	Nvec_vc1.1_XM_048733145.1
Nvec_v1g134320	NVE14418	v1g134320	Nvec_vc1.1_XM_048733145.1
Nvec_v1g14339	NVE14418	v1g14339	Nvec_vc1.1_XM_048733145.1
Nvec_NVE14419	NVE14419		Nvec_vc1.1_XM_048733146.1
Nvec_v1g174851	NVE14420	v1g174851	Nvec_vc1.1_XM_001624265.3
Nvec_NVE14421	NVE14421		Nvec_NVE14421
Nvec_v1g218210	NVE14422	v1g218210	Nvec_vc1.1_XM_001624274.3
Nvec_v1g247679	NVE14423	v1g247679	Nvec_vc1.1_XM_048733148.1
Nvec_NVE14424	NVE14424		Nvec_vc1.1_XM_048733148.1
Nvec_v1g247680	NVE14425	v1g247680	Nvec_vc1.1_XM_032371550.2
Nvec_v1g247680	NVE14426	v1g247680	Nvec_vc1.1_XM_032371550.2
Nvec_NVE14427	NVE14427		Nvec_vc1.1_XM_032371552.2
Nvec_NVE14428	NVE14428		Nvec_NVE14428
Nvec_v1g70862	NVE14429	v1g70862	Nvec_vc1.1_XM_048732284.1
Nvec_v1g55430	NVE14431	v1g55430	Nvec_vc1.1_XM_048732284.1
Nvec_v1g174826	NVE14388	v1g174826	Nvec_vc1.1_XM_032371587.2
Nvec_NVE14389	NVE14389		Nvec_NVE14389
Nvec_v1g134282	NVE14390	v1g134282	Nvec_vc1.1_XM_001624283.3
Nvec_v1g134283	NVE14391	v1g134283	Nvec_vc1.1_XM_032371581.2
Nvec_v1g218182	NVE14391	v1g218182	Nvec_vc1.1_XM_032371581.2
Nvec_v1g218179	NVE14391	v1g218179	Nvec_vc1.1_XM_032371581.2
Nvec_NVE14392	NVE14392		Nvec_vc1.1_XM_048732972.1
Nvec_NVE14393	NVE14393		Nvec_vc1.1_XM_048734206.1
Nvec_v1g218187	NVE14394	v1g218187	Nvec_vc1.1_XM_048734207.1
Nvec_NVE14395	NVE14395		Nvec_vc1.1_XM_032371589.2
Nvec_v1g247663	NVE14396	v1g247663	Nvec_vc1.1_XM_048734347.1
Nvec_v1g247663	NVE14397	v1g247663	Nvec_vc1.1_XM_048734347.1
Nvec_NVE14398	NVE14398		Nvec_NVE14398
Nvec_v1g247664	NVE14399	v1g247664	Nvec_vc1.1_XM_048734347.1
Nvec_v1g194035	NVE14400	v1g194035	Nvec_vc1.1_XM_001624290.3
Nvec_v1g194038	NVE14401	v1g194038	Nvec_vc1.1_XM_001624279.3
Nvec_v1g236002	NVE14402	v1g236002	Nvec_vc1.1_XM_001624280.3
Nvec_v1g218196	NVE14403	v1g218196	Nvec_vc1.1_XM_048734080.1
Nvec_v1g247670	NVE14404	v1g247670	Nvec_vc1.1_XM_001624281.3
Nvec_v1g218222	NVE14446	v1g218222	Nvec_vc1.1_XM_032371526.2
Nvec_v1g134370	NVE14447	v1g134370	Nvec_vc1.1_XM_001624244.3
Nvec_NVE14448	NVE14448		Nvec_vc1.1_XM_048722527.1
Nvec_NVE14449	NVE14449		Nvec_vc1.1_XM_048722527.1
Nvec_NVE14450	NVE14450		Nvec_vc1.1_XM_048722528.1
Nvec_v1g134376	NVE14451	v1g134376	Nvec_vc1.1_XM_032371493.2
Nvec_v1g247681	NVE14452	v1g247681	Nvec_vc1.1_XM_001624245.3
Nvec_NVE14453	NVE14453		Nvec_vc1.1_XM_032371507.2
Nvec_v1g247683	NVE14454	v1g247683	Nvec_vc1.1_XM_048722445.1
Nvec_v1g218231	NVE14455	v1g218231	Nvec_vc1.1_XM_048722445.1
Nvec_NVE14456	NVE14456		Nvec_NVE14456
Nvec_NVE14457	NVE14457		Nvec_vc1.1_XM_032371535.2
Nvec_v1g218233	NVE14458	v1g218233	Nvec_vc1.1_XM_001624248.3
Nvec_v1g134388	NVE14459	v1g134388	Nvec_vc1.1_XM_032371520.2
Nvec_v1g134406	NVE14460	v1g134406	Nvec_vc1.1_XM_032371512.2
Nvec_NVE14461	NVE14461		Nvec_NVE14461
Nvec_NVE14462	NVE14462		Nvec_vc1.1_XM_048722581.1
Nvec_NVE14463	NVE14463		Nvec_vc1.1_XM_048720590.1
Nvec_NVE14464	NVE14464		Nvec_vc1.1_XM_032371524.2
Nvec_NVE14465	NVE14465		Nvec_vc1.1_XM_048722503.1
Nvec_v1g218116	NVE14331	v1g218116	Nvec_v1g218116
Nvec_v1g218117	NVE14332	v1g218117	Nvec_vc1.1_XM_048734281.1
Nvec_v1g218117	NVE14333	v1g218117	Nvec_vc1.1_XM_048734281.1
Nvec_v1g218118	NVE14334	v1g218118	Nvec_v1g218118
Nvec_NVE14335	NVE14335		Nvec_NVE14335
Nvec_NVE14336	NVE14336		Nvec_NVE14336
Nvec_v1g218120	NVE14337	v1g218120	Nvec_vc1.1_XM_048734320.1
Nvec_v1g174799	NVE14338	v1g174799	Nvec_vc1.1_XM_048734320.1
Nvec_v1g174800	NVE14339	v1g174800	Nvec_vc1.1_XM_001624327.3
Nvec_v1g134174	NVE14340	v1g134174	Nvec_vc1.1_XM_048734376.1
Nvec_v1g134156	NVE14315	v1g134156	Nvec_vc1.1_XM_048728918.1
Nvec_NVE14316	NVE14316		Nvec_vc1.1_XM_001621892.3
Nvec_v1g218108	NVE14317	v1g218108	Nvec_vc1.1_XM_048728955.1
Nvec_v1g218109	NVE14318	v1g218109	Nvec_vc1.1_XM_048728924.1
